Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"Procurement and Installation of DG set for Intake Site at, Kashinagar.","Procurement and Installation of DG set for Intake Site at, Kashinagar.",Please refer Tender documents. ,NA ,"9,12,442",Civil Works - Water Works,NA ,Tender,120.0,60.0,KASHINAGAR NAC,761206.0,NA ,NA ,NA ,"O/o THE EXECUTIVE ENGINEER, P.H.DIVISION,RAYAGADA",No ,No,PHEO||PH Circle Bhawanipatna||PH Division Rayagada,EEPHDRAYAGADA-26/2025-26 DT.29.10.2025,2025_PHEO_121060_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender paper cost, EMD, PAN, GSTIN, Contractor registration certificate, other related as per DTCN",10-Nov-2025 05:00 PM,21-Nov-2025 11:00 AM,10-Nov-2025 05:00 PM,20-Nov-2025 05:00 PM,10-Nov-2025 05:00 PM ,15-Nov-2025 05:00 PM ,10-Nov-2025 05:00 PM,20-Nov-2025 05:00 PM,"4,000",0.0,Nil,Nil,No,"9,124",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,"THE EXECUTIVE ENGINEER, P.H.DIVISION,RAYAGADA","THE EXECUTIVE ENGINEER, P.H.DIVISION,RAYAGADA",AOC,07-Apr-2026,"INR 775,667",60.0,Ayaskant Behera,07-Apr-2026 11:46 AM,Agt.pdf (598.00 KB),"Executive Engineer, P.H.Division, Rayagada",Internal,,Ayaskant Behera,07-Apr-2026 11:44 AM,finsummary_563169.pdf (268.54 KB),Finance,Bid Opening Summary,Ayaskant Behera,21-Nov-2025 12:09 PM,finance_563169.pdf,BOQ Comparative Chart,1.0,3238216.0,GSP POWER PROJECTS RETAIL DIVISION,19-Nov-2025 03:22 PM,Accepted-AOC,awarded,07-Apr-2026 11:46 AM,1.0,3238216.0,GSP POWER PROJECTS RETAIL DIVISION,INR,"775,667",PHEO||PH Circle Bhawanipatna||PH Division Rayagada,2025_PHEO_121060_1,EEPHDRAYAGADA-26/2025-26 DT.29.10.2025,"Procurement and Installation of DG set for Intake Site at, Kashinagar.","Executive Engineer, P.H.Division, Rayagada",Internal,,Ayaskant Behera,07-Apr-2026 11:30 AM,techsummary_563169.pdf (299.44 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of valid Registration Certificate Of Registered Manufacturers/ Authorized Dealers/ As per DTCN,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,AOC,,,,,,,,,,,,,,,,,,,2.0,3240310.0,RM ENTERPRISES,20-Nov-2025 10:33 AM,Rejected-Finance,Not Qualified in Transparent lottery,07-Apr-2026 11:44 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"No Relationship ,Authorization Certificate form of affidavit/ Declaration and Other related document",,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
