Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Corrigendum Title,Corrigendum Type,View,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Bank Name,Tender Stage
CP,Internal,,Pramod Kumar Padhi,26-Apr-2026 11:00 AM,techsummary_581055.pdf (151.24 KB),1,3412375,AKSHAY KUMAR MAHAPATRA,26-Feb-2026 04:02 PM,Rejected-Finance,L3,26-Apr-2026 11:04 AM,26-Apr-2026,"INR 1,693,440.31",30.0,Pramod Kumar Padhi,26-Apr-2026 11:06 AM,8proceeding.pdf (151.00 KB),Finance,accepted,Pramod Kumar Padhi,26-Apr-2026 10:56 AM,,BOQ Comparative Chart,1.0,3410984.0,SUNITA KERKETTA,INR,"1,693,440.31",Municipal Bodies||Bhawanipatna Municipality,2026_ORULB_125969_5,BPM/06/2025-26,Renovation of Cremation Grounds of Kasakendu in ward no-14,CP,Internal,,Pramod Kumar Padhi,26-Apr-2026 11:04 AM,finsummary_581055.pdf (151.25 KB),AOC,Municipal Bodies||Bhawanipatna Municipality,BPM/06/2025-26,2026_ORULB_125969_5,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Renovation of Cremation Grounds of Kasakendu in ward no-14,Renovation of Cremation Grounds of Kasakendu in ward no-14,Please refer Tender documents. ,NA ,"16,95,099",Civil Works - Others,NA ,Tender,90.0,NA ,BHAWANIPATNA MUNICIPALITY,766001.0,NA ,NA ,NA ,BHAWANIPATNA MUNICIPALITY,No ,No,1.0,Extension of date,Date,,"EXECUTIVE OFFICER, BHAWANIPATNA MUNICIPALITY","EXECUTIVE OFFICER, BHAWANIPATNA MUNICIPALITY",1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,"17,000",Yes,fixed,,Nil,Nil,13-Feb-2026 11:00 AM,26-Feb-2026 05:30 PM,13-Feb-2026 11:00 AM,26-Feb-2026 05:00 PM,NA ,NA ,13-Feb-2026 11:00 AM,26-Feb-2026 05:00 PM,"6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,AOC
,,,,,,2,3406384,ARUN KUMAR BEHERA,24-Feb-2026 07:25 PM,Rejected-Finance,L3,26-Apr-2026 11:04 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,3,3410301,BHABAGRAHI MAHARANA,25-Feb-2026 06:32 PM,Rejected-Finance,L3,26-Apr-2026 11:04 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3406813,DOLAMANI CHOUDHURY,21-Feb-2026 02:47 PM,Rejected-Finance,L3,26-Apr-2026 11:04 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3403129,MADHABI BAG,21-Feb-2026 12:21 PM,Rejected-Finance,L3,26-Apr-2026 11:04 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3410751,Priyabrata Patra,25-Feb-2026 07:15 PM,Rejected-Finance,L3,26-Apr-2026 11:04 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3412194,RANJAYA KUMAR THAKUR,26-Feb-2026 01:40 PM,Rejected-Finance,L3,26-Apr-2026 11:04 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3400311,SANGITA ROUT,20-Feb-2026 12:40 PM,Rejected-AOC,l2,26-Apr-2026 11:07 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3412728,SAROJ KANTA NAIK,26-Feb-2026 03:58 PM,Rejected-Finance,L3,26-Apr-2026 11:04 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3410984,SUNITA KERKETTA,25-Feb-2026 08:01 PM,Accepted-AOC,l1,26-Apr-2026 11:07 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
