Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,11,3380913,Dinesh Kumar Agrawal,04-Feb-2026 04:53 PM,Rejected-Finance,Unsucessful Bidder in Transparent Lottery System,30-Mar-2026 12:15 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,12,3377393,DIPAK KUMAR AGRAWAL,02-Feb-2026 04:20 PM,Rejected-Finance,Unsucessful Bidder in Transparent Lottery System,30-Mar-2026 12:15 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,13,3382033,DOSALIN MISHRA,05-Feb-2026 01:42 PM,Rejected-Finance,Unsucessful Bidder in Transparent Lottery System,30-Mar-2026 12:15 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,14,3381955,Giresh Kumar Meher,05-Feb-2026 01:18 PM,Rejected-Finance,Unsucessful Bidder in Transparent Lottery System,30-Mar-2026 12:15 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,15,3380995,HOLESWAR SINGH BARIHA,04-Feb-2026 05:43 PM,Rejected-Finance,Unsucessful Bidder in Transparent Lottery System,30-Mar-2026 12:15 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,16,3378084,JINENDRA RAM JAIN,05-Feb-2026 04:54 AM,Rejected-Finance,Unsucessful Bidder in Transparent Lottery System,30-Mar-2026 12:15 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,17,3377354,KALYANI SIPKA,04-Feb-2026 04:22 PM,Rejected-Finance,Unsucessful Bidder in Transparent Lottery System,30-Mar-2026 12:15 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,18,3380086,KAMINI NANDA,04-Feb-2026 08:42 AM,Rejected-Finance,Unsucessful Bidder in Transparent Lottery System,30-Mar-2026 12:15 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,19,3375889,KISHOR KUMAR SETH,02-Feb-2026 08:37 PM,Rejected-Finance,Unsucessful Bidder in Transparent Lottery System,30-Mar-2026 12:15 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,20,3382194,Koushal Kumar Agrawal,05-Feb-2026 02:12 PM,Rejected-Finance,Unsucessful Bidder in Transparent Lottery System,30-Mar-2026 12:15 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,21,3376929,MADHUSUDAN BARIHA,03-Feb-2026 01:38 PM,Rejected-Finance,Unsucessful Bidder in Transparent Lottery System,30-Mar-2026 12:15 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,22,3380790,MAHAMMED RIZWAN,04-Feb-2026 03:36 PM,Accepted-AOC,Successful bidder,15-Apr-2026 04:57 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,23,3379008,Mahesh Kumar Agrawal,03-Feb-2026 02:12 PM,Rejected-Finance,Unsucessful Bidder in Transparent Lottery System,30-Mar-2026 12:15 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,24,3381341,MANOJ BISHI,05-Feb-2026 10:45 AM,Rejected-Finance,Unsucessful Bidder in Transparent Lottery System,30-Mar-2026 12:15 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,25,3380273,MAYANK JAIN,04-Feb-2026 12:24 PM,Rejected-Finance,Unsucessful Bidder in Transparent Lottery System,30-Mar-2026 12:15 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,26,3380755,M/S AYAAN VENTURES,04-Feb-2026 03:27 PM,Rejected-Finance,Unsucessful Bidder in Transparent Lottery System,30-Mar-2026 12:15 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,27,3378499,PADMANAVA NAIK,03-Feb-2026 12:01 PM,Rejected-Finance,Unsucessful Bidder in Transparent Lottery System,30-Mar-2026 12:15 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,28,3379763,Pankaj Kumar Agrawal,03-Feb-2026 06:17 PM,Rejected-Finance,Unsucessful Bidder in Transparent Lottery System,30-Mar-2026 12:15 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,29,3381679,PIYUSH KUMAR AGRAWAL,05-Feb-2026 12:16 PM,Rejected-Finance,Unsucessful Bidder in Transparent Lottery System,30-Mar-2026 12:15 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,30,3381273,RABIN SAHOO,05-Feb-2026 12:23 PM,Rejected-Finance,Unsucessful Bidder in Transparent Lottery System,30-Mar-2026 12:15 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,31,3382113,RAJENDRA CHINDA,05-Feb-2026 02:00 PM,Rejected-Finance,Unsucessful Bidder in Transparent Lottery System,30-Mar-2026 12:15 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,32,3380454,RAJ KUMAR KUDEI,05-Feb-2026 01:48 PM,Rejected-Finance,Unsucessful Bidder in Transparent Lottery System,30-Mar-2026 12:15 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,33,3374773,RAMAKANTA PATTANAIK,31-Jan-2026 08:12 PM,Rejected-Finance,Unsucessful Bidder in Transparent Lottery System,30-Mar-2026 12:15 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,34,3378914,RAMESH CHANDRA PRADHAN,03-Feb-2026 01:44 PM,Rejected-Finance,Unsucessful Bidder in Transparent Lottery System,30-Mar-2026 12:15 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,35,3380403,RANJITA PANDA,05-Feb-2026 11:03 AM,Rejected-Finance,Unsucessful Bidder in Transparent Lottery System,30-Mar-2026 12:15 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,36,3380961,Satyananda Sendria,04-Feb-2026 05:18 PM,Rejected-Finance,Unsucessful Bidder in Transparent Lottery System,30-Mar-2026 12:15 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,37,3376463,Shankarlal Agrawal,02-Feb-2026 06:53 PM,Rejected-Finance,Unsucessful Bidder in Transparent Lottery System,30-Mar-2026 12:15 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,38,3377803,SHIVAM SINGHAL,02-Feb-2026 08:49 PM,Rejected-Finance,Unsucessful Bidder in Transparent Lottery System,30-Mar-2026 12:15 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,39,3375807,SUBASH CHANDRA AGRAWAL,01-Feb-2026 09:56 AM,Rejected-Finance,Unsucessful Bidder in Transparent Lottery System,30-Mar-2026 12:15 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,40,3381899,SUMAN AGRAWAL,05-Feb-2026 01:12 PM,Rejected-Finance,Unsucessful Bidder in Transparent Lottery System,30-Mar-2026 12:15 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,41,3378092,TARA INFRA WORKS,05-Feb-2026 07:35 AM,Rejected-Finance,Unsucessful Bidder in Transparent Lottery System,30-Mar-2026 12:15 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,42,3380336,umang singhal,04-Feb-2026 12:10 PM,Rejected-Finance,Unsucessful Bidder in Transparent Lottery System,30-Mar-2026 12:15 PM,,,,,,,,,,,,,AOC
