Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,Scanned copies of all documents,1.0,ICICI BANK,"Executive Engineer,Central Tender Cell","Central Tender Cell, UG Floor, ICOMC Tower,Satya nagar",Construction of Internal Road and Drain at Rajiv Nagar in Ward No. 49,Construction of Internal Road and Drain at Rajiv Nagar in Ward No. 49,Please refer Tender documents. ,NA ,"19,48,866",Civil Works - Roads,NA ,Tender,120.0,75.0,BMC AREA,751022.0,Office Chamber of the EE(Central Tender Cell) ,"Central Tender Cell, UG Floor, ICOMC Tower,Satya nagar ",23-Dec-2025 03:30 PM ,"Central Tender Cell,BMC",No ,No,"6,000",0.0,Nil,Nil,No,"19,500",Yes,fixed,,Nil,Nil,19-Dec-2025 10:30 AM,29-Dec-2025 03:30 PM,19-Dec-2025 10:30 AM,29-Dec-2025 03:00 PM,19-Dec-2025 10:30 AM ,23-Dec-2025 01:30 PM ,19-Dec-2025 10:30 AM,29-Dec-2025 03:00 PM,Municipal Bodies||Bhubaneswar Municipal Corporation,BMC-EE-Tender Cell-55/2025-26 Dt. 17.12.2025,2025_ORULB_123398_15,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,City Engineer,Internal,"EECENTRALTENDERCELL,EEDIVISIONII,EEDRAINAGEDIVISION,DYCOMMISSIONER(LEGAL),CHIEFFINACEOFFICER",Taras Marandi,18-Apr-2026 03:34 PM,finsummary_572116.pdf (4248.42 KB),City Engineer,Internal,"EECENTRALTENDERCELL,EEDIVISIONII,EEDRAINAGEDIVISION,DYCOMMISSIONER(LEGAL),CHIEFFINACEOFFICER",Taras Marandi,18-Apr-2026 03:28 PM,techsummary_572116.pdf (1717.60 KB),18-Apr-2026,"INR 1,954,942",75.0,Taras Marandi,18-Apr-2026 03:39 PM,WO_55_15.pdf (493.00 KB),1,3334392,AJAY KUMAR BEHERA,28-Dec-2025 06:14 PM,Rejected-Finance,Rejected,18-Apr-2026 03:34 PM,Municipal Bodies||Bhubaneswar Municipal Corporation,2025_ORULB_123398_15,BMC-EE-Tender Cell-55/2025-26 Dt. 17.12.2025,Construction of Internal Road and Drain at Rajiv Nagar in Ward No. 49,1.0,3330329.0,CHANDAN PRASAD JENA,INR,"1,954,942",Finance,15 bids opened successfully,Taras Marandi,29-Dec-2025 04:06 PM,finance_572116.pdf,BOQ Comparative Chart,AOC
,,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,3329712,ANJAN KUMAR DAS,26-Dec-2025 01:46 PM,Rejected-Finance,Rejected,18-Apr-2026 03:34 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,3330329,CHANDAN PRASAD JENA,26-Dec-2025 04:39 PM,Accepted-AOC,L1 bidder,18-Apr-2026 03:39 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,3336589,DEBANSHEE INFRA AND ASSOCIATES,29-Dec-2025 01:26 PM,Rejected-Finance,Rejected,18-Apr-2026 03:34 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,3334023,DIPTIRANJAN RAYASINGH,28-Dec-2025 03:45 PM,Rejected-Finance,Rejected,18-Apr-2026 03:34 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,3329890,DIPTI RANJAN SAHOO,26-Dec-2025 02:24 PM,Rejected-Finance,Rejected,18-Apr-2026 03:34 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,3334410,JAGANNATH BEHERA,28-Dec-2025 06:25 PM,Rejected-Finance,Rejected,18-Apr-2026 03:34 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,3331058,LINGARAJ BARIK,27-Dec-2025 11:34 AM,Rejected-Finance,Rejected,18-Apr-2026 03:34 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,3329170,M/S SOMANATH BHUJABAL,27-Dec-2025 10:38 AM,Rejected-Finance,Rejected,18-Apr-2026 03:34 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,3336216,NILENDU KUMAR ROUT,29-Dec-2025 12:33 PM,Rejected-Finance,Rejected,18-Apr-2026 03:34 PM,,,,,,,,,,,,,,,,AOC
