Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"DD, EMD, R.C, PAN, GSTIN, AFFIDAVIT AND OTHER DOCUMENTS AS PER DTCN",1.0,ICICI BANK,Periodical Maintenance to RD road to Ghantmal road for the year 2025-26,Periodical Maintenance to RD road to Ghantmal road for the year 2025-26,Please refer Tender documents. ,NA ,"40,68,000",Civil Works - Roads,NA ,Tender,90.0,30.0,Patnagarh,767025.0,NA ,NA ,NA ,"O/o the Superintending Engineer, R.W.D, Patnagarh",No ,No,22-Jan-2026 06:55 PM,06-Feb-2026 11:00 AM,22-Jan-2026 06:55 PM,05-Feb-2026 05:00 PM,22-Jan-2026 06:55 PM ,04-Feb-2026 05:00 PM ,22-Jan-2026 06:55 PM,05-Feb-2026 05:00 PM,"Executive Engineer, R.W.Division,Patnagarh","O/o the Superintending Engineer, R.W.D, Patnagarh","40,680",Yes,fixed,,Nil,Nil,CE RW I||RWCIRCLE-BALANGIR||RW Division Patnagarh,EEPTNG-online-17/2025-26,2026_CERWI_125000_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,Executive Engineer,Internal,"Executive Engineer,Dao,Estr",Manik Kumbhar,17-Mar-2026 12:34 PM,finsummary_577501.pdf (925.54 KB),CE RW I||RWCIRCLE-BALANGIR||RW Division Patnagarh,2026_CERWI_125000_3,EEPTNG-online-17/2025-26,Periodical Maintenance to RD road to Ghantmal road for the year 2025-26,1.0,3379810.0,PRADYUMNA KUMAR BALA,INR,"4,063,768",Finance,29 Nos bid opened,Manik Kumbhar,07-Feb-2026 08:00 PM,finance_577501.pdf,BOQ Comparative Chart,1,3378222,ABINASH BAITHARU,03-Feb-2026 10:44 AM,Rejected-Finance,Unsucessful bidder in transparent lottery system,17-Mar-2026 12:34 PM,15-Apr-2026,"INR 4,063,768",30.0,Bebisuta Sahu,15-Apr-2026 05:29 PM,1462.pdf (1036.00 KB),Executive Engineer,Internal,"Executive Engineer,DAO,eSTR",Manik Kumbhar,17-Mar-2026 12:23 PM,techsummary_577501.pdf (925.54 KB),AOC
,,,,,,,.xls,BILL OF QUANTITY,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3382260,AMARENDRA NARAYAN SUAR,05-Feb-2026 02:27 PM,Rejected-Finance,Unsucessful bidder in transparent lottery system,17-Mar-2026 12:34 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3380959,AMIT KUMAR AGRAWAL,04-Feb-2026 05:32 PM,Rejected-Finance,Unsucessful bidder in transparent lottery system,17-Mar-2026 12:34 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3381496,ARUN KUMAR AGRAWAL,05-Feb-2026 01:24 PM,Rejected-Finance,Unsucessful bidder in transparent lottery system,17-Mar-2026 12:34 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3381289,BINOD AGRAWAL,05-Feb-2026 10:33 AM,Rejected-Finance,Unsucessful bidder in transparent lottery system,17-Mar-2026 12:34 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3381601,DHIRENDRA KUMAR PATEL,05-Feb-2026 12:52 PM,Rejected-Finance,Unsucessful bidder in transparent lottery system,17-Mar-2026 12:34 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3381629,GANGA SHARMA,05-Feb-2026 12:54 PM,Rejected-Finance,Unsucessful bidder in transparent lottery system,17-Mar-2026 12:34 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3382406,GOURI CHOUDHURY,05-Feb-2026 03:08 PM,Rejected-Finance,Unsucessful bidder in transparent lottery system,17-Mar-2026 12:34 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3382367,GOVINDA SATPATHY,05-Feb-2026 03:03 PM,Rejected-Finance,Unsucessful bidder in transparent lottery system,17-Mar-2026 12:34 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3380250,Janmesh Kumar Tripathy,04-Feb-2026 11:20 AM,Rejected-Finance,Unsucessful bidder in transparent lottery system,17-Mar-2026 12:34 PM,,,,,,,,,,,,,AOC
