Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,11,3382671,KL INFRAPROJECTS,05-Feb-2026 04:25 PM,Rejected-Finance,Unsucessful bidder in transparent lottery system,17-Mar-2026 12:34 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,12,3382688,MAGAN BEHERA,05-Feb-2026 04:29 PM,Rejected-Finance,Unsucessful bidder in transparent lottery system,17-Mar-2026 12:34 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,13,3380276,MAYANK JAIN,04-Feb-2026 12:21 PM,Rejected-Finance,Unsucessful bidder in transparent lottery system,17-Mar-2026 12:34 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,14,3377610,M/S SONI DANG,03-Feb-2026 03:22 PM,Rejected-Finance,Unsucessful bidder in transparent lottery system,17-Mar-2026 12:34 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,15,3375749,NAIMISH KUMAR PANIGRAHI,04-Feb-2026 02:20 PM,Rejected-Finance,Unsucessful bidder in transparent lottery system,17-Mar-2026 12:34 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,16,3379810,PRADYUMNA KUMAR BALA,03-Feb-2026 07:33 PM,Accepted-AOC,Successful bidder,15-Apr-2026 05:29 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,17,3381980,PRATAP KUMAR NANDA,05-Feb-2026 01:24 PM,Rejected-Finance,Unsucessful bidder in transparent lottery system,17-Mar-2026 12:34 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,18,3382150,PULAK RAJ PANDA,05-Feb-2026 02:04 PM,Rejected-Finance,Unsucessful bidder in transparent lottery system,17-Mar-2026 12:34 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,19,3382290,RAJ KUMAR BEHERA,05-Feb-2026 02:45 PM,Rejected-Finance,Unsucessful bidder in transparent lottery system,17-Mar-2026 12:34 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,20,3380422,REETA MEHER,05-Feb-2026 07:15 AM,Rejected-Finance,Unsucessful bidder in transparent lottery system,17-Mar-2026 12:34 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,21,3381562,Sampreet Kumar Kamani,05-Feb-2026 01:17 PM,Rejected-Finance,Unsucessful bidder in transparent lottery system,17-Mar-2026 12:34 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,22,3382142,SANJAY KUMAR AGRAWAL,05-Feb-2026 02:08 PM,Rejected-Finance,Unsucessful bidder in transparent lottery system,17-Mar-2026 12:34 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,23,3382375,SANJIB KUMAR BEHERA,05-Feb-2026 03:12 PM,Rejected-Finance,Unsucessful bidder in transparent lottery system,17-Mar-2026 12:34 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,24,3380356,SATYABRATA BHOI,04-Feb-2026 12:32 PM,Rejected-Finance,Unsucessful bidder in transparent lottery system,17-Mar-2026 12:34 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,25,3381913,SHIBANANDA PANIGRAHI,05-Feb-2026 01:09 PM,Rejected-Finance,Unsucessful bidder in transparent lottery system,17-Mar-2026 12:34 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,26,3381426,SUJIT KU DANG,05-Feb-2026 11:04 AM,Rejected-Finance,Unsucessful bidder in transparent lottery system,17-Mar-2026 12:34 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,27,3381906,SURYABRATA PANIGRAHI,05-Feb-2026 01:11 PM,Rejected-Finance,Unsucessful bidder in transparent lottery system,17-Mar-2026 12:34 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,28,3382252,TAPAN BUDEK,05-Feb-2026 02:49 PM,Rejected-Finance,Unsucessful bidder in transparent lottery system,17-Mar-2026 12:34 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,29,3376597,YOGESH JAIN,02-Feb-2026 11:37 AM,Rejected-Finance,Unsucessful bidder in transparent lottery system,17-Mar-2026 12:34 PM,,,,,,,,,,,,,AOC
