Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Stage
Finance,ok,ABHAS RANJAN PANIGRAHI,20-Jan-2026 08:15 PM,,BOQ Comparative Chart,08-Apr-2026,"INR 381,913",45.0,Santanu Kumar Sahoo,08-Apr-2026 06:08 PM,AOC.pdf (397.00 KB),AOC,1.0,3326175.0,Narendra Samal,INR,"381,913",Municipal Bodies||Chandbali NAC,2025_ORULB_122689_31,EO CHANDBALI,Construction of Paver Road From Arjuna Dhala To Ananda Sutar At Nua Basti Sanaharipur In Ward No.- 08.,1,3312049,BRAJASUNDAR MOHANTY,17-Dec-2025 08:02 PM,Rejected-Finance,Due to Reject in Lottery,08-Apr-2026 08:11 AM,AbhasranjanPanigrahi,Internal,SantanuKumarSahooSantanuKumarSahoo,ABHAS RANJAN PANIGRAHI,24-Mar-2026 08:26 AM,techsummary_570409.pdf (485.71 KB),AbhasranjanPanigrahi,Internal,PrabhatKumarSahooSantanuKumarSahoo,ABHAS RANJAN PANIGRAHI,08-Apr-2026 08:11 AM,finsummary_570409.pdf (485.71 KB),AOC,09-Dec-2025 09:00 AM,29-Dec-2025 11:00 AM,09-Dec-2025 09:00 AM,26-Dec-2025 05:30 PM,NA ,NA ,09-Dec-2025 09:00 AM,26-Dec-2025 05:30 PM,Executive Officer,Chandbali NAC,Municipal Bodies||Chandbali NAC,EO CHANDBALI,2025_ORULB_122689_31,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,"3,820",Yes,fixed,,Nil,Nil,Construction of Paver Road From Arjuna Dhala To Ananda Sutar At Nua Basti Sanaharipur In Ward No.- 08.,Paver Road,Please refer Tender documents. ,NA ,,Civil Works - Others,NA ,Tender,90.0,45.0,"Sanaharipur, Ward No - 08",756133.0,NA ,NA ,NA ,NAC Office,No ,No,"2,000",0.0,Nil,Nil,No,1.0,Date Extension,Date,,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,,,,2,3304761,Ganesh Prasad Bal,16-Dec-2025 06:41 AM,Rejected-Finance,Due to Reject in Lottery,08-Apr-2026 08:11 AM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,,,,,,,,3,3297443,Murchhana Sahoo,12-Dec-2025 05:13 PM,Rejected-Finance,Due to Reject in Lottery,08-Apr-2026 08:11 AM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,4,3326175,Narendra Samal,26-Dec-2025 11:33 AM,Accepted-AOC,Due to L1 in Lottery,08-Apr-2026 06:08 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,5,3326406,RATIKANTA MAJHI(S.C),24-Dec-2025 05:25 PM,Rejected-Finance,Due to Reject in Lottery,08-Apr-2026 08:11 AM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,6,3316283,Sanjay Kumar Das,19-Dec-2025 12:56 PM,Rejected-Finance,Due to Reject in Lottery,08-Apr-2026 08:11 AM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
