Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Finance,Six bidders participated. BOQ Comparative Chart is enclosed for reference. The Original documents of bidders to be verified.,Sanjukta Sa,15-Dec-2025 11:48 AM,finance_567219.pdf,BOQ Comparative Chart,1.0,3280995.0,RINA SAHOO,INR,"420,215",Municipal Bodies||Cuttack Municipal Corporation,2025_ORULB_121300_8,MC(CMC)CTC_Div-IIINo.24/25-26,Construction of paver block road from Bijay Kumar Panda res to Prakash Kumar Nayak res at Keshpur Canal side in Ward No.55.,Deputy Executive Engineer,Internal,Executive Engineer,Sanjukta Sa,15-Apr-2026 12:39 PM,finsummary_567219.pdf (81.43 KB),Deputy Executive Engineer,Internal,Executive Engineer,Sanjukta Sa,15-Apr-2026 12:36 PM,techsummary_567219.pdf (81.43 KB),15-Apr-2026,"INR 420,215",30.0,Sanjukta Sa,15-Apr-2026 01:17 PM,1.pdf (111.00 KB),wo,1,3283813,Ganesh Chandra Swain,06-Dec-2025 11:57 AM,Rejected-AOC,Rejected,15-Apr-2026 01:17 PM,AOC,"2,360",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER PAPER COST,EMD,VAT,PAN,REGISTRATION CERTIFICATE,OTHER DOCUMENTS AS PER DTCN in online.",1.0,ICICI BANK,"5,000",Yes,fixed,,Nil,Nil,26-Nov-2025 04:00 PM,10-Dec-2025 10:00 AM,26-Nov-2025 04:00 PM,06-Dec-2025 05:00 PM,NA ,NA ,26-Nov-2025 04:00 PM,06-Dec-2025 05:00 PM,"Executive Engineer,Div-III","Bikash Bhawan,Jagannath Lane,Badambadi-753012",Municipal Bodies||Cuttack Municipal Corporation,MC(CMC)CTC_Div-IIINo.24/25-26,2025_ORULB_121300_8,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Construction of paver block road from Bijay Kumar Panda res to Prakash Kumar Nayak res at Keshpur Canal side in Ward No.55.,Construction of paver block road from Bijay Kumar Panda res to Prakash Kumar Nayak res at Keshpur Canal side in Ward No.55.,Please refer Tender documents. ,NA ,"4,94,223",Civil Works - Others,NA ,Tender,45.0,30.0,CMC,753012.0,NA ,NA ,NA ,"Bikash Bhawan,Jagannath Lane,Badambadi-753012",No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3279707,HRUSHIKESH SAHOO,04-Dec-2025 06:20 PM,Rejected-AOC,Rejected,15-Apr-2026 01:17 PM,AOC,,,,,,,,.xls,Bill of Quantity,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3284009,MANOJ KUMAR ROUT,06-Dec-2025 12:53 PM,Rejected-AOC,Rejected,15-Apr-2026 01:17 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3280995,RINA SAHOO,05-Dec-2025 04:54 PM,Accepted-AOC,Accepted,15-Apr-2026 01:17 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3276275,SOUMYA RANJAN MOHANTY,03-Dec-2025 07:58 PM,Rejected-AOC,Rejected,15-Apr-2026 01:17 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3276139,UDAYANATHA MALLIK (S.C),04-Dec-2025 07:58 PM,Rejected-AOC,Rejected,15-Apr-2026 01:17 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
