Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
Finance,tender opened,PADMINI MEHER,23-Dec-2025 10:13 AM,finance_570187.pdf,BOQ Comparative Chart,18-Apr-2026,"INR 3,582,607",90.0,Rehan Khatri,18-Apr-2026 11:40 AM,22SMC10.pdf (559.00 KB),SUCCESSFUL,1,3313435,ABDUL AZIZ ANSARY,18-Dec-2025 02:30 PM,Rejected-Technical,UNSUCCESSFUL,18-Apr-2026 11:22 AM,1.0,3313625.0,MADHUBANA SAHU,INR,"3,582,607",Municipal Bodies||Sambalpur Municipal Corporation,2025_ORULB_122591_10,22/SMC_SBP/2025-26,"Construction of Guard wall from Bareipali Chowk to New Police Station building at Bareipali ,Ward No.13","Siddheshwar Baliram Bondar,IAS",Internal,"DEE,EE,AO,DC,COMMISSIONER,SMC",Rehan Khatri,18-Apr-2026 11:22 AM,techsummary_570187.pdf (559.27 KB),"Siddheshwar Baliram Bondar,IAS",Internal,"DEE,EE,AO,DC,COMMISSIONER,SMC",Rehan Khatri,18-Apr-2026 11:26 AM,finsummary_570187.pdf (559.27 KB),AOC,"35,826",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,"Construction of Guard wall from Bareipali Chowk to New Police Station building at Bareipali ,Ward No.13","Construction of Guard wall from Bareipali Chowk to New Police Station building at Bareipali ,Ward No.13",Please refer Tender documents. ,NA ,"35,82,607",Civil Works - Others,NA ,Tender,120.0,90.0,SAMBALPUR MUNICIPAL CORPORATION,768006.0,NA ,NA ,NA ,SAMBALPUR MUNICIPAL CORPORATION,No ,No,"COMMISSIONER, SMC","SAMBALPUR MUNICIPAL CORPORATION, DURGAPALI, SAMBALPUR, 768006",1.0,Fee/PreQual/Technical/Finance,.pdf,"Contractor license, Tender Fees, EMD, GST, PAN, Affidavits, Appendix etc. as per DTCN",Municipal Bodies||Sambalpur Municipal Corporation,22/SMC_SBP/2025-26,2025_ORULB_122591_10,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,09-Dec-2025 11:00 AM,19-Dec-2025 11:00 AM,09-Dec-2025 11:00 AM,18-Dec-2025 05:00 PM,NA ,NA ,09-Dec-2025 11:00 AM,18-Dec-2025 05:00 PM,AOC
,,,,,,,,,,,,,2,3314674,AJIT KUMAR GOUDA,18-Dec-2025 04:33 PM,Rejected-Technical,UNSUCCESSFUL,18-Apr-2026 11:22 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,3,3312998,Bikram Senapati,18-Dec-2025 11:12 AM,Rejected-Technical,UNSUCCESSFUL,18-Apr-2026 11:22 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3314565,BRUNDABAN MIRIG,18-Dec-2025 04:13 PM,Rejected-Technical,UNSUCCESSFUL,18-Apr-2026 11:22 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3311765,DUSHMANTA KUMAR SAHU,18-Dec-2025 11:54 AM,Rejected-Technical,UNSUCCESSFUL,18-Apr-2026 11:22 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3309906,GOPAL CHANDRA MAHANANDA,16-Dec-2025 11:17 PM,Rejected-Technical,UNSUCCESSFUL,18-Apr-2026 11:22 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3314234,KUNA SAHU,18-Dec-2025 02:57 PM,Rejected-Technical,UNSUCCESSFUL,18-Apr-2026 11:22 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3313011,KUNDAN KUMAR DALAI,18-Dec-2025 01:31 PM,Rejected-Technical,UNSUCCESSFUL,18-Apr-2026 11:22 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3313625,MADHUBANA SAHU,18-Dec-2025 02:09 PM,Accepted-AOC,SUCCESSFUL,18-Apr-2026 11:40 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3312997,MOHAMMED ALI HUSSAIN,18-Dec-2025 11:03 AM,Rejected-Technical,UNSUCCESSFUL,18-Apr-2026 11:22 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
