Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"11,800",0.0,Nil,Nil,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"GST, GSTR-1, PAN, Contractor Registration Certificate and Affidavit","10,69,200",Yes,fixed,,Nil,Nil,12-Feb-2026 06:55 PM,02-Mar-2026 10:30 AM,12-Feb-2026 06:55 PM,27-Feb-2026 05:00 PM,NA ,NA ,12-Feb-2026 06:55 PM,27-Feb-2026 05:00 PM,25-Mar-2026 10:30 AM,Orissa State Police Housing and Welfare Corporation Ltd,27/OPHWC/2025-26,2026_OSPHW_125938_2,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,CHIEF ENGINEER OPHWC,OPHWC BHUBANESWAR,"Construction of Atal Bus Stand (C-Type) at Gudhiali under Lahunipada Block, Sundergarh",Building Work,Please refer Tender documents. ,NA ,"10,69,23,659",Civil Works - Buildings,NA ,Tender,90.0,450.0,Sundergarh,751022.0,NA ,NA ,NA ,OPHWC BHUBANESWAR,No ,No,AOC,AS PER AS ACCEPTANCE,Internal,AS PER AS ACCEPTANCE,Bikram Keshari Malla,16-Apr-2026 04:05 PM,finsummary_581001.pdf (730.62 KB),Technical,5 Nos. of bidders have been participated,MONALISHA PADHY,02-Mar-2026 11:05 AM,,Orissa State Police Housing and Welfare Corporation Ltd,2026_OSPHW_125938_2,27/OPHWC/2025-26,"Construction of Atal Bus Stand (C-Type) at Gudhiali under Lahunipada Block, Sundergarh",1.0,3413776.0,NIRAKAR SAMAL,INR,"94,413,591",1,3414098,AKSHAYA KUMAR MOHAPATRA,27-Feb-2026 03:07 PM,Rejected-Technical,Non submission of Sch G as per DTCN Cl. 12 and 110(j).,24-Mar-2026 06:54 PM,16-Apr-2026,"INR 94,413,591",450.0,Bikram Keshari Malla,16-Apr-2026 04:10 PM,GUDHIALI.pdf (935.00 KB),AWARDED AS L1 TENDERER AND AWARDED ON DATE 13.04.2026,Finance,Financial bid opened,LAXMIPRIYA NAYAK,25-Mar-2026 10:58 AM,,BOQ Comparative Chart,AS PER AS TC MINUTES,Internal,AS PER AS TC MINUTES,Srikanta Samal,24-Mar-2026 06:54 PM,25-Mar-2026 10:30 AM,techsummary_581001.pdf (348.66 KB),AOC
,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,Other Document as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2,3413837,M/s Lalitendu Satpathy,27-Feb-2026 03:24 PM,Rejected-Technical,Absent in the Point of Presentation as per DTCN Cl.110(m).,24-Mar-2026 06:54 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3,3411698,M/s Z.A CONSTRUCTION,26-Feb-2026 04:22 PM,Rejected-Technical,Non submission of Sch G as per DTCN Cl. 12 and 110(j).,24-Mar-2026 06:54 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,4,3413776,NIRAKAR SAMAL,27-Feb-2026 12:28 PM,Accepted-AOC,QUALIFIED BIDDER,16-Apr-2026 04:11 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,5,3413797,SUSHREESARADA CONSTRUCTION PRIVATE LIMITED,27-Feb-2026 11:59 AM,Rejected-Finance,DUE TO L2 BIDDER,16-Apr-2026 04:05 PM,,,,,,,,,,,,,,,,,,,,,AOC
