S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
1.0,3136365.0,M/S DEVI PRASAD MISHRA,INR,3.5,Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Ganjam,2025_OSCSC_119084_1,5833/2025,APPOINTMENT OF L-II TRANSPORT CONTRACTOR FOR TRANSPORTATION FOOD GRAINS OF JAGANNATHPRASAD BLOCK BIENIAL 2025-27,Technical,Tender opened in presence of all member of tender commitee.,Pradyumna Kumar Routray,31-Oct-2025 03:25 PM,technical_554981.pdf,COLLECTOR GANJAM,Internal,CCSO GANJAM ADM GANJAM DSWO GANJAM DLO GANJAM RTO GANJAM,Pradyumna Kumar Routray,06-Apr-2026 02:01 PM,finsummary_554981.pdf (548.38 KB),Shri Keerthi Vasan V,Internal,"CCSO CUM DM , GANJAM DLO, GANJAM DSWO, GANJAM RTO, GANJAM ADM, GANJAM",Pradyumna Kumar Routray,31-Oct-2025 03:44 PM,07-Nov-2025 10:00 AM,techsummary_554981.pdf (874.67 KB),Finance,TENDERED OPENED L-II TRANSPORT CONTRACTOR FOR TRANSPORTATION FOOD GRAINS OF JAGANNATHPRASAD BLOCK BIENIAL 2025-27,Pradyumna Kumar Routray,06-Apr-2026 01:45 PM,,BOQ Comparative Chart,06-Apr-2026,INR 3.5,360.0,Pradyumna Kumar Routray,06-Apr-2026 06:36 PM,JNPRASADAOC.pdf (809.00 KB),Quoted now after negotiotion ASOR (3.50) now rate per qtl. 35.84,1,3136365,M/S DEVI PRASAD MISHRA,23-Oct-2025 07:58 PM,Accepted-AOC,Quoted now after negotiotion ASOR (3.50) now rate per qtl. 35.84,06-Apr-2026 06:36 PM,AOC,09-Oct-2025 10:00 AM,28-Oct-2025 10:00 AM,09-Oct-2025 10:00 AM,24-Oct-2025 05:30 PM,NA ,NA ,09-Oct-2025 10:00 AM,24-Oct-2025 05:30 PM,07-Nov-2025 10:00 AM,"CCSO CUM DM, OSCSC LTD , GANJAM","O/O CCSO CUM DM, OSCSC LTD , GANJAM, CHATRAPUR","5,900",0.0,Nil,Nil,No,1.0,ICICI BANK,APPOINTMENT OF L-II TRANSPORT CONTRACTOR FOR TRANSPORTATION FOOD GRAINS OF JAGANNATHPRASAD BLOCK BIENIAL 2025-27,APPOINTMENT OF L-II TRANSPORT CONTRACTOR FOR TRANSPORTATION FOOD GRAINS OF JAGANNATHPRASAD BLOCK BIENIAL 2025-27,Please refer Tender documents. ,NA ,"38,61,487",Handling and Transportation,NA ,Tender,45.0,NA ,"GANJAM, CHATRAPUR",761020.0,"O/O CCSO CUM DM, OSCSC LTD , GANJAM, CHATRAPUR ","O/O CCSO CUM DM, OSCSC LTD , GANJAM, CHATRAPUR  ",14-Oct-2025 10:00 AM ,JAUGADA CONFERENCE HALL DRDA CHATRAPUR,No ,No,"1,93,074",No,percentage,5.0%,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,TENDER DOCUMENT,Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Ganjam,5833/2025,2025_OSCSC_119084_1,Yes,Open Tender,Percentage,Services,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3144346,M/S DIBYALAXMI ENTERPRISES,23-Oct-2025 03:44 PM,Rejected-Finance,ASOR,06-Apr-2026 02:01 PM,AOC,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ DOCUMENT,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3136408,M/S SUBASH CHANDRA PANDIT,24-Oct-2025 03:42 PM,Rejected-Finance,ASOR,06-Apr-2026 02:01 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3136389,SRIDEEP KUMAR MAHAPATRA,24-Oct-2025 03:37 PM,Rejected-Technical,Absent and not submitted the original documents for verfication at the time of Technical Bid,31-Oct-2025 03:44 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3140795,SURENDRA KUMAR BEHERA,23-Oct-2025 09:29 PM,Rejected-Finance,ASOR,06-Apr-2026 02:01 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
