EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"10,840",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.xls,BOQ,Executive Engineer,"O/O the SE, RWD, Sonepur",1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,S/R TO RAX (Jn)-NAIKPADA VIA JALOI 1/700 TO 8/155 KM,Civil Road Works S/R,Please refer Tender documents. ,NA ,"10,84,000",Civil Works - Roads,NA ,Tender,90.0,30.0,Sonepur,757017.0,NA ,NA ,NA ,"O/O the SE, RWD, Sonepur",No ,No,04-Feb-2026 09:00 AM,11-Feb-2026 11:00 AM,04-Feb-2026 09:00 AM,09-Feb-2026 05:00 PM,04-Feb-2026 09:00 AM ,07-Feb-2026 04:00 PM ,04-Feb-2026 09:00 AM,09-Feb-2026 05:00 PM,CE RW I||RWCIRCLE-BALANGIR||RWDIVISION-SONEPUR,BI No.Tender Online SNPR-13 of 2025-26,2026_CERWI_125490_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,CE RW I||RWCIRCLE-BALANGIR||RWDIVISION-SONEPUR,2026_CERWI_125490_1,BI No.Tender Online SNPR-13 of 2025-26,S/R TO RAX (Jn)-NAIKPADA VIA JALOI 1/700 TO 8/155 KM,EE Subhrata Meher,Internal,,Rojina Rout,31-Mar-2026 06:12 PM,finsummary_579159.pdf (660.33 KB),Finance,37 number of bidder,Subhrata Meher,14-Feb-2026 12:43 PM,,BOQ Comparative Chart,1.0,3386727.0,Pranabandhu Dash,INR,"1,082,869",1,3383412,ANANDA KUMAR PANDA,08-Feb-2026 08:03 PM,Rejected-AOC,Rejected,18-Apr-2026 10:04 AM,18-Apr-2026,"INR 1,082,869",30.0,Subhrata Meher,18-Apr-2026 10:03 AM,Result13.pdf (655.00 KB),EE Subhrata Meher,Internal,,Rojina Rout,30-Mar-2026 12:39 PM,techsummary_579159.pdf (660.33 KB),AOC
,,,,,,,,.pdf,TENDER PAPER COST EMD PAN GST CERTIFICATE VALID CONTRACT LICENCE AFFIDAVIT AS PER DTCN ETC.,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3384359,Anjali Purohit,07-Feb-2026 03:37 PM,Rejected-AOC,Rejected,18-Apr-2026 10:04 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3386772,Anusaya Mendili,09-Feb-2026 03:29 PM,Rejected-AOC,Rejected,18-Apr-2026 10:04 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3384614,BASHISTA PARDIA,09-Feb-2026 12:52 PM,Rejected-AOC,Rejected,18-Apr-2026 10:04 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3387765,BHUMISUTA MAHAPATRA,09-Feb-2026 01:57 PM,Rejected-AOC,Rejected,18-Apr-2026 10:04 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3383673,BIKASH KUMAR PANDA,08-Feb-2026 11:19 PM,Rejected-AOC,Rejected,18-Apr-2026 10:04 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3384590,DURGESH PANDA,09-Feb-2026 11:53 AM,Rejected-AOC,Rejected,18-Apr-2026 10:04 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3385369,GAJENDRA PADHAN,08-Feb-2026 12:03 PM,Rejected-AOC,Rejected,18-Apr-2026 10:04 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3384639,HARIHARA KARNA,09-Feb-2026 12:05 PM,Rejected-AOC,Rejected,18-Apr-2026 10:04 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3387154,JUBULI MISHRA,09-Feb-2026 11:21 AM,Rejected-AOC,Rejected,18-Apr-2026 10:04 AM,,,,,,,,,,,,,AOC
