Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage
SE MI DIVISION BOUDH,Internal,,SURJYA NARAYANA PANIGRAHI,13-Apr-2026 02:03 PM,techsummary_574159.pdf (43.48 KB),1,3350976,AJIT RAJAHANSA,11-Jan-2026 08:15 PM,Rejected-Finance,Not Qualified in Lottery,13-Apr-2026 02:12 PM,15-Apr-2026,"INR 936,015",90.0,SURJYA NARAYANA PANIGRAHI,15-Apr-2026 11:05 AM,AOC.pdf (40.00 KB),1.0,3346488.0,Priyanka Panda,INR,"936,015",Finance,All Bidders are Responsive,PRANATI PATANAIK,04-Feb-2026 02:01 PM,finance_574159.pdf,BOQ Comparative Chart,SE MI DIVISION BOUDH,Internal,,SURJYA NARAYANA PANIGRAHI,13-Apr-2026 02:12 PM,finsummary_574159.pdf (43.48 KB),"CE,Minor Irrigation,BBSR||Phulbani Minor Irrigation Circle Phulbani||MI Division Kandhamal",2026_CEMIB_124116_4,14/BMID/2025-2026,Improvement to Patharla-III Check Dam near village Patharla of Similipadar GP in Kantamal Block of Boudh District,AOC,"CE,Minor Irrigation,BBSR||Phulbani Minor Irrigation Circle Phulbani||MI Division Kandhamal",14/BMID/2025-2026,2026_CEMIB_124116_4,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"4,000",0.0,Nil,Nil,No,"9,400",Yes,fixed,,Nil,Nil,"SE, Minor Irrigation Division, Boudh","Superintending Engineer, Minor Irrigation Division, Boudh, At/Po-Malisahi, District-Boudh, PIN-762014",Improvement to Patharla-III Check Dam near village Patharla of Similipadar GP in Kantamal Block of Boudh District,Improvement to Patharla-III Check Dam near village Patharla of Similipadar GP in Kantamal Block of Boudh District,Please refer Tender documents. ,NA ,"9,36,952",Civil Works - Others,NA ,Tender,90.0,90.0,Kantamal,762017.0,NA ,NA ,NA ,"SE, Minor Irrigation Division, Boudh",No ,No,03-Jan-2026 10:00 AM,13-Jan-2026 11:00 AM,03-Jan-2026 10:00 AM,12-Jan-2026 05:30 PM,NA ,NA ,03-Jan-2026 10:00 AM,12-Jan-2026 05:30 PM,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Valid Registration Certificate, PAN, GST, No Relation Certificate and Affidavit",AOC
,,,,,,2,3351308,ANNAPURNNA BARIK,12-Jan-2026 11:42 AM,Rejected-Finance,Not Qualified in Lottery,13-Apr-2026 02:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,Other Documents as per DTCN,AOC
,,,,,,3,3351803,ASHUTOSH MAHAPATRA,12-Jan-2026 03:06 PM,Rejected-Finance,Not Qualified in Lottery,13-Apr-2026 02:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantities,AOC
,,,,,,4,3347348,BASANTA KUMAR NAYAK,12-Jan-2026 03:53 PM,Rejected-Finance,Not Qualified in Lottery,13-Apr-2026 02:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3347576,BIDYARAM MAHAKUL,12-Jan-2026 04:16 PM,Rejected-Finance,Not Qualified in Lottery,13-Apr-2026 02:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3348067,BIPRACHANDRA BEHERA,12-Jan-2026 12:53 PM,Rejected-Finance,Not Qualified in Lottery,13-Apr-2026 02:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3351430,Biswanath Patra,12-Jan-2026 12:55 PM,Rejected-Finance,Not Qualified in Lottery,13-Apr-2026 02:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3351356,JOGESWARI BISHI,12-Jan-2026 12:30 PM,Rejected-Finance,Not Qualified in Lottery,13-Apr-2026 02:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3347475,KIRAN KUMAR MOHANTY,12-Jan-2026 03:15 PM,Rejected-Finance,Not Qualified in Lottery,13-Apr-2026 02:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3351232,KULAMANI MAJHI,12-Jan-2026 10:52 AM,Rejected-Finance,Not Qualified in Lottery,13-Apr-2026 02:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
