Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Bank Name,Tender Stage
Finance,Tender will be published after scrutiny,Anhuman Mahapatra,22-Apr-2026 11:56 AM,finance_573872.pdf,BOQ Comparative Chart,1.0,3352601.0,SANJAYA KUMAR GOUDA,INR,"3,438,718",ST and SC Development Deptt||ITDA Paralakhemundi,2025_STSCD_123995_12,ITDAPKD/05/2025-26,Construction of staff quarter for SDA Chandragiri under Mohana Block,1,3356297,ANIT KUMAR NAIK,15-Jan-2026 05:05 PM,Rejected-Technical,Unsuccessful bidder,22-Apr-2026 12:03 PM,22-Apr-2026,"INR 3,438,718",180.0,Anhuman Mahapatra,22-Apr-2026 12:17 PM,12chandragiri.pdf (545.00 KB),L1 LOTTARY WINER BIDDER WORK AWARDED TO SANJAYA KUMAR GOUDA,AnshumanMahapatra,Internal,"AEE,ITDA ,SE,IRRIGATION, SECTION OFFICER, ITDA, APD(TECH) ZILLA PARISAD",Anhuman Mahapatra,22-Apr-2026 12:03 PM,techsummary_573872.pdf (763.46 KB),AnshumanMahapatra,Internal,paitda,Anhuman Mahapatra,22-Apr-2026 12:12 PM,finsummary_573872.pdf (545.49 KB),AOC,"42,978",Yes,fixed,,Nil,Nil,"Project Administrator, ITDA, Paralakhemundi","Project Administrator, ITDA, Paralakhemundi, GAJAPATI",1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,06-Jan-2026 10:00 AM,17-Jan-2026 11:00 AM,06-Jan-2026 10:00 AM,15-Jan-2026 05:30 PM,NA ,NA ,06-Jan-2026 10:00 AM,15-Jan-2026 05:30 PM,ST and SC Development Deptt||ITDA Paralakhemundi,ITDAPKD/05/2025-26,2025_STSCD_123995_12,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Corrigendum,Other,,Construction of staff quarter for SDA Chandragiri under Mohana Block,Construction of staff quarter for SDA Chandragiri under Mohana Block,Please refer Tender documents. ,NA ,"42,97,860",Civil Works - Buildings,Building ,Tender,60.0,180.0,CHANDRAGIRI,761016.0,NA ,NA ,NA ,"O/0 Project Administrator, ITDA, Paralakhemundi",No ,No,"6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,2,3354249,ASIT MOHANTY,14-Jan-2026 07:20 PM,Rejected-Technical,Unsuccessful bidder,22-Apr-2026 12:03 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,3,3353498,DEEPAK KUMAR PANDA,15-Jan-2026 11:42 AM,Rejected-Technical,unsuccessful bidder,22-Apr-2026 12:03 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4,3352601,SANJAYA KUMAR GOUDA,13-Jan-2026 07:22 PM,Accepted-AOC,L1 LOTTARY WINER BIDDER WORK AWARDED TO SANJAYA KUMAR GOUDA,22-Apr-2026 12:17 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,3353919,SOUMYA RANJAN SAHU,15-Jan-2026 01:01 PM,Rejected-Finance,unsuccessful bidder,22-Apr-2026 12:12 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,6,3353903,Tuna Sahu,14-Jan-2026 04:37 PM,Rejected-Technical,unsuccessful bidder,22-Apr-2026 12:03 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
