S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,S.No,Bank Name,Tender Stage
1.0,3422333.0,Tarakanta Nayak,INR,"800,034",Finance,One bidders participated. BOQ Comparative Chart is enclosed for reference. The Original documents of bidders to be verified.,Bharat Kumar Sethi,31-Mar-2026 11:49 AM,finance_582530.pdf,BOQ Comparative Chart,Deputy Executive Engineer,Internal,Executive Engineer,Bharat Kumar Sethi,28-Apr-2026 10:33 AM,finsummary_582530.pdf (73.30 KB),Municipal Bodies||Cuttack Municipal Corporation,2026_ORULB_125571_6,MC(CMC)CTC_Div-IINo.33/2025-26,Repair and maintenance of Aahaar Kandra at Malgodown in Ward No.38.,Deputy Executive Engineer,Internal,Executive Engineer,Bharat Kumar Sethi,28-Apr-2026 10:30 AM,techsummary_582530.pdf (73.30 KB),1.0,3422333.0,Tarakanta Nayak,07-Mar-2026 12:00 PM,Accepted-AOC,Accepted,28-Apr-2026 10:36 AM,28-Apr-2026,"INR 800,034",30.0,Bharat Kumar Sethi,28-Apr-2026 10:36 AM,chatt.pdf (73.00 KB),wo,AOC,Municipal Bodies||Cuttack Municipal Corporation,MC(CMC)CTC_Div-IINo.33/2025-26,2026_ORULB_125571_6,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"4,720",0.0,Nil,Nil,No,Repair and maintenance of Aahaar Kandra at Malgodown in Ward No.38.,Repair and maintenance of Aahaar Kandra at Malgodown in Ward No.38.,Please refer Tender documents. ,NA ,"8,19,875",Civil Works - Others,NA ,Tender,75.0,30.0,CMC,753012.0,NA ,NA ,NA ,"Bikash Bhawan,Jagannath Lane,Badambadi-753012",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER PAPER COST,EMD,GST,PAN,REGISTRATION CERTIFICATE,OTHER DOCUMENTS AS PER DTCN in online.","8,200",Yes,fixed,,Nil,Nil,23-Feb-2026 04:00 PM,11-Mar-2026 10:00 AM,23-Feb-2026 04:00 PM,07-Mar-2026 05:00 PM,NA ,NA ,23-Feb-2026 04:00 PM,07-Mar-2026 05:00 PM,"Executive Engineer,Div-II","Bikash Bhawan,Jagannath Lane,Badambadi-753012",1,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,AOC
