Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No.1,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Tender Stage
Sudhakar Sinha,Internal,"Sudhakar Sinha Sr Manager Commercial and Contract, Bidyadhar Barah Manager Civil, Tapan Mishra Asst Manager Finance",Sudhakar Sinha,02-Apr-2026 09:33 AM,03-Apr-2026 03:30 PM,techsummary_580333.pdf (271.75 KB),Finance,Price Bid open on 03.04.2026 at 3.30PM.,Sudhakar Sinha,27-Apr-2026 10:52 AM,,BOQ Comparative Chart,27-Apr-2026,"INR 2,490,268",183.0,Sudhakar Sinha,29-Apr-2026 02:35 PM,WOConstructionofBWKalyanMandapKechobahal.pdf (18021.00 KB),Work Order No. OCPL-MCMP-CIV-WO-387-279 Dated 25.04.2026 Awarded to Ms Nageswar Sahu,1,3437775,MANISHA SOFTCON,23-Mar-2026 01:23 PM,Rejected-AOC,L3,29-Apr-2026 02:36 PM,1.0,3437521.0,NAGESWAR SAHU,INR,"2,490,268",Technical,Bid have been admitted for further Technical evaluation,Sudhakar Sinha,26-Mar-2026 12:42 PM,,Odisha Coal and Power Limited,2026_OCAPL_125477_1,OCPL/MCMP/SER-190/2026,"Construction of Boundary wall and Pathway at Kechhobahal Kalyan Mandap, Jharsuguda, Odisha",Sudhakar Sinha,Internal,"Sudhakar Sinha Sr. Manager Commercial and Contract, Bidyadhar Barah Manager Civil, Tapan Mishra AM Finance",Sudhakar Sinha,27-Apr-2026 11:05 AM,finsummary_580333.pdf (511.38 KB),AOC,11-Feb-2026 03:00 PM,25-Mar-2026 03:30 PM,11-Feb-2026 03:00 PM,23-Mar-2026 05:00 PM,NA ,NA ,12-Feb-2026 10:00 AM,23-Mar-2026 05:00 PM,03-Apr-2026 03:30 PM,"1,000",Nil,Nil,No,"60,000",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,"Construction of Boundary wall and Pathway at Kechhobahal Kalyan Mandap, Jharsuguda, Odisha","Construction of Boundary wall and Pathway at Kechhobahal Kalyan Mandap, Jharsuguda, Odisha",Please refer Tender documents. ,NA ,,Civil Works - Others,Boundary Wall ,Tender,180.0,NA ,"Kalyan Mandap. Kechhobahal, Jharsuguda, Odisha",768216.0,NA ,NA ,NA ,"OCPL, Samanwaya Bhawan, Manoharpur Coal Mine",No ,No,Odisha Coal and Power Limited,OCPL/MCMP/SER-190/2026,2026_OCAPL_125477_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Sr. Manager Contract and Commercial,"Odisha Coal Mine Project, Samanwaya Bhawan, Manoharpur Coal Mine Project, Block-Hemgir, Sundargarh, Odisha, 770013",1.0,Time Extension_Bidding Schedule,Date,,1.0,Fee/PreQual/Technical,.pdf,"Request for Proposal for Construction of Boundary wall and Pathway at Kalyan Mandap, Kechhobahal,JSG",AOC
,,,,,,,,,,,,,,,,,,,,2,3437521,NAGESWAR SAHU,23-Mar-2026 11:34 AM,Accepted-AOC,L1 Accepted,29-Apr-2026 02:36 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Earnest Money Deposit,Fee,,2.0,Finance,.xls,Price Bid,AOC
,,,,,,,,,,,,,,,,,,,,3,3399569,SAROJ KUMAR PRADHAN,06-Mar-2026 09:42 AM,Rejected-AOC,L2,29-Apr-2026 02:36 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
