Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Repair and Renovation of staff quarter building atAdenigada for the year 2025-26,Repair and Renovation of staff quarter building at Adenigada for the year 2025-26,Please refer DTCN ,NA ,"4,20,165",Civil Works - Buildings,NA ,Tender,90.0,30.0,O/o SERWDivision Boudh,762014.0,NA ,NA ,NA ,O/o SERWDivision Boudh,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration certificate, PAN,GSTIN towards paper cost EMD affidavit other documents as per DTCN",EERW Division Boudh,O/o SERW Division Boudh,CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-BOUDH,Online Tender14/SERW Division Boudh 2025-26,2026_CERWI_124459_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"4,200",Yes,fixed,,Nil,Nil,"2,000",0.0,Nil,Nil,No,12-Jan-2026 03:00 PM,21-Jan-2026 11:00 AM,12-Jan-2026 03:00 PM,20-Jan-2026 05:00 PM,12-Jan-2026 03:00 PM ,19-Jan-2026 05:00 PM ,12-Jan-2026 03:00 PM,20-Jan-2026 05:00 PM,AOC,1,3360402,Bharat Kumar Pradhan,19-Jan-2026 08:33 PM,Rejected-Technical,Disqulified,30-Apr-2026 10:01 AM,30-Apr-2026,"INR 178,585",30.0,Madhusmita Dalei,30-Apr-2026 10:05 AM,1885.pdf (436.00 KB),He is submitted EMD at the time of agreement,EE,Internal,EE DAO estimator,Madhusmita Dalei,30-Apr-2026 10:01 AM,techsummary_575307.pdf (435.72 KB),CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-BOUDH,2026_CERWI_124459_3,Online Tender14/SERW Division Boudh 2025-26,Repair and Renovation of staff quarter building atAdenigada for the year 2025-26,EE,Internal,EE DAO Estimator,Madhusmita Dalei,30-Apr-2026 10:03 AM,finsummary_575307.pdf (435.72 KB),Finance,All bidders are accepted,Madhusmita Dalei,30-Apr-2026 09:59 AM,finance_575307.pdf,BOQ Comparative Chart,1.0,3361363.0,Sunil Kumar Gupta,INR,"178,585",AOC
,,,,,,,,,,,,,,,,,,,,.pdf,NIT,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,AOC,2,3361287,Biswanath Patra,20-Jan-2026 02:49 PM,Rejected-Technical,Disqualified,30-Apr-2026 10:01 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3359350,Chaitanya Mirdha,19-Jan-2026 01:02 PM,Rejected-Technical,Disqualified,30-Apr-2026 10:01 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Valid phone number and e mail ID are mandatory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3360538,RANJITA PRADHAN,20-Jan-2026 08:24 AM,Rejected-Technical,Disqulified,30-Apr-2026 10:01 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3360490,RENUKA HOTA,19-Jan-2026 09:31 PM,Rejected-Technical,Disqulified,30-Apr-2026 10:01 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3361169,RUPESH KUMAR KUDEI,20-Jan-2026 01:44 PM,Rejected-Technical,Disquilified,30-Apr-2026 10:01 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3361172,SANGRAM KESHARI DAS,20-Jan-2026 01:46 PM,Rejected-Technical,Disqualified,30-Apr-2026 10:01 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3360352,SATYANANDA BEHERA,19-Jan-2026 07:49 PM,Rejected-Technical,Disqulified,30-Apr-2026 10:01 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3360316,SOUDAMINI SAHOO,19-Jan-2026 06:42 PM,Rejected-Technical,Disqulified,30-Apr-2026 10:01 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3361363,Sunil Kumar Gupta,20-Jan-2026 03:43 PM,Accepted-AOC,He is submitted EMD at the time of agreement,30-Apr-2026 10:05 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
