S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.1,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.2,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,DTCN,"SUB-COLLECTOR, NAYAGARH",NAYAGARH,"Construction of 500MT Godown,FIC ,B Wall at Gania MY under RMC, Bahadajhola.","Construction of 500MT Godown,FIC ,B Wall at Gania MY under RMC, Bahadajhola.",AS PER DTCN ,NA ,"1,88,81,367",Civil Works - Others,NA ,Rate Contract,90.0,270.0,GANIA,752085.0,NA ,NA ,NA ,"OFFICE OF THE SUB-COLLECTOR,NAYAGARH",No ,No,Odisha State Agricultural Marketing Board||RMC Bahadajhola,RMC Bahadjhola-01/2025-26,2025_OSAMB_123542_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"1,88,814",Yes,percentage,1.0%,Nil,Nil,22-Dec-2025 10:00 AM,08-Jan-2026 11:00 AM,22-Dec-2025 10:00 AM,07-Jan-2026 05:00 PM,22-Dec-2025 10:00 AM ,06-Jan-2026 05:00 PM ,22-Dec-2025 10:00 AM,07-Jan-2026 05:00 PM,16-Feb-2026 01:20 PM,"10,000",Nil,Nil,Yes,AOC,1,3347573,BISWANATH HANSDAH,07-Jan-2026 12:51 PM,Rejected-Technical,As per Technical evalution,16-Feb-2026 01:14 PM,30-Apr-2026,"INR 18,505,627.61",270.0,ANIL KUMAR ROUT,30-Apr-2026 08:49 AM,WO_Gania.pdf (215.00 KB),As per the P-1 Agreement,1.0,Error in opening,Error in opening,16-Feb-2026 01:00 PM,Tenderproceeding.pdf ,593.97,Technical Opening,Chairman,Internal,"Secretary, JE, AE, Accountant",ANIL KUMAR ROUT,16-Feb-2026 01:14 PM,16-Feb-2026 01:20 PM,techsummary_572433.pdf (609.72 KB),Finance,OK,KARNADEV SAMADDAR,16-Feb-2026 01:31 PM,,BOQ Comparative Chart,Technical,ok,ANIL KUMAR ROUT,16-Feb-2026 01:09 PM,,Odisha State Agricultural Marketing Board||RMC Bahadajhola,2025_OSAMB_123542_1,RMC Bahadjhola-01/2025-26,"Construction of 500MT Godown,FIC ,B Wall at Gania MY under RMC, Bahadajhola.",Chairman,Internal,"Secretary, Accountant, JE, AE",ANIL KUMAR ROUT,30-Apr-2026 08:37 AM,finsummary_572433.pdf (184.07 KB),1.0,3343796.0,MANOJ KUMAR MOHANTY,INR,"18,505,627.61",AOC
2.0,ICICI NEFT/RTGS,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,3346705,CHITRASEN BHOI,07-Jan-2026 03:01 PM,Rejected-Technical,As per Technical evalution,16-Feb-2026 01:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3347999,MANGARAJ HATI,07-Jan-2026 04:49 PM,Rejected-Technical,As per Technical evalution,16-Feb-2026 01:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3343796,MANOJ KUMAR MOHANTY,04-Jan-2026 04:02 PM,Accepted-AOC,As quoted with lowest Rate,30-Apr-2026 08:49 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3343829,RAMA CHANDRA SAHU,04-Jan-2026 03:41 PM,Rejected-AOC,As per the TEC,30-Apr-2026 08:49 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
