Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Municipal Bodies||Umerkote Municipality,UKTM-MUN- 05/2025-26(5),2025_ORULB_123907_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"8,524",Yes,fixed,,Nil,Nil,Const. of Community Centre near Pendrani Temple in Ward No-03,Civil Work,Please refer to Tender Documents ,NA ,,Civil Works - Buildings,NA ,Tender,60.0,60.0,Umerkote Municipality,764073.0,NA ,NA ,NA ,Umerkote Municipality,No ,No,Executive Officer,Umerkote Municipality Umerkote,"4,000",0.0,Nil,Nil,No,1.0,CANCELLATION OF PREVIOSU CORRIGENDUM AND DATE EXTENSION OF TENDER,Date,,29-Dec-2025 10:00 AM,16-Jan-2026 11:00 AM,29-Dec-2025 10:00 AM,15-Jan-2026 05:00 PM,NA ,NA ,29-Dec-2025 10:00 AM,15-Jan-2026 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"DTCN,Regd Certificates,GSTIN,PAN etc...",AOC,Municipal Bodies||Umerkote Municipality,2025_ORULB_123907_1,UKTM-MUN- 05/2025-26(5),Const. of Community Centre near Pendrani Temple in Ward No-03,Smt. RADHA BHATRA,Internal,Chairperson Umerkote Municipality BDO Umerkote E.O Umerkote Municipality M.E Umerkote Municipality A.E Umerkote Municipality Accountant Umerkote Municipality,Aswini Kumar Patnaik,03-Apr-2026 02:39 PM,finsummary_573525.pdf (604.13 KB),Finance,13 numbers of bidder found in bidding.....,Aswini Kumar Patnaik,06-Mar-2026 12:33 AM,,BOQ Comparative Chart,1.0,3355282.0,HIMANSHU PRADHAN,INR,"851,634",15-Apr-2026,"INR 851,634",60.0,Aswini Kumar Patnaik,15-Apr-2026 01:09 PM,AOC.pdf (496.00 KB),LOA issued in favour of Sri Himansu Pradhan as he is qualified as L1 bidder......,1,3355346,ANJALI BISWAS,15-Jan-2026 12:46 PM,Rejected-Finance,L2 bidder,03-Apr-2026 02:39 PM,Smt. Radha Bhatra,Internal,Chairperson Umerkote Municipality BDO Umerkote E.O Umerkote Municipality M.E Umerkote Municipality A.E Umerkote Municipality Accountant Umerkote Municipality,Aswini Kumar Patnaik,06-Mar-2026 02:11 AM,techsummary_573525.pdf (4173.61 KB),AOC
,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,CORRIGENDUM ON APS,Technical Bid,,,,,,,,,,,,.xls,BOQ FINANCE BID,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3347170,A SAI KUMAR,15-Jan-2026 08:27 AM,Rejected-Finance,L2 bidder,03-Apr-2026 02:39 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3355444,ASHUTOSH HALDAR,15-Jan-2026 02:40 PM,Rejected-Finance,L2 bidder,03-Apr-2026 02:39 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3355395,BINOD KUMAR MOHANTY,15-Jan-2026 04:13 PM,Rejected-Finance,L2 bidder,03-Apr-2026 02:39 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3355421,DEV CONSTRUCTION CO,15-Jan-2026 03:24 PM,Rejected-Finance,L2 bidder,03-Apr-2026 02:39 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3346037,HATIA ROUT,15-Jan-2026 01:59 PM,Rejected-Finance,L2 bidder,03-Apr-2026 02:39 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3355282,HIMANSHU PRADHAN,15-Jan-2026 02:42 PM,Accepted-AOC,Qualified as L1 bidder...,15-Apr-2026 01:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3353553,KUSHA SAHU,15-Jan-2026 03:02 PM,Rejected-Finance,L2 bidder,03-Apr-2026 02:39 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3349237,POOJA MANDAL,15-Jan-2026 02:44 PM,Rejected-Finance,L2 bidder,03-Apr-2026 02:39 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3354589,SASWAT MAJHI,15-Jan-2026 02:12 PM,Rejected-Finance,L2 bidder,03-Apr-2026 02:39 PM,,,,,,,AOC
