Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"TPC, EMD, GSTIN, PAN Card, RC, Affidavits, NRC and required documents as per DTCN",20-Jan-2026 06:00 PM,29-Jan-2026 11:00 AM,20-Jan-2026 06:00 PM,28-Jan-2026 05:00 PM,20-Jan-2026 06:00 PM ,27-Jan-2026 05:00 PM ,20-Jan-2026 06:00 PM,28-Jan-2026 05:00 PM,SR to T03-Amphali to Narendra Road in the Dist of Sundargarh for the year 2025-26,SR to T03-Amphali to Narendra Road in the Dist of Sundargarh for the year 2025-26,Please refer Tender documents ,NA ,"28,07,335",Civil Works - Roads,NA ,Tender,90.0,30.0,Bonai,770038.0,NA ,NA ,NA ,"O/O EE RWD, Bonai",No ,No,"6,000",0.0,Nil,Nil,No,CE RW I||RW-CIRCLE-SUNDARGARH||RW Division Bonai,ONLINE-EEBNI-06 of 2025-26,2026_CERWI_124855_4,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"29,000",Yes,fixed,,Nil,Nil,Executive Engineer,"O/O EE RWD, Bonai",AOC,18-Mar-2026,"INR 2,386,515",30.0,Jajati Keshari Gadanayak,04-Apr-2026 11:16 AM,597.pdf (872.00 KB),Awarded,1,3370023,Basanti Tarcila Lakra,28-Jan-2026 01:26 PM,Rejected-Finance,By Lottery,11-Feb-2026 06:08 PM,Executive Engineer,Internal,"DAO , Executive Engineer",Jajati Keshari Gadanayak,03-Feb-2026 05:38 PM,techsummary_576903.pdf (1079.08 KB),Executive Engineer,Internal,Executive Engineer,Jajati Keshari Gadanayak,11-Feb-2026 06:08 PM,finsummary_576903.pdf (423.45 KB),CE RW I||RW-CIRCLE-SUNDARGARH||RW Division Bonai,2026_CERWI_124855_4,ONLINE-EEBNI-06 of 2025-26,SR to T03-Amphali to Narendra Road in the Dist of Sundargarh for the year 2025-26,1.0,3370460.0,GURDIT DANG,INR,"2,386,515",Finance,Admitted,Jajati Keshari Gadanayak,29-Jan-2026 02:58 PM,,BOQ Comparative Chart,AOC
,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,AOC,,,,,,,,2,3369009,BHAVESH JAISWAL,28-Jan-2026 10:23 AM,Rejected-Technical,22.56 less,03-Feb-2026 05:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,3370432,DILLIP KUMAR SWAIN,28-Jan-2026 02:52 PM,Rejected-Finance,By Lottery,11-Feb-2026 06:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,3369706,DM Constructions,28-Jan-2026 11:47 AM,Rejected-Finance,By Lottery,11-Feb-2026 06:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,3370460,GURDIT DANG,28-Jan-2026 03:02 PM,Accepted-AOC,Awarded,04-Apr-2026 11:16 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,3370427,KESHAB CHANDRA PATRA,28-Jan-2026 02:48 PM,Rejected-Finance,By Lottery,11-Feb-2026 06:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,3370615,LAXMAN KUMAR BAGH,28-Jan-2026 03:56 PM,Rejected-Technical,18.00 less,03-Feb-2026 05:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,3370392,PIRU CHARAN MURMU,28-Jan-2026 02:37 PM,Rejected-Finance,By Lottery,11-Feb-2026 06:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,3368649,SACHIN LUGUN,28-Jan-2026 04:47 PM,Rejected-Finance,By Lottery,11-Feb-2026 06:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,3369107,SIMANTA KUMAR SAHU,27-Jan-2026 07:31 PM,Rejected-Technical,13.33 less,03-Feb-2026 05:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
