Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage
Finance,FINANCIAL BID PROCEEDING,BIBHU PRASANNA ACHARYA,23-Apr-2026 06:04 PM,finance_547374.pdf,BOQ Comparative Chart,COLLECOTR BARGARH,Internal,ADM BARGARH DLO BARGARH RTO BARGARH DSWO BARGARH CCSO BARGARH,BIBHU PRASANNA ACHARYA,13-Aug-2025 04:50 PM,14-Aug-2025 10:30 AM,techsummary_547374.pdf (2640.61 KB),23-Apr-2026,INR 49.12,630.0,BIBHU PRASANNA ACHARYA,23-Apr-2026 06:53 PM,BHATLI.pdf (796.00 KB),BHAGAT KUMAR SHARMA SELECTED AS LEVEL - II TRANSPORT CONTRACTOR OF BHATLI BLOCK,1.0,3013078.0,ANAND KUMAR SHARMA,30-Jul-2025 11:19 AM,Rejected-Finance,2ND LOWEST BIDDER,23-Apr-2026 06:40 PM,1.0,3013055.0,BHAGAT KUMAR SHARMA,INR,49.12,COLLECTOR BARGARH,Internal,ADM BARGARH DLO BARGARH DSWO BARGARH RTO BARGARH CCSO BARGARH,BIBHU PRASANNA ACHARYA,23-Apr-2026 06:40 PM,finsummary_547374.pdf (3559.92 KB),Technical,PROCEEDING OF DLTC MEETING FOR EVALUATION OF TECHNICAL BID OF LEVEL II TENDERES FOR BIENNIAL YEAR 2025-27,BIBHU PRASANNA ACHARYA,13-Aug-2025 03:10 PM,technical_547374.pdf,Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Baragarh,2025_OSCSC_116081_1,3168/24.07.2025,SELECTION OF LEVEL II TRANSPORT CONTRACTOR FOR THE BIENNIAL YEAR 2025-27 IN BHATLI BLOCK UNDER BARGARH DISTRICT,AOC,"5,900",0.0,Nil,Nil,No,"CCSO_CUM_DIST. MANAGER, OSCSC, LTD., BARGARH","O/O CCSO_CUM_DIST. MANAGER, OSCSC, LTD., BARGARH","1,00,000",No,fixed,,Nil,Nil,SELECTION OF LEVEL II TRANSPORT CONTRACTOR FOR THE BIENNIAL YEAR 2025-27 IN BHATLI BLOCK UNDER BARGARH DISTRICT,TRANSPORATION OFFOOD GRAINS FROM RRC-cum-DSCS TO FPS POINTS,PLEASE REFER TO DTCN  ,NA ,"17,76,882",Handling and Transportation,NA ,Tender,180.0,630.0,APPENDIX I,768028.0,"O/O CCSO_CUM_DIST. MANAGER, OSCSC, LTD., BARGARH ","O/O CCSO_CUM_DIST. MANAGER, OSCSC, LTD., BARGARH  ",25-Jul-2025 11:00 AM ,CONFERENCE HALL OF COLLECTORATE BARGARH,No ,No,25-Jul-2025 09:00 AM,01-Aug-2025 10:00 AM,25-Jul-2025 09:00 AM,31-Jul-2025 03:00 PM,NA ,NA ,25-Jul-2025 09:00 AM,31-Jul-2025 03:00 PM,14-Aug-2025 10:30 AM,1.0,ICICI BANK,Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Baragarh,3168/24.07.2025,2025_OSCSC_116081_1,Yes,Open Tender,Item Rate,Services,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,NIT,AOC
,,,,,,,,,,,,,,,,,,,,2.0,3013055.0,BHAGAT KUMAR SHARMA,30-Jul-2025 01:44 PM,Accepted-AOC,LOWEST BIDDER,23-Apr-2026 06:53 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,.pdf,DTCN,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC
