Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"6,000",0.0,Nil,Nil,No,Municipal Bodies||Umerkote Municipality,UKTM-MUN- 05/2025-26(9),2025_ORULB_123911_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,29-Dec-2025 10:00 AM,16-Jan-2026 11:00 AM,29-Dec-2025 10:00 AM,15-Jan-2026 05:00 PM,NA ,NA ,29-Dec-2025 10:00 AM,15-Jan-2026 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"DTCN,Regd Certificates,GSTIN,PAN etc...",Construction of Goshala at Dongrisahi in Ward No-08,Civil Work,Please refer to Tender Documents ,NA ,,Civil Works - Others,NA ,Tender,60.0,60.0,Umerkote Municipality,764073.0,NA ,NA ,NA ,Umerkote Municipality,No ,No,1.0,CANCELLATION OF PREVIOSU CORRIGENDUM AND DATE EXTENSION OF TENDER,Date,,"16,952",Yes,fixed,,Nil,Nil,Executive Officer,Umerkote Municipality Umerkote,AOC,1,3355501,ANJALI BISWAS,15-Jan-2026 03:03 PM,Rejected-Finance,L2 bidder,03-Apr-2026 03:16 PM,15-Apr-2026,"INR 1,693,518",60.0,Aswini Kumar Patnaik,16-Apr-2026 08:27 AM,AOC.pdf (487.00 KB),LOA issued in favour of Sri Binod Kumar Mohanty as he is qualified as L1 bidder......,Smt. Radha Bhatra,Internal,Chairperson Umerkote Municipality BDO Umerkote E.O Umerkote Municipality M.E Umerkote Municipality A.E Umerkote Municipality Accountant Umerkote Municipality,Aswini Kumar Patnaik,06-Mar-2026 05:51 AM,techsummary_573529.pdf (4173.61 KB),Smt. RADHA BHATRA,Internal,Chairperson Umerkote Municipality BDO Umerkote E.O Umerkote Municipality M.E Umerkote Municipality A.E Umerkote Municipality Accountant Umerkote Municipality,Aswini Kumar Patnaik,03-Apr-2026 03:16 PM,finsummary_573529.pdf (604.13 KB),Municipal Bodies||Umerkote Municipality,2025_ORULB_123911_1,UKTM-MUN- 05/2025-26(9),Construction of Goshala at Dongrisahi in Ward No-08,1.0,3356178.0,BINOD KUMAR MOHANTY,INR,"1,693,518",Finance,15 numbers of bidder found in bidding....,Aswini Kumar Patnaik,06-Mar-2026 01:38 AM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,.xls,BOQ FINANCE BID,,,,,,,,,,,,,,,,,,,2.0,CORRIGENDUM ON APS,Technical Bid,,,,,,,,,,AOC,2,3345958,ARUN KUMAR SETHY,15-Jan-2026 03:03 PM,Rejected-Finance,L2 bidder,03-Apr-2026 03:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3355468,ASHUTOSH HALDAR,15-Jan-2026 02:48 PM,Rejected-Finance,L2 bidder,03-Apr-2026 03:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3354217,BALIRAM MANGARAJ,14-Jan-2026 07:27 PM,Rejected-Finance,L2 bidder,03-Apr-2026 03:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3356178,BINOD KUMAR MOHANTY,15-Jan-2026 04:30 PM,Accepted-AOC,Qualified as L1 bidder...,16-Apr-2026 08:27 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3355463,DEV CONSTRUCTION CO,15-Jan-2026 03:39 PM,Rejected-Finance,L2 bidder,03-Apr-2026 03:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3346044,HATIA ROUT,15-Jan-2026 02:12 PM,Rejected-Finance,L2 bidder,03-Apr-2026 03:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3353569,KUSHA SAHU,15-Jan-2026 03:11 PM,Rejected-Finance,L2 bidder,03-Apr-2026 03:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3348074,NIHAR RANJAN PATRA,14-Jan-2026 08:36 PM,Rejected-Finance,L2 bidder,03-Apr-2026 03:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3349229,POOJA MANDAL,15-Jan-2026 02:55 PM,Rejected-Finance,L2 bidder,03-Apr-2026 03:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,11,3354604,SASWAT MAJHI,15-Jan-2026 02:20 PM,Rejected-Finance,L2 bidder,03-Apr-2026 03:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,12,3355069,SATRUGHAN LENKA,15-Jan-2026 03:48 PM,Rejected-Finance,L2 bidder,03-Apr-2026 03:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,13,3342841,SIMANCHAL NAYAK,14-Jan-2026 08:22 PM,Rejected-Finance,L2 bidder,03-Apr-2026 03:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,14,3354407,SUBHASRI SASMAL,15-Jan-2026 12:44 PM,Rejected-Finance,L2 bidder,03-Apr-2026 03:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,15,3353303,SWAPAN DEBNATH,15-Jan-2026 03:48 PM,Rejected-Finance,L2 bidder,03-Apr-2026 03:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
