Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No.1,Bank Name,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
18-Dec-2025 04:30 PM,31-Dec-2025 11:00 AM,18-Dec-2025 04:30 PM,30-Dec-2025 05:00 PM,18-Dec-2025 04:30 PM ,29-Dec-2025 05:00 PM ,18-Dec-2025 04:30 PM,30-Dec-2025 05:00 PM,03-Feb-2026 11:45 AM,"4,82,370",Yes,percentage,1.0%,Nil,Nil,1.0,1st corrigendum,Other,,PHEO||PH Circle Bhawanipatna||PH Division Koraput,NIT No.11 of 2025-26 ACE,2025_PHEO_123236_2,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"Construction of ESR, MBR for zoning of distribution network in Malkangiri Municipality under State Plan, D.No.13-4215 SUJALA for the Year 2025-26","Construction of ESR, MBR for zoning of distribution network in Malkangiri Municipality",Please refer Tender documents. ,NA ,"4,82,37,001",Civil Works - Water Works,NA ,Rate Contract,120.0,180.0,Malkangiri,764045.0,NA ,NA ,NA ,"Superintending Engineer, PHD Koraput",No ,No,1.0,Fee/PreQual/Technical,.pdf,DTCN,"10,000",0.0,Nil,Nil,No,"Superintending Engineer, PHD Koraput","Superintending Engineer, PHD Koraput",1.0,ICICI BANK,AOC,15-Apr-2026,"INR 41,006,275",180.0,Chiranjibi Mahali,15-Apr-2026 12:22 PM,aoc.pdf (1995.00 KB),AOC,SE PHD koraput,Internal,"SE, AEE, DAO and AEE estimator under this division",Chiranjibi Mahali,15-Apr-2026 12:19 PM,finsummary_571747.pdf (336.53 KB),Finance,4nos bidders are admitted,Chiranjibi Mahali,15-Apr-2026 12:13 PM,finance_571747.pdf,BOQ Comparative Chart,Technical,6nos bidders are participating and all documents downloaded,Chiranjibi Mahali,31-Dec-2025 04:13 PM,technical_571747.pdf,1,3337440,ADITYA ENGINEERING SERVICES,29-Dec-2025 04:12 PM,Accepted-AOC,AOC,15-Apr-2026 12:22 PM,1.0,3337440.0,ADITYA ENGINEERING SERVICES,INR,"41,006,275",PHEO||PH Circle Bhawanipatna||PH Division Koraput,2025_PHEO_123236_2,NIT No.11 of 2025-26 ACE,"Construction of ESR, MBR for zoning of distribution network in Malkangiri Municipality under State Plan, D.No.13-4215 SUJALA for the Year 2025-26","Superintending Engineer, PHD Koraput",Internal,"SE, AEE, DAO and AEE estimator under this division",Chiranjibi Mahali,31-Jan-2026 07:25 PM,03-Feb-2026 11:45 AM,techsummary_571747.pdf (1162.21 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,3340551,ASHISH MOHANTY,30-Dec-2025 04:41 PM,Rejected-Finance,2nd rank,15-Apr-2026 12:19 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,3340330,JRCC Infra LLP,30-Dec-2025 03:46 PM,Rejected-Finance,2nd rank,15-Apr-2026 12:19 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,3340485,M/S JAGADISH PRASAD AGRAWAL,30-Dec-2025 04:42 PM,Rejected-Technical,Automation collaboration not furnished,31-Jan-2026 07:25 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5,3335854,M/S SABITA ENTERPRISES,30-Dec-2025 04:24 PM,Rejected-Finance,2nd rank,15-Apr-2026 12:19 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6,3337079,P. G. Construction,30-Dec-2025 03:48 PM,Rejected-Technical,The agency has not furnish automation collaboration and has not executed automation work as verified from GM WATCO through e-mail,31-Jan-2026 07:25 PM,,,,,,,,,,,,,,,,,AOC
