Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
Construction of cc road with side wall from jafar house to aquatic factory in ward no-14,Construction of cc road with side wall from jafar house to aquatic factory in ward no-14,Please refer Tender documents. ,NA ,"3,39,000",Civil Works - Roads,NA ,Tender,90.0,60.0,Pipli NAC,752104.0,NA ,NA ,NA ,"Office of the Executive officer, Pipli NAC, Pipli",No ,No,"Executive Officer, pipli NAC","Office of the Executive officer, Pipli NAC, Pipli",1,ICICI BANK,"4,000",Yes,fixed,,Nil,Nil,"2,000",0.0,Nil,Nil,No,Municipal Bodies||Pipli NAC,PIPILI-NAC-5(71)/2025-26,2025_ORULB_121427_66,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Having no experience,Other,,1.0,Fee/PreQual/Technical/Finance,.pdf,Regist_of_licence_GST_Regd_PAN_Paper_cost_Affidavit_Decl_and_other_doc_as_per_DTCN,27-Nov-2025 12:00 PM,09-Dec-2025 11:00 AM,27-Nov-2025 12:00 PM,08-Dec-2025 05:00 PM,NA ,NA ,27-Nov-2025 12:00 PM,08-Dec-2025 05:00 PM,AOC,Chairperson,Internal,,Kadambini Jena,14-Apr-2026 11:42 AM,techsummary_567402.pdf (655.70 KB),Chairperson,Internal,,Kadambini Jena,14-Apr-2026 11:46 AM,finsummary_567402.pdf (655.70 KB),Finance,2 nos. of bidder have participated in bidding process,Kadambini Jena,14-Apr-2026 11:41 AM,,BOQ Comparative Chart,14-Apr-2026,"INR 423,833.49",60.0,Kadambini Jena,14-Apr-2026 11:48 AM,WO.pdf (199.00 KB),1.0,3285998.0,MRUTYUNJAYA SAMANTARAY,INR,"423,833.49",Municipal Bodies||Pipli NAC,2025_ORULB_121427_66,PIPILI-NAC-5(71)/2025-26,Construction of cc road with side wall from jafar house to aquatic factory in ward no-14,1,3285998,MRUTYUNJAYA SAMANTARAY,07-Dec-2025 02:29 PM,Accepted-AOC,As per quoted rate,14-Apr-2026 11:48 AM,AOC
,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,boq,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3283756,SAMIMA PARBIN,06-Dec-2025 01:00 PM,Rejected-AOC,As per quoted rate,14-Apr-2026 11:48 AM,AOC
