Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
ST and SC Development Deptt||ITDA Sundergarh,ITDASNG-05/2025-26,2025_STSCD_121904_9,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,28-Nov-2025 11:00 AM,17-Dec-2025 11:00 AM,28-Nov-2025 11:00 AM,16-Dec-2025 05:00 PM,NA ,NA ,28-Nov-2025 11:00 AM,16-Dec-2025 05:00 PM,03-Feb-2026 11:00 AM,Project Administrartor,ITDA Sundargarh,"10,000",0.0,Nil,Nil,No,"1,63,938",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"Liscence, pancard, GSTIN, Affidavits and other documents as per DTCN",Construction of 50 seated PSH building at Chhatasargi in Subdega Block,Construction of 50 seated PSH building at Chhatasargi in Subdega Block,Please refer Tender documents. ,NA ,"1,63,93,824",Civil Works - Buildings,NA ,Tender,90.0,330.0,Sundargarh,770001.0,NA ,NA ,NA ,ITDA Sundargarh,No ,No,1.0,ICICI BANK,AOC,COLLECTOR SUNDARGARH,Internal,"PA, ITDA, Sundargarh, AEE, ITDA, Sundargarh and SE, MI Division, Sundargarh",LAXMAN SAHOO,09-Mar-2026 11:48 AM,finsummary_566819.pdf (568.38 KB),ST and SC Development Deptt||ITDA Sundergarh,2025_STSCD_121904_9,ITDASNG-05/2025-26,Construction of 50 seated PSH building at Chhatasargi in Subdega Block,Technical,Tender Status,LAXMAN SAHOO,02-Feb-2026 05:49 PM,technical_566819.pdf,1.0,3306651.0,SURAJ KUMAR TOPPO,INR,"13,936,390",1,3304884,ANIL KUMAR PUJARI,16-Dec-2025 03:30 PM,Rejected-AOC,Not qualified,09-Apr-2026 12:37 PM,07-Apr-2026,"INR 13,936,390",330.0,LAXMAN SAHOO,09-Apr-2026 12:37 PM,Chhatasargi50.pdf (311.00 KB),AOC,Finance,Tender Status,Sudam Chandra Patel,04-Feb-2026 12:17 PM,finance_566819.pdf,BOQ Comparative Chart,COLLECTOR SUNDARGARH,Internal,"AEE, ITDA, SE, MI Division, PA, ITDA, Sundargarh",LAXMAN SAHOO,02-Feb-2026 06:24 PM,03-Feb-2026 11:00 AM,techsummary_566819.pdf (526.39 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,2,3298277,ARIA INFRA PROJECTS PRIVATE LIMITED,12-Dec-2025 04:52 PM,Rejected-AOC,Not qualified,09-Apr-2026 12:37 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3,3288741,BHABANI SHANKAR PATEL,11-Dec-2025 09:00 PM,Rejected-AOC,Not qualified,09-Apr-2026 12:37 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,4,3308771,DEEPANJALI MARNDI,16-Dec-2025 04:44 PM,Rejected-AOC,Not qualified,09-Apr-2026 12:37 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,5,3287073,DIBYA SHANKAR BEHERA,16-Dec-2025 12:46 AM,Rejected-AOC,Not qualified,09-Apr-2026 12:37 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,6,3301690,HIMANCHAL CHOUDHURY,14-Dec-2025 06:45 PM,Rejected-AOC,Not qualified,09-Apr-2026 12:37 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,7,3301499,PRITAM PRATAP NAIK,14-Dec-2025 05:11 PM,Rejected-AOC,Not qualified,09-Apr-2026 12:37 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,8,3307822,PRIYA RANJAN PATTNAIK,16-Dec-2025 02:43 PM,Rejected-AOC,Not qualified,09-Apr-2026 12:37 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,9,3302691,RAJIB LOCHAN ACHARYA,15-Dec-2025 12:39 PM,Rejected-AOC,Not qualified,09-Apr-2026 12:37 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,10,3279835,RAJ KISHORE BHATTACHARYA,05-Dec-2025 09:46 AM,Rejected-AOC,Not qualified,09-Apr-2026 12:37 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,11,3305372,ROHIT MEHER,16-Dec-2025 11:20 AM,Rejected-AOC,Not qualified,09-Apr-2026 12:37 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,12,3306651,SURAJ KUMAR TOPPO,16-Dec-2025 11:58 AM,Accepted-AOC,1st lowest in lottery,09-Apr-2026 12:37 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,13,3302403,TRUPTIMAYEE NAIK,15-Dec-2025 08:44 AM,Rejected-AOC,Not qualified,09-Apr-2026 12:37 PM,,,,,,,,,,,,,,,,,,,,,AOC
