Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
06-Mar-2026 11:00 AM,17-Mar-2026 11:00 AM,06-Mar-2026 11:00 AM,16-Mar-2026 05:00 PM,NA ,NA ,06-Mar-2026 11:00 AM,16-Mar-2026 05:00 PM,"6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,"Commissioner, SMC","SAMBALPUR MUNICIPAL CORPORATION, DURGAPALI, SAMBALPUR, 768006",Municipal Bodies||Sambalpur Municipal Corporation,37/SMC_SBP/2025-26,2026_ORULB_126678_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Development and Maintenance of Potholes-free roads and Covering of slab in open drain in Bansidhar nagar, Makhnapada, Gopalpali, Nuapada and near IPS of Ward No.13 under Sambalpur Municipal Corporation.","Development and Maintenance of Potholes-free roads and Covering of slab in open drain in Bansidhar nagar, Makhnapada, Gopalpali, Nuapada and near IPS of Ward No.13 under Sambalpur Municipal Corporation.",Please refer Tender documents. ,NA ,"32,33,466",Civil Works - Others,NA ,Tender,120.0,90.0,Sambalpur Municipal Corporation,768006.0,NA ,NA ,NA ,"Sambalpur Municipal Corporation office, Durgapali",No ,No,"32,335",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Contractor license, Tender Fees, EMD, GST, PAN, Affidavits, Appendix etc. as per DTCN",AOC,"Siddheshwar Baliram Bondar,IAS",Internal,"DEE,EE,AO,DC,COMMISSIONER,SMC",Rehan Khatri,16-Apr-2026 01:53 PM,finsummary_583861.pdf (581.19 KB),Municipal Bodies||Sambalpur Municipal Corporation,2026_ORULB_126678_1,37/SMC_SBP/2025-26,"Development and Maintenance of Potholes-free roads and Covering of slab in open drain in Bansidhar nagar, Makhnapada, Gopalpali, Nuapada and near IPS of Ward No.13 under Sambalpur Municipal Corporation.",1.0,3429511.0,GANESH KUMAR AGRAWAL,INR,"3,233,466",Finance,TENDER OPENED,PADMINI MEHER,17-Mar-2026 12:30 PM,,BOQ Comparative Chart,20-Apr-2026,"INR 3,233,466",90.0,Rehan Khatri,20-Apr-2026 11:01 AM,37SMC1.pdf (581.00 KB),successful,1,3432052,AJIT PADHIARY,16-Mar-2026 12:12 AM,Rejected-Technical,UNSUCCESSFUL,16-Apr-2026 01:51 PM,"Siddheshwar Baliram Bondar,IAS",Internal,"DEE,EE,AO,DC,COMMISSIONER,SMC",Rehan Khatri,16-Apr-2026 01:51 PM,techsummary_583861.pdf (581.19 KB),AOC
,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3431986,BADRINATH BHOI,15-Mar-2026 10:38 PM,Rejected-Technical,UNSUCCESSFUL,16-Apr-2026 01:51 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3431492,BIBHUTI BHUSAN NAYAK,15-Mar-2026 01:11 PM,Rejected-Technical,UNSUCCESSFUL,16-Apr-2026 01:51 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3429511,GANESH KUMAR AGRAWAL,15-Mar-2026 11:53 AM,Accepted-AOC,successful,20-Apr-2026 11:01 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3429485,MOHAMMED ALI HUSSAIN,15-Mar-2026 06:57 PM,Rejected-Technical,UNSUCCESSFUL,16-Apr-2026 01:51 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3430510,"M/s. SURVEILLANCE SYSTEM, PROPRIETOR- ESHA JHAJHARIA",14-Mar-2026 11:47 AM,Rejected-Technical,UNSUCCESSFUL,16-Apr-2026 01:51 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3432966,Pratik Kumar Agrawal,16-Mar-2026 02:04 PM,Rejected-Technical,UNSUCCESSFUL,16-Apr-2026 01:51 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3430913,RAJAT KUMAR KAR,14-Mar-2026 04:16 PM,Rejected-Technical,UNSUCCESSFUL,16-Apr-2026 01:51 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3431842,SRI RAM MURTY CONSTRUCTION,15-Mar-2026 08:28 PM,Rejected-Technical,UNSUCCESSFUL,16-Apr-2026 01:51 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3429448,S SHIV KUMAR,15-Mar-2026 12:01 AM,Rejected-Technical,UNSUCCESSFUL,16-Apr-2026 01:51 PM,,,,,,,AOC
