Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"7,080",0.0,Nil,Nil,No,Municipal Bodies||Cuttack Municipal Corporation,MC(CMC)CTC_Div-I_No.14/2025-26,2025_ORULB_122060_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Construction of Paver Block road infront of Plot No. 929/18, Plot No. GH/4/930/9 (Retired District Judge Mr. Gopal Pattanaik), Plot No. GH-4/930/12 to 8GH/930/4 (S.F. Ahemad, Retired Judge) at Judge Colony Sec-10 CDA in Ward No. 3.","Construction of Paver Block road infront of Plot No. 929/18, Plot No. GH/4/930/9 (Retired District Judge Mr. Gopal Pattanaik), Plot No. GH-4/930/12 to 8GH/930/4 (S.F. Ahemad, Retired Judge) at Judge Colony Sec-10 CDA in Ward No. 3.",Please refer Tender documents. ,NA ,"27,87,600",Civil Works - Others,NA ,Tender,90.0,90.0,CMC,753012.0,NA ,NA ,NA ,"At Bikash Bhawan, Jagannathlane Badambadi",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER PAPER COST,EMD,GST,PAN,REGISTRATION CERTIFICATE,OTHER DOCUMENTS AS PER DTCN in online",1.0,ICICI BANK,29-Nov-2025 02:00 PM,12-Dec-2025 11:00 AM,29-Nov-2025 02:00 PM,09-Dec-2025 05:00 PM,NA ,NA ,29-Nov-2025 02:00 PM,09-Dec-2025 05:00 PM,"27,900",Yes,fixed,,Nil,Nil,"Executive Engineer, CD-I","At Bikash Bhawan, Jagannathlane Badambadi, Dist Cuttack, Pin-753012",AOC,Executive Engineer,Internal,Asst. Executive Engineer,Subas Chandra Sahoo,29-Apr-2026 01:59 PM,finsummary_568130.pdf (420.85 KB),Municipal Bodies||Cuttack Municipal Corporation,2025_ORULB_122060_2,MC(CMC)CTC_Div-I_No.14/2025-26,"Construction of Paver Block road infront of Plot No. 929/18, Plot No. GH/4/930/9 (Retired District Judge Mr. Gopal Pattanaik), Plot No. GH-4/930/12 to 8GH/930/4 (S.F. Ahemad, Retired Judge) at Judge Colony Sec-10 CDA in Ward No. 3.",1.0,3291526.0,SATYA RANJAN SINGH,INR,"2,369,665",Finance,Twenty bidders participated. BOQ Comparative Chart is enclosed for reference. The Original documents of bidder to be verified.,Subas Chandra Sahoo,15-Dec-2025 12:00 PM,finance_568130.pdf,BOQ Comparative Chart,29-Apr-2026,"INR 2,369,665",90.0,Subas Chandra Sahoo,29-Apr-2026 02:09 PM,2025_ORULB_122060_2.pdf (421.00 KB),Work Order,1,3279019,ASESH NAYAK,04-Dec-2025 03:36 PM,Rejected-AOC,Rejected,29-Apr-2026 02:09 PM,Executive Engineer,Internal,Asst. Executive Engineer,Subas Chandra Sahoo,29-Apr-2026 01:53 PM,techsummary_568130.pdf (420.85 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3291038,ASHIS KUMAR BISWAL,09-Dec-2025 11:15 AM,Rejected-AOC,Rejected,29-Apr-2026 02:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3290649,BHAGIRATHI BISWAL,08-Dec-2025 10:20 PM,Rejected-AOC,Rejected,29-Apr-2026 02:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3285803,BISWAJIT ROUT,07-Dec-2025 01:19 PM,Rejected-AOC,Rejected,29-Apr-2026 02:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3281508,DEBASIS SAHOO,06-Dec-2025 11:26 AM,Rejected-AOC,Rejected,29-Apr-2026 02:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3290770,DN CONSTRUCTION,09-Dec-2025 03:20 PM,Rejected-AOC,Rejected,29-Apr-2026 02:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3284934,Ganesh Chandra Swain,06-Dec-2025 07:12 PM,Rejected-AOC,Rejected,29-Apr-2026 02:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3279329,HRUSHIKESH SAHOO,04-Dec-2025 06:07 PM,Rejected-AOC,Rejected,29-Apr-2026 02:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3285074,KIREN KUMAR BARIK,06-Dec-2025 08:39 PM,Rejected-AOC,Rejected,29-Apr-2026 02:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3290152,MANAS KUMAR BEHERA (S.C.),08-Dec-2025 05:47 PM,Rejected-AOC,Rejected,29-Apr-2026 02:09 PM,,,,,,,AOC
