Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Prof. M C Tripathy,Internal,"Prof. T K Patra, Dr. K C Bhuyan, Mr. J Sethi, Dr. A Dastidar",Anjan Kumar Sahoo,25-Mar-2026 02:38 PM,30-Mar-2026 11:00 AM,techsummary_578952.pdf (458.84 KB),Odisha University of Technology and Research,2026_OUTR_125424_1,OUTR/SELS-ACL/2025-26/37,supply installation testing and commissioning of Equipment for Advance Communication Laboratory,1.0,3408469.0,EMBESYS INNOVATIVE TECHNOLOGIES PRIVATE LIMITED,INR,"2,237,752",1,3408469,EMBESYS INNOVATIVE TECHNOLOGIES PRIVATE LIMITED,23-Feb-2026 07:26 PM,Accepted-AOC,L1 bidder,13-Apr-2026 03:48 PM,Technical,The bid was opened in due date and time. Total two bids were received.,Anjan Kumar Sahoo,27-Feb-2026 01:41 PM,technical_578952.pdf,Finance,The finance bid is opened in due date and time,Anjan Kumar Sahoo,30-Mar-2026 06:10 PM,finance_578952.pdf,BOQ Comparative Chart,Dr. M C Tripathy,Internal,"Prof. T K Patra, Dr. K C Bhuyan, Mr. J Sethi, Dr. A Dastidar",Anjan Kumar Sahoo,13-Apr-2026 03:42 PM,finsummary_578952.pdf (365.33 KB),13-Apr-2026,"INR 2,237,752",45.0,Anjan Kumar Sahoo,13-Apr-2026 03:47 PM,AOCAdvcommunicationLab.pdf (2027.00 KB),AOC,1,DD - Demand Draft,"1,000",DDO OUTR,Bhubaneswar,Yes,1,Fee/PreQual/Technical,.pdf,Tender Document,Registrar,"The Registrar, Odisha University of Technology and Research, Techno campus, Mahalaxmi Vihar, Bhubaneswar, PIN- 751 029","46,000",Yes,fixed,,DDO OUTR,Bhubaneswar,Odisha University of Technology and Research,OUTR/SELS-ACL/2025-26/37,2026_OUTR_125424_1,Yes,Open Tender,Item Rate,Goods,2.0,No,No,Offline,No,No,No,03-Feb-2026 05:00 PM,26-Feb-2026 11:00 AM,04-Feb-2026 10:00 AM,25-Feb-2026 05:00 PM,NA ,NA ,04-Feb-2026 11:00 AM,25-Feb-2026 05:00 PM,30-Mar-2026 11:00 AM,supply installation testing and commissioning of Equipment for Advance Communication Laboratory,Supply installation testing and commissioning of Equipment for Advance Communication Laboratory of School of Electronic Sciences OUTR Bhubaneswar.,Please refer Tender documents. ,NA ,,Laboratory Equipment,NA ,Tender,120.0,45.0,Bhubaneswar,751029.0,NA ,NA ,NA ,"OUTR, Bhubaneswar",No ,No,AOC
,,,,,,,,,,,,,,,,2,3407360,VVDN Technologies Pvt Ltd,22-Feb-2026 11:08 AM,Rejected-Finance,L2 bidder,13-Apr-2026 03:42 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,BC - Bankers Cheque,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
