S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1,ICICI BANK,20-Feb-2026 05:10 PM,27-Feb-2026 05:10 PM,20-Feb-2026 05:10 PM,27-Feb-2026 05:00 PM,NA ,NA ,20-Feb-2026 05:10 PM,27-Feb-2026 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,EMDPANGSTINCDMSRegistrationcodeworkexperiencesimilarnatureworkworkinhandmachineriesasperDTCN,"13,370",Yes,percentage,1.0%,Nil,Nil,"Executive Engineer R.W. Division, Sundargarh","O/o of the Superintending Engineer R.W. Division, Sundargarh At/po-Sankara. Dist-Sundargarh. 770020","6,000",0.0,Nil,Nil,No,Repair to Bridge over Basundhara river at 2nd Km on Laikera to Kalobahal road,Repair to Bridge over Basundhara river at 2nd Km on Laikera to Kalobahal road,Please refer Tender documents. ,NA ,"13,37,000",Civil Works - Roads,NA ,Tender,90.0,30.0,Sundargarh,770020.0,NA ,NA ,NA ,O/o of the Superintending Engineer,No ,No,CE RW I||RW-CIRCLE-SUNDARGARH||RW-Division-Sundargarh I,Online-SESNG-28 of 2025-26,2026_CERWI_126369_2,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,CE RW I||RW-CIRCLE-SUNDARGARH||RW-Division-Sundargarh I,2026_CERWI_126369_2,Online-SESNG-28 of 2025-26,Repair to Bridge over Basundhara river at 2nd Km on Laikera to Kalobahal road,Er. Hitesh Agarwal,Internal,,Hitesh Agarwal,10-Apr-2026 10:47 AM,finsummary_582177.pdf (334.64 KB),Finance,Accepted,Hitesh Agarwal,27-Feb-2026 06:18 PM,finance_582177.pdf,BOQ Comparative Chart,1.0,3414264.0,ASHOK KUMAR PANDA,INR,"1,335,627",1,3414264,ASHOK KUMAR PANDA,27-Feb-2026 03:29 PM,Accepted-AOC,Accepted,10-Apr-2026 10:50 AM,10-Apr-2026,"INR 1,335,627",30.0,Hitesh Agarwal,10-Apr-2026 10:50 AM,2203.pdf (717.00 KB),Er. Hitesh Agarwal,Internal,,Hitesh Agarwal,10-Apr-2026 10:45 AM,techsummary_582177.pdf (334.64 KB),AOC
2,ICICI NEFT/RTGS,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3413481,JAYANARAYAN PASAYAT,27-Feb-2026 08:57 AM,Rejected-Technical,Rejected,10-Apr-2026 10:45 AM,,,,,,,,,,,,,AOC
