Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
EXECUTIVE ENGINEER RURAL WORKS DIVISION GAJAPATI,"EXECUTIVE ENGINEER RURAL WORKS DIVISION GAJAPATI, PARALAKHEMUNDI",Repair and Renovation of R.I Office building at B.L.Pur for the year 2025-26.,Repair and Renovation of R.I Office building at B.L.Pur for the year 2025-26.,Please refer Tender documents. ,NA ,"2,52,000",Civil Works - Buildings,NA ,Tender,90.0,30.0,"EXECUTIVE ENGINEER, RURAL WORKS DIVISION GAJAPATI",761200.0,NA ,NA ,NA ,"RURAL WORKS DIVISION GAJAPATI, PARALAKHEMUNDI",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"CDMS, GSTIN, PAN, AFFIDAVIT AND ANY OTHER DOCUMENTS AS PER DTCN","2,000",0.0,Nil,Nil,No,1,ICICI BANK,"2,520",Yes,fixed,,Nil,Nil,22-Jan-2026 04:30 PM,30-Jan-2026 11:00 AM,22-Jan-2026 04:30 PM,29-Jan-2026 05:00 PM,NA ,NA ,22-Jan-2026 04:30 PM,29-Jan-2026 05:00 PM,CE RW I||RWCIRCLE-RAYAGADA||RWDIVISION-GAJAPATI,Online Tender 13/GJP/2025-26,2026_CERWI_124987_4,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,CE RW I||RWCIRCLE-RAYAGADA||RWDIVISION-GAJAPATI,2026_CERWI_124987_4,Online Tender 13/GJP/2025-26,Repair and Renovation of R.I Office building at B.L.Pur for the year 2025-26.,EXECUTIVE ENGINEER,Internal,"DAO, Estimator",Govinda Bihari Marndi,13-Apr-2026 01:16 PM,finsummary_577432.pdf (402.36 KB),Finance,Admitted,Govinda Bihari Marndi,13-Apr-2026 01:11 PM,finance_577432.pdf,BOQ Comparative Chart,1.0,3371856.0,RAGHABAREDDY RAMKRUSHNA,INR,"165,455",1,3371442,Debaraj Lima,29-Jan-2026 12:30 PM,Rejected-AOC,Work Awarded to R.Rama Ramakrishna,13-Apr-2026 01:20 PM,13-Apr-2026,"INR 165,455",30.0,Govinda Bihari Marndi,13-Apr-2026 01:20 PM,BLPurRI.pdf (911.00 KB),EXECUTIVE ENGINEER,Internal,"DAO, Estimator",Govinda Bihari Marndi,13-Apr-2026 01:13 PM,techsummary_577432.pdf (402.36 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3371856,RAGHABAREDDY RAMKRUSHNA,29-Jan-2026 01:12 PM,Accepted-AOC,Work Awarded to R.Rama Ramakrishna,13-Apr-2026 01:20 PM,,,,,,,,,,,,,AOC
