Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
16-Apr-2026,"INR 1,735,949",30.0,Sanjeet Kumar Naik,16-Apr-2026 11:12 AM,1.pdf (529.00 KB),CE RW I||RWCIRCLE-BARIPADA||RW Division Rairangpur,2026_CERWI_124797_25,RWDRRP-22/25-26,Periodical maint of Chadeipahadi - Bhimkanda for the year 2025-26 (Paver),1.0,3368679.0,SANGRAM KESHORI SOREN,INR,"1,735,949",1,3368922,HARAPRASAD SARDAR,27-Jan-2026 04:52 PM,Rejected-AOC,Accepted,16-Apr-2026 11:13 AM,Finance,open,Sanjeet Kumar Naik,16-Apr-2026 10:50 AM,finance_576750.pdf,BOQ Comparative Chart,Sanjeet Kumar Naik,Internal,,Sanjeet Kumar Naik,16-Apr-2026 11:08 AM,finsummary_576750.pdf (529.09 KB),Sanjeet Kumar Naik,Internal,,Sanjeet Kumar Naik,16-Apr-2026 10:52 AM,techsummary_576750.pdf (529.09 KB),AOC,CE RW I||RWCIRCLE-BARIPADA||RW Division Rairangpur,RWDRRP-22/25-26,2026_CERWI_124797_25,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,Periodical maint of Chadeipahadi - Bhimkanda for the year 2025-26 (Paver),Periodical maint of Chadeipahadi - Bhimkanda for the year 2025-26 (Paver),Please refer Tender documents. ,NA ,"24,92,000",Civil Works - Roads,NA ,Tender,90.0,30.0,Rairangpur,757043.0,NA ,NA ,NA ,SERWD Rairangpur,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,PAN GSIIn Affidavit etc as per DTCN,SERWD Rairangpur,SERWD Rairangpur,19-Jan-2026 06:00 PM,28-Jan-2026 11:30 AM,19-Jan-2026 06:00 PM,27-Jan-2026 05:00 PM,19-Jan-2026 06:00 PM ,24-Jan-2026 05:00 PM ,19-Jan-2026 06:00 PM,27-Jan-2026 05:00 PM,"24,920",Yes,percentage,1.0%,Nil,Nil,AOC
,,,,,,,,,,,,,,,2,3368184,JAGANNATH HEMBRAM,27-Jan-2026 02:20 PM,Rejected-AOC,Accepted,16-Apr-2026 11:13 AM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,.xls,Bill of quantity,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,3,3368170,RANJITA DAS,27-Jan-2026 03:30 PM,Rejected-AOC,Accepted,16-Apr-2026 11:13 AM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4,3367448,SANATAN MOHANTA,27-Jan-2026 03:41 PM,Rejected-AOC,Accepted,16-Apr-2026 11:13 AM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,3368679,SANGRAM KESHORI SOREN,27-Jan-2026 03:59 PM,Accepted-AOC,Lottery winner,16-Apr-2026 11:13 AM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,6,3366759,TULASHI RAJAK,26-Jan-2026 08:09 PM,Rejected-AOC,Accepted,16-Apr-2026 11:13 AM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
