Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage
"S.E, R.W.Division, Cuttack","At-REO Colony, P.O.-Nayabazar, Dist.-Cuttack","6,000",0.0,Nil,Nil,No,"38,827",Yes,percentage,1.0%,Nil,Nil,24-Jan-2026 06:00 PM,31-Jan-2026 11:00 AM,24-Jan-2026 06:00 PM,30-Jan-2026 05:00 PM,24-Jan-2026 06:00 PM ,29-Jan-2026 05:00 PM ,24-Jan-2026 06:00 PM,30-Jan-2026 05:00 PM,1.0,ICICI BANK,CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-CUTTACK,RWD CTC-16/2025-26,2026_CERWI_125019_11,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper cost, GSTIN, EMD, PAN, Affidavit,correctness and No relation certificate",S/R to Biribati Dighi Road for the year 2025-26,S/R to Biribati Dighi Road for the year 2025-26,Refer tender documents ,NA ,"38,82,678",Civil Works - Roads,NA ,Tender,90.0,30.0,"S.E, R.W.Division, Cuttack",753004.0,NA ,NA ,NA ,"O/o the S.E, R.W.Division, Cuttack",No ,No,AOC,"S.E, R.W.Division, Cuttack",Internal,"DAO-I and A.E. Estimator of R.W.Division, Cuttack",Priyadarshini Balsamanta,18-Apr-2026 09:56 AM,techsummary_577637.pdf (1454.68 KB),"S.E, R.W.Division, Cuttack",Internal,"DAO-I and A.E. Estimator of R.W.Division, Cuttack",Priyadarshini Balsamanta,18-Apr-2026 10:09 AM,finsummary_577637.pdf (1454.68 KB),Finance,Tender open by technical committee held on dt.31.01.2026,Priyadarshini Balsamanta,16-Feb-2026 08:17 AM,finance_577637.pdf,BOQ Comparative Chart,1,3374414,ANTARYAMI BEHERA (S.C),30-Jan-2026 04:00 PM,Rejected-Finance,18.00 Percentage less and Rejected due to 9thlowest.,18-Apr-2026 10:09 AM,1.0,3374368.0,M/S.BISHNUPRIYA CONSTRUCTION,INR,"2,657,693",CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-CUTTACK,2026_CERWI_125019_11,RWD CTC-16/2025-26,S/R to Biribati Dighi Road for the year 2025-26,18-Apr-2026,"INR 2,657,693",30.0,Priyadarshini Balsamanta,18-Apr-2026 10:13 AM,WO.pdf (469.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,3372768,JHARANA DASH,29-Jan-2026 06:27 PM,Rejected-Finance,23.00 Percentage less and Rejected due to 4th lowest.,18-Apr-2026 10:09 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,3374106,KASHINATH PRADHAN,30-Jan-2026 01:52 PM,Rejected-Finance,25.00 Percentage less and Rejected due to 3rd lowest.,18-Apr-2026 10:09 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,3373935,Laxman Dhinda,30-Jan-2026 01:20 PM,Rejected-Finance,20.00 Percentage less and Rejected due to 6th lowest.,18-Apr-2026 10:09 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,3373583,MAHESWAR BEHERA,30-Jan-2026 12:34 PM,Rejected-Finance,22.00 Percentage less and Rejected due to 6th lowest.,18-Apr-2026 10:09 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,3374368,M/S.BISHNUPRIYA CONSTRUCTION,30-Jan-2026 04:28 PM,Accepted-AOC,Selected due to 1st lowest,18-Apr-2026 10:13 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,3370865,NIRUPAMA SETHI,28-Jan-2026 08:11 PM,Rejected-Finance,21.50 Percentage less and Rejected due to 7th lowest.,18-Apr-2026 10:09 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,3372792,SOUBHAGYA RANJAN MOHAPATRA,29-Jan-2026 07:50 PM,Rejected-Finance,30.90 Percentage less and Rejected due to 2nd lowest.,18-Apr-2026 10:09 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,3374459,Sri Sisir Mallick,30-Jan-2026 03:49 PM,Rejected-Finance,14.99 Percentage less and Rejected due to 10th lowest.,18-Apr-2026 10:09 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,3372870,SRI SUMAN BEHERA,29-Jan-2026 07:56 PM,Rejected-Finance,19.99 Percentage less and Rejected due to 8th lowest.,18-Apr-2026 10:09 AM,,,,,,,,,,,,,,,,AOC
