Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Forest Environment and Climate Change Department||RCCF Rourkela||DFO Keonjhar,FEnCC-DFO (T)- KJR-05/2025-26,2026_DFOKJ_125883_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Construction of RCC Check Dam on Nallah 1 inside Baunsuli RF of Patna Range under OMBADC (DPR 2023-24),Construction of RCC Check Dam on Nallah 1 inside Baunsuli RF of Patna Range under OMBADC (DPR 2023-24),Please refer Tender documents. ,NA ,"30,40,660",Civil Works - Water Works,NA ,Tender,90.0,30.0,Baunsuli RF Patna Range,758030.0,NA ,NA ,NA ,Keonjhar,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, GST, PAN, Payment details and Other documents as per DTCN","Divisional Forest Officer, Keonjhar Division","Office of the Divisional Forest Officer, Po-dist-Keonjhar-758001","30,500",Yes,fixed,,Nil,Nil,"6,000",Nil,Nil,No,12-Feb-2026 10:00 AM,21-Feb-2026 10:00 AM,12-Feb-2026 10:00 AM,20-Feb-2026 05:00 PM,12-Feb-2026 10:00 AM ,20-Feb-2026 05:00 PM ,12-Feb-2026 10:00 AM,20-Feb-2026 05:00 PM,1.0,ICICI BANK,AOC,"Dhanraj HD, IFS",Internal,"Jyotirmaya suar, Jr Asst, Narayan Panda, Head Clerk, Ashok Ku Das, ACF, sudipta Panda, ACF",Dhanraj Hanumant Dhamdhere,29-Apr-2026 12:58 PM,finsummary_580816.pdf (596.49 KB),Forest Environment and Climate Change Department||RCCF Rourkela||DFO Keonjhar,2026_DFOKJ_125883_2,FEnCC-DFO (T)- KJR-05/2025-26,Construction of RCC Check Dam on Nallah 1 inside Baunsuli RF of Patna Range under OMBADC (DPR 2023-24),1.0,3403933.0,HEMANTA KUMAR NAIK,INR,"2,597,697",Finance,bid opening summary,Ashok Kumar Das,21-Feb-2026 01:50 PM,finance_580816.pdf,BOQ Comparative Chart,29-Apr-2026,"INR 2,597,697",30.0,Dhanraj Hanumant Dhamdhere,29-Apr-2026 01:01 PM,2WO.pdf (334.00 KB),Work order issued to L1 Bidder selected through lottery,1,3405578,DHARMAJEET SAHU,20-Feb-2026 01:57 PM,Rejected-Finance,DisQualified,29-Apr-2026 12:58 PM,"Dhanraj HD, IFS",Internal,"Jyotirmaya suar, Jr Asst, Narayan Panda, Head Clerk, Ashok Ku Das, ACF, sudipta Panda, ACF",Dhanraj Hanumant Dhamdhere,29-Apr-2026 12:47 PM,techsummary_580816.pdf (853.44 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3404883,DIBYAJIBAN SAHOO,19-Feb-2026 07:11 PM,Rejected-Finance,DisQualified,29-Apr-2026 12:58 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3403007,GAGAN BIHARI SAHOO,18-Feb-2026 07:30 PM,Rejected-Finance,DisQualified,29-Apr-2026 12:58 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3403933,HEMANTA KUMAR NAIK,19-Feb-2026 12:55 PM,Accepted-AOC,accepted,29-Apr-2026 01:02 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3405036,JASHODA BEHERA,20-Feb-2026 05:21 AM,Rejected-Finance,DisQualified,29-Apr-2026 12:58 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3404766,MANOJ KUMAR DAS,20-Feb-2026 03:53 PM,Rejected-Finance,DisQualified,29-Apr-2026 12:58 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3405005,M/S AADIDEV ENTERPRISES PROP-DEBABRATA GIRI,19-Feb-2026 09:27 PM,Rejected-Finance,DisQualified,29-Apr-2026 12:58 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3402525,NIHAR RANJAN MAHAKUD,18-Feb-2026 03:33 PM,Rejected-Finance,DisQualified,29-Apr-2026 12:58 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3399514,RAMA CHANDRA SAHOO,18-Feb-2026 01:14 PM,Rejected-AOC,not accepted,29-Apr-2026 01:02 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3405742,SANJAY KUMAR MOHAPATRA,20-Feb-2026 02:48 PM,Rejected-Finance,DisQualified,29-Apr-2026 12:58 PM,,,,,,,AOC
