Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Name,Address,Tender Stage
Finance,Attached,Chhabi Podh,13-Mar-2026 04:09 PM,finance_583318.pdf,BOQ Comparative Chart,1.0,3426193.0,JYOTIPRABHA PRADHAN,INR,"1,537,794.62",Municipal Bodies||Kantabanji NAC,2026_ORULB_126682_3,NAC-KBJ-004/2025-26,Construction of Drain with Cover Plate from Ramakanta Putel Hosue to Main Drain of Pudapadar In Ward No. 11,Executive Officer,Internal,"Chhabi Podh, Executive Officer, Ashok Kumar Patnaik, Municipal Engineer, Dipty Ranjan Nanda, Assistant Engineer",Chhabi Podh,06-Apr-2026 06:34 PM,finsummary_583318.pdf (80.91 KB),Executive Officer,Internal,"Chhabi Podh, Executive Officer, Ashok Kumar Patnaik, Municipal Engineer, Dipty Ranjan Nanda, Assistant Engineer",Chhabi Podh,06-Apr-2026 12:38 PM,techsummary_583318.pdf (80.91 KB),06-Apr-2026,"INR 1,537,794.62",90.0,Chhabi Podh,06-Apr-2026 07:49 PM,461_WorkOrder.pdf (58.00 KB),JYOTIPRABHA PRADHAN,1,3426193,JYOTIPRABHA PRADHAN,11-Mar-2026 11:19 AM,Accepted-AOC,L1 in Lottery,06-Apr-2026 07:50 PM,AOC,Municipal Bodies||Kantabanji NAC,NAC-KBJ-004/2025-26,2026_ORULB_126682_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Construction of Drain with Cover Plate from Ramakanta Putel Hosue to Main Drain of Pudapadar In Ward No. 11,Construction of Drain with Cover Plate from Ramakanta Putel Hosue to Main Drain of Pudapadar In Ward No. 11,Please refer Tender documents. ,NA ,"13,04,519",Civil Works - Others,Drain ,Tender,90.0,90.0,Kantabanji NAC,767039.0,NA ,NA ,NA ,"O/o The Executive Officer, Kantabanji NAC",No ,No,"6,000",0.0,Nil,Nil,No,"13,100",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,Documents as per DTCN,02-Mar-2026 11:00 AM,13-Mar-2026 11:00 AM,02-Mar-2026 11:00 AM,11-Mar-2026 05:00 PM,NA ,NA ,02-Mar-2026 11:00 AM,11-Mar-2026 05:00 PM,1,ICICI BANK,"Executive Officer, Kantabanji NAC","Kantabanji NAC, Kantabanji, Balangir, Odisha, 767039",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3425877,KUNAL SHARMA,11-Mar-2026 11:34 AM,Rejected-AOC,L2 in Lottery,06-Apr-2026 07:50 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BoQ Bid,,,,,,,,,2,ICICI NEFT/RTGS,,,AOC
