Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
27-Apr-2026,"INR 1,246,902",30.0,Priyadarshini Balsamanta,27-Apr-2026 11:38 PM,WO.pdf (1108.00 KB),CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-CUTTACK,2026_CERWI_126220_17,RWD CTC-22/2025-26,S/R to Patasundarpur-Badamulei Road for the year 2025-26,1.0,3410178.0,SUPRAVA PATTNAIK,INR,"1,246,902",1,3411271,BRUSHA KETU SAMAL,25-Feb-2026 02:28 PM,Rejected-AOC,Not selected in lottery,27-Apr-2026 11:38 PM,Finance,Tender open by technical committee held on dt.27.02.2026,Priyadarshini Balsamanta,31-Mar-2026 12:03 AM,finance_582095.pdf,BOQ Comparative Chart,"S.E, R.W.Division, Cuttack",Internal,"DAO-I and A.E. Estimator of R.W.Division, Cuttack",Priyadarshini Balsamanta,27-Apr-2026 11:34 PM,finsummary_582095.pdf (1831.57 KB),"S.E, R.W.Division, Cuttack",Internal,"DAO-I and A.E.Estimator of R.W.Division,Cuttack",Priyadarshini Balsamanta,27-Apr-2026 11:29 PM,techsummary_582095.pdf (1831.57 KB),AOC,"S.E, R.W.Division, Cuttack","At.-REO Colony, P.O.-Nayabazar, Dist.-Cuttack",S/R to Patasundarpur-Badamulei Road for the year 2025-26,S/R to Patasundarpur-Badamulei Road for the year 2025-26,Refer tender documents ,NA ,"12,46,902",Civil Works - Roads,NA ,Tender,90.0,30.0,"S.E, R.W.Division, Cuttack",753004.0,NA ,NA ,NA ,"O/o the S.E, R.W.Division, Cuttack",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper cost, GSTIN, EMD, PAN, Affidavit,correctness and No relation certificate and as per DTCN",1.0,ICICI BANK,CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-CUTTACK,RWD CTC-22/2025-26,2026_CERWI_126220_17,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,20-Feb-2026 10:00 AM,27-Feb-2026 11:00 AM,20-Feb-2026 10:00 AM,26-Feb-2026 05:00 PM,20-Feb-2026 10:00 AM ,25-Feb-2026 05:00 PM ,20-Feb-2026 10:00 AM,26-Feb-2026 05:00 PM,"12,469",Yes,percentage,1.0%,Nil,Nil,"6,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,2,3412582,JHARANA DASH,26-Feb-2026 01:00 PM,Rejected-AOC,Not selected in lottery,27-Apr-2026 11:38 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,3,3407751,MRUTYUNJAY ROUT,22-Feb-2026 09:35 PM,Rejected-AOC,Not selected in lottery,27-Apr-2026 11:38 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4,3412669,RAKESH KUMAR PRADHAN,26-Feb-2026 01:30 PM,Rejected-AOC,Not selected in lottery,27-Apr-2026 11:38 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,3410848,SASHANKA SEKHAR SWAIN,26-Feb-2026 04:14 PM,Rejected-AOC,Not selected in lottery,27-Apr-2026 11:38 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,6,3411772,SATYABRATA PATRA,25-Feb-2026 07:39 PM,Rejected-AOC,Not selected in lottery,27-Apr-2026 11:38 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,7,3407952,SUMANTA KUMAR DAS,24-Feb-2026 07:49 PM,Rejected-AOC,Not selected in lottery,27-Apr-2026 11:38 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,8,3410178,SUPRAVA PATTNAIK,24-Feb-2026 05:07 PM,Accepted-AOC,Selected through lottery,27-Apr-2026 11:38 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
