Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage
Finance,2 NOS OF BIDDER ARE PARTICIPATED,Shrabani Routray,16-Mar-2026 12:06 PM,,BOQ Comparative Chart,1.0,3430926.0,SARTHAK INFRA AND ASSOCIATES,INR,"867,434.81",CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-BHUBANESWAR,2026_CERWI_127069_2,Tender Online Divn. BBSR - 39/2025-26,S/R to PWD Road to Tota (RD road to Deogaon and Deogaon to Tota) Road,SE RWD BBSR,Internal,Sr DAO AEE and Estimator,Nirmal Chandra Jena,02-Apr-2026 01:18 PM,finsummary_584527.pdf (614.56 KB),SE RWD BBSR,Internal,Sr DAO AEE and Estimator,Nirmal Chandra Jena,02-Apr-2026 01:15 PM,techsummary_584527.pdf (614.56 KB),02-Apr-2026,"INR 867,434.81",30.0,Nirmal Chandra Jena,02-Apr-2026 01:20 PM,tota.pdf (615.00 KB),AoC,1,3430926,SARTHAK INFRA AND ASSOCIATES,14-Mar-2026 04:31 PM,Accepted-AOC,L1 Bidder,02-Apr-2026 01:20 PM,AOC,S/R to PWD Road to Tota (RD road to Deogaon and Deogaon to Tota) Road,S/R to PWD Road to Tota (RD road to Deogaon and Deogaon to Tota) Road,Please refer Tender documents. ,NA ,"12,71,000",Civil Works - Roads,NA ,Tender,90.0,30.0,Khordha,751013.0,NA ,NA ,NA ,O/o the SE RWD BBSR,No ,No,SE RWD BBSR,O/o the SE RWD BBSR,09-Mar-2026 02:00 PM,16-Mar-2026 11:00 AM,09-Mar-2026 02:00 PM,14-Mar-2026 05:00 PM,NA ,NA ,09-Mar-2026 02:00 PM,14-Mar-2026 05:00 PM,"6,000",0.0,Nil,Nil,No,"12,710",Yes,percentage,1.0%,Nil,Nil,1,ICICI BANK,CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-BHUBANESWAR,Tender Online Divn. BBSR - 39/2025-26,2026_CERWI_127069_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Tender Cost EMD GSTIN PAN Contractor RC Affidavits undertakings and any other document as per DTCN,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3427701,SUSANTA KUMAR PRADHAN,11-Mar-2026 06:45 PM,Rejected-AOC,L3 Bidder,02-Apr-2026 01:20 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,.xls,BOQ,AOC
