Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
S.E. R.W. Divn. BBSR,O/o S.E. R.W. Divn. BBSR,09-Mar-2026 04:30 PM,16-Mar-2026 11:00 AM,09-Mar-2026 04:30 PM,14-Mar-2026 05:00 PM,NA ,NA ,09-Mar-2026 04:30 PM,14-Mar-2026 05:00 PM,CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-BHUBANESWAR,Tender Online Divn. BBSR - 39/2025-26,2026_CERWI_127073_11,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,S/R to GBC to Bisarpur road for the year 2025-26,S/R to GBC to Bisarpur road for the year 2025-26,Please refer Tender documents. ,NA ,"16,95,000",Civil Works - Roads,NA ,Tender,90.0,30.0,S.E. R.W. Divn. BBSR,751013.0,NA ,NA ,NA ,O/o S.E. R.W. Divn. BBSR,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Tender Cost EMD GSTIN PAN Contractor RC Affidavits undertakings and any other document as per DTCN,1.0,ICICI BANK,"16,950",Yes,percentage,1.0%,Nil,Nil,"6,000",0.0,Nil,Nil,No,AOC,Superintending Engineer,Internal,"Sr.DAO, AEE and EstimTOR",Nirmal Chandra Jena,09-Apr-2026 02:01 PM,finsummary_584568.pdf (504.90 KB),Superintending Engineer,Internal,"Sr.DAO, AEE and Estimator",Nirmal Chandra Jena,09-Apr-2026 01:55 PM,techsummary_584568.pdf (504.90 KB),09-Apr-2026,"INR 1,694,184",30.0,Nirmal Chandra Jena,09-Apr-2026 02:04 PM,bisarpur.pdf (215.00 KB),AoC,CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-BHUBANESWAR,2026_CERWI_127073_11,Tender Online Divn. BBSR - 39/2025-26,S/R to GBC to Bisarpur road for the year 2025-26,1.0,3430668.0,RASMITA BEHERA,INR,"1,694,184",1,3428715,BISWAMBER PATTANAIK,13-Mar-2026 05:19 PM,Rejected-Finance,Not success in lottery,09-Apr-2026 02:01 PM,Finance,20 nos of bidder are participated,Nirmal Chandra Jena,16-Mar-2026 01:21 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BoQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3430744,CHITTA RANJAN DASH,14-Mar-2026 02:06 PM,Rejected-Finance,Not success in lottery,09-Apr-2026 02:01 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3428886,DEBASISH DAS,12-Mar-2026 05:15 PM,Rejected-Finance,Not success in lottery,09-Apr-2026 02:01 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3430563,DESABANDHU JENA,14-Mar-2026 12:14 PM,Rejected-Finance,Not success in lottery,09-Apr-2026 02:01 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3428730,DURYODHAN KAR,13-Mar-2026 05:26 PM,Rejected-Finance,Not success in lottery,09-Apr-2026 02:01 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3429063,HRUDANANDA MISHRA,14-Mar-2026 11:41 AM,Rejected-Finance,Not success in lottery,09-Apr-2026 02:01 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3430424,JAGANATH SAHOO,14-Mar-2026 12:00 PM,Rejected-Finance,Not success in lottery,09-Apr-2026 02:01 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3430852,JAY MAHADEV CONSTRUCTION,14-Mar-2026 04:09 PM,Rejected-Finance,Not success in lottery,09-Apr-2026 02:01 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3430515,JAY SITA RAM AGENCY,14-Mar-2026 10:35 AM,Rejected-Finance,Not success in lottery,09-Apr-2026 02:01 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3430694,MANGARAJ BARIK,14-Mar-2026 02:33 PM,Rejected-Finance,Not success in lottery,09-Apr-2026 02:01 PM,,,,,,,AOC
