S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
1,ICICI BANK,"OFFICE OF CCSO-CUM-DM, OSCSC LTD., CUTTACK","OFFICE OF CCSO-CUM-DM, OSCSC LTD., COLLECTORATE, CUTTACK",TENDER FOR SELECTION N APPOINTMENT OF LEVEL-II TRANSPORT CONTRACTOR OF TIGIRIA UNIT FOR FY 25-27,TENDER FOR TRANSPORTING RICE FROM RRC -CUM- DSC TO FPS POINTS OF TIGIRIA UNIT FOR THE FY 2025-27,PL REFER TO THE TENDER DOCUMENTS ,NA ,,Handling and Transportation,NA ,Tender,180.0,NA ,WITHIN CUTTACK DISTRICT,753002.0,"OFFICE OF CCSO-CUM-DM, OSCSC LTD., CUTTACK ","OFFICE OF CCSO-CUM-DM, OSCSC LTD., COLLECTORATE, CUTTACK  ",21-Jul-2025 11:30 AM ,"OFFICE OF CCSO-CUM-DM, OSCSC LTD., CUTTACK",No ,No,"1,20,852",No,fixed,,Nil,Nil,Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Cuttack,2062-4,2025_OSCSC_115717_1,Yes,Open Tender,Percentage,Services,2.0,No,No,Online,No,No,No,"5,900",0.0,Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,NIT N DTCN FOR SELECTION N APPOINTMENT OF LEVEL-II TRANSPORT CONTRACTOR OF TIGIRIA UNIT FOR FY 25-27,19-Jul-2025 03:00 PM,04-Aug-2025 11:30 AM,19-Jul-2025 04:00 PM,02-Aug-2025 05:30 PM,NA ,NA ,19-Jul-2025 04:00 PM,02-Aug-2025 05:30 PM,20-Aug-2025 12:00 PM,AOC,Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Cuttack,2025_OSCSC_115717_1,2062-4,TENDER FOR SELECTION N APPOINTMENT OF LEVEL-II TRANSPORT CONTRACTOR OF TIGIRIA UNIT FOR FY 25-27,Technical,All bidders are admitted to Technical Evaluation.,K CHANDRA SEKHAR PATRA,04-Aug-2025 04:32 PM,,"COLLECTOR, CUTTACK",Internal,"ADM, DEV, CUTTACK, RTO, CUTTACK, DSWO, CUTTACK, DLO, CUTTACK, CCSO-CUM-DM, OSCSC LTD., CUTTACK",K CHANDRA SEKHAR PATRA,16-Apr-2026 01:06 PM,finsummary_546418.pdf (516.83 KB),1.0,3014377.0,CHITTARANJAN SAHOO,INR,42.82,1,3014377,CHITTARANJAN SAHOO,02-Aug-2025 01:10 PM,Accepted-AOC,CHITTA RANJAN SAHOO HAS AWARDED THE CONTRACT FOR TIGIRIA BLOCK,16-Apr-2026 01:18 PM,16-Apr-2026,INR 42.82,345.0,K CHANDRA SEKHAR PATRA,16-Apr-2026 01:18 PM,LIITIGIRIA202527.pdf (780.00 KB),"SRI CHITTA RANJAN SAHOO, LEVEL-II TRANSPORT CONTRACTOR HAS AWARDED THE CONTRACT FOR TIGIRIA BLOCK FOR THE FINANCIAL YEAR 025-27.","COLLECTOR, CUTTACK",Internal,"ADM, CUTTACK, RTO, CUTTACK, DSWO, CUTTACK, DLO, CUTTACK, CHIEF CSO CUM DM, OSCSC LTD., CUTTACK",K CHANDRA SEKHAR PATRA,18-Aug-2025 01:17 PM,20-Aug-2025 12:00 PM,techsummary_546418.pdf (1211.20 KB),Finance,All bidders are admitted to Financial Evaluation,K CHANDRA SEKHAR PATRA,20-Aug-2025 07:51 PM,,BOQ Comparative Chart,AOC
2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ FOR SELECTION N APPOINTMENT OF LEVEL-II TRANSPORT CONTRACTOR OF TIGIRIA UNIT FOR FY 25-27,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2,3014465,NAYAN KUMAR DAS,02-Aug-2025 12:47 PM,Rejected-AOC,NAYAN DAS IS REJECTED DUE TO HIGHER BIDDING RATE.,16-Apr-2026 01:18 PM,,,,,,,,,,,,,,,,,,,,,AOC
