Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"4,000",0.0,Nil,Nil,No,EIC-CIVIL||SERNB-CIRCLE-KHURDA||EERNB-DIVN-PURI,SERANDB PURI-55/2025-26,2026_EICCL_124570_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC,PAN,GST,EMD,COST OF TENDER PAPER,AFFIDAVIT AND OTHER DOCUMENTS AS PER APPROVED DTCN","9,744",Yes,percentage,1.0%,Nil,Nil,15-Jan-2026 10:00 AM,22-Jan-2026 11:00 AM,15-Jan-2026 10:00 AM,21-Jan-2026 05:00 PM,15-Jan-2026 10:00 AM ,19-Jan-2026 05:00 PM ,15-Jan-2026 10:00 AM,21-Jan-2026 05:00 PM,"Provision of firefighting system such as automatic fire detection system (smoke detector, beam detector) Fire extinguisher and electrical renovation to District Record Room Puri","Provision of firefighting system such as automatic fire detection system (smoke detector, beam detector) Fire extinguisher and electrical renovation to District Record Room Puri",NA ,NA ,"9,74,434",Electrical Works,NA ,Tender,90.0,30.0,Puri,752001.0,NA ,NA ,NA ,O/o the S E R and B Division Puri,No ,No,Er.Soumya Ranjan Dwibedi,O/o the S E R and B Division Puri,AOC,30-Apr-2026,"INR 766,880",30.0,Soumya Ranjan Dwibedi,30-Apr-2026 01:41 PM,AoC.pdf (1359.00 KB),The bidder had quoted lowest rate among the qualified bidder so that the work has been awarded to him,1,3363080,ALOK KUMAR MOHAPATRA,21-Jan-2026 03:40 PM,Rejected-AOC,Rejected,30-Apr-2026 01:41 PM,Er. Soumya Ranjan Dwibedi,Internal,Sri Abadhuta Prasad Das Smt Smita Pal,Soumya Ranjan Dwibedi,30-Apr-2026 01:23 PM,techsummary_575817.pdf (420.66 KB),EIC-CIVIL||SERNB-CIRCLE-KHURDA||EERNB-DIVN-PURI,2026_EICCL_124570_1,SERANDB PURI-55/2025-26,"Provision of firefighting system such as automatic fire detection system (smoke detector, beam detector) Fire extinguisher and electrical renovation to District Record Room Puri",Er. Soumya Ranjan Dwibedi,Internal,Sri Abadhuta Prasad Das Smt Smita Pal,Soumya Ranjan Dwibedi,30-Apr-2026 01:34 PM,finsummary_575817.pdf (420.66 KB),Finance,Total 6 Nos Bidder are participated in the online tender,Soumya Ranjan Dwibedi,22-Jan-2026 01:31 PM,,BOQ Comparative Chart,1.0,3363012.0,M/S JAGANNATH FIRE SERVICES,INR,"766,880",AOC
,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2,3362820,CHAKADOLA ELECTRICAL,21-Jan-2026 01:52 PM,Rejected-AOC,Rejected,30-Apr-2026 01:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,3362507,K3ALERT SYSTEM,21-Jan-2026 12:16 PM,Rejected-AOC,Rejected,30-Apr-2026 01:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,3362492,M/S FIRESTOP SALES AND SERVICES,21-Jan-2026 12:31 PM,Rejected-Finance,The bidder has not furnished the Registration Certificate as per Clause 10 C of DTCN,30-Apr-2026 01:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,3363012,M/S JAGANNATH FIRE SERVICES,21-Jan-2026 03:16 PM,Accepted-AOC,The bidder had quoted lowest rate among the qualified bidder so that the work has been awarded to him,30-Apr-2026 01:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,3363017,VACRON TECHNOLOGY PRIVATE LIMITED,21-Jan-2026 04:10 PM,Rejected-Technical,The bidder has not furnished the Registration Certificate as per Clause No 10 (C) of DTCN,30-Apr-2026 01:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
