S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3431825,JASABANTA MOHANTY,15-Mar-2026 09:30 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,07-Apr-2026 07:47 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3434416,JASHABANTA BHOI,17-Mar-2026 04:24 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,07-Apr-2026 07:47 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3434576,JAYANTA KUMAR GHOSH,17-Mar-2026 04:24 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,07-Apr-2026 07:47 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3434179,KHAGENDRA BEHERA,17-Mar-2026 12:37 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,07-Apr-2026 07:47 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,3433474,KUMAR SANAM NAYAK,16-Mar-2026 06:49 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,07-Apr-2026 07:47 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,3432779,MANAS KUMAR BEHERA,17-Mar-2026 12:21 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,07-Apr-2026 07:47 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,3429269,MANOJ KUMAR MANDAL,13-Mar-2026 06:53 AM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,07-Apr-2026 07:47 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3434171,NIBEDITA BEHERA,17-Mar-2026 03:15 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,07-Apr-2026 07:47 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,3433898,PRAHALLAD BEHERA,17-Mar-2026 11:05 AM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,07-Apr-2026 07:47 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,3434448,Prajukta Mohanty,17-Mar-2026 02:53 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,07-Apr-2026 07:47 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,3428290,PRAMOD KUMAR BEHERA,16-Mar-2026 07:26 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,07-Apr-2026 07:47 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,3434388,PREETI RANJAN SAHU,17-Mar-2026 01:59 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,07-Apr-2026 07:47 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,3432498,PRIYADARSHI JENA,16-Mar-2026 09:06 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,07-Apr-2026 07:47 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,3434023,PUNEET KUMAR SAHOO,17-Mar-2026 10:38 AM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,07-Apr-2026 07:47 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,3431894,RAJAT KUMAR SATPATHY,15-Mar-2026 08:59 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,07-Apr-2026 07:47 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,3433658,RAKESH KUMAR SAHU,16-Mar-2026 07:27 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,07-Apr-2026 07:47 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,3432835,RINKI MOULIK,17-Mar-2026 11:41 AM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,07-Apr-2026 07:47 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,3431442,RITIKA PATI,15-Mar-2026 01:52 PM,Accepted-AOC,Work order issued,07-Apr-2026 07:53 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,3433691,SAGAR PARIDA,16-Mar-2026 06:28 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,07-Apr-2026 07:47 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,3432611,SANDEEP KUMAR PATI,17-Mar-2026 12:50 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,07-Apr-2026 07:47 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,3432389,SAROJ KUMAR PANDA,17-Mar-2026 03:23 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,07-Apr-2026 07:47 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,3432717,SASMITA RANI PATTANAYAK,17-Mar-2026 01:59 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,07-Apr-2026 07:47 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,3433747,SATYA NARAYAN DAS,16-Mar-2026 08:09 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,07-Apr-2026 07:47 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,3434371,SATYA NARAYAN DASH,17-Mar-2026 01:46 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,07-Apr-2026 07:47 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,3434452,SATYANARAYAN NATH,17-Mar-2026 03:16 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,07-Apr-2026 07:47 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,3433785,SEKH AMANULLA,16-Mar-2026 08:36 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,07-Apr-2026 07:47 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,3431014,SHISHIR KUMAR SINGH,14-Mar-2026 06:00 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,07-Apr-2026 07:47 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,3434095,SIBAYA SAMBIT NAYAK,17-Mar-2026 01:59 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,07-Apr-2026 07:47 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,3427914,SIBDASH MALLICK,13-Mar-2026 09:43 AM,Rejected-Technical,Bid documents are invalid,24-Mar-2026 04:58 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,3434246,SIDHARTH SAMPAD,17-Mar-2026 01:07 PM,Rejected-Technical,Bid documents are invalid,24-Mar-2026 04:58 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,3429436,SIMA PATRA,17-Mar-2026 02:29 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,07-Apr-2026 07:47 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,3434472,SRI ABHISHEK BEHERA,17-Mar-2026 03:53 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,07-Apr-2026 07:47 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,3434015,Sri Prakash Kumar Parida,17-Mar-2026 10:14 AM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,07-Apr-2026 07:47 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,3429378,SRI RAMAN KUMAR AGARWALLA,13-Mar-2026 10:28 AM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,07-Apr-2026 07:47 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,3434054,Sri Shraban Kumar Gope,17-Mar-2026 11:13 AM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,07-Apr-2026 07:47 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,3434091,SRITAMRAJ SAHA,17-Mar-2026 02:56 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,07-Apr-2026 07:47 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,3433766,SRI UJJAL MISHRA,16-Mar-2026 08:05 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,07-Apr-2026 07:47 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,3432361,SUBHAM RANA,16-Mar-2026 11:07 AM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,07-Apr-2026 07:47 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,3432958,SUBRATA KUMAR DUTTA,16-Mar-2026 01:59 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,07-Apr-2026 07:47 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,3434074,SUCHARITA SETHI,17-Mar-2026 02:19 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,07-Apr-2026 07:47 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,3431186,SUMIT KUMAR SAHU,15-Mar-2026 02:06 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,07-Apr-2026 07:47 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,3431341,SUMIT MAHAKUD,15-Mar-2026 10:39 AM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,07-Apr-2026 07:47 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,3432810,SUROJIT KUMAR MOULIK,17-Mar-2026 11:17 AM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,07-Apr-2026 07:47 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,3434018,TANMAYEE DASH,17-Mar-2026 10:32 AM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,07-Apr-2026 07:47 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,3434007,UMESH CHANDRA BEHERA,17-Mar-2026 09:50 AM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,07-Apr-2026 07:47 PM,,,,,,,,,,,,,,AOC
