S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
1.0,ICICI BANK,"Improvement of Road from Palbani to Asanjoda (MDR-86 H) such as R.C.C drain with cover slab retaining wall from chainage 5/480 km to 5/760 km under Mayurbhanj (R and B) Division, Baripada for the year 2025-26","Improvement of Road from Palbani to Asanjoda (MDR-86 H) such as R.C.C drain with cover slab retaining wall from chainage 5/480 km to 5/760 km under Mayurbhanj (R and B) Division, Baripada for the year 2025-26",Please refer Tender documents. ,NA ,,Civil Works - Roads,NA ,Tender,90.0,60.0,Baripada,757001.0,NA ,NA ,NA ,O/o the SE Mayurbhanj (R and B) Division Baripada,No ,No,SE Mayurbhanj (R and B) Division Baripada,O/o the SE Mayurbhanj (R and B) Division Baripada,EIC-CIVIL||SERNB-CIRCLE-EASTERN||EERNB-DIVN-BARIPADA,Bid Id No. SE- 82/2025-26,2026_EICCL_126902_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"71,600",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"RC, EMD, GSTIN, PAN, Affidavit, Machinery and other required documents as per DTCN","10,000",0.0,Nil,Nil,No,07-Mar-2026 10:00 AM,18-Mar-2026 06:00 PM,07-Mar-2026 10:00 AM,17-Mar-2026 05:00 PM,NA ,NA ,07-Mar-2026 10:00 AM,17-Mar-2026 05:00 PM,24-Mar-2026 05:30 PM,AOC,Technical,Bid opened,Rajendra Kishan,24-Mar-2026 04:50 PM,technical_584073.pdf,EIC-CIVIL||SERNB-CIRCLE-EASTERN||EERNB-DIVN-BARIPADA,2026_EICCL_126902_1,Bid Id No. SE- 82/2025-26,"Improvement of Road from Palbani to Asanjoda (MDR-86 H) such as R.C.C drain with cover slab retaining wall from chainage 5/480 km to 5/760 km under Mayurbhanj (R and B) Division, Baripada for the year 2025-26",Er Rohan Gourav Ray,Internal,"Er Rohan Gourav Ray SE, Sri J.J.S.G Richards Sr DAO, Sri R. Kishan AEE Estimator",Ansuman Mohapatra,07-Apr-2026 07:47 PM,finsummary_584073.pdf (402.29 KB),1.0,3431442.0,RITIKA PATI,INR,"7,151,191",07-Apr-2026,"INR 7,151,191",60.0,Ansuman Mohapatra,07-Apr-2026 07:53 PM,Agmt_0001.pdf (359.00 KB),Agreement drawn,1,3434282,ABHIJIT MOHAPATRA,17-Mar-2026 01:24 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,07-Apr-2026 07:47 PM,Er Rohan Gourav Ray,Internal,"Er Rohan Gourav Ray SE, Sri J.J.S.G Richards Sr DAO, Sri R. Kishan AEE Estimator",Rajendra Kishan,24-Mar-2026 04:58 PM,24-Mar-2026 05:30 PM,techsummary_584073.pdf (246.18 KB),Finance,Financial bid opened,Ansuman Mohapatra,07-Apr-2026 07:26 PM,finance_584073.pdf,BOQ Comparative Chart,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3433995,AJIT PATTNAIK,17-Mar-2026 09:24 AM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,07-Apr-2026 07:47 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3434357,ASISHRANJAN SETHI,17-Mar-2026 01:57 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,07-Apr-2026 07:47 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3434265,CHANDAN KUMAR BEHERA,17-Mar-2026 03:33 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,07-Apr-2026 07:47 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3429874,DAIPAYAN BEHERA,13-Mar-2026 01:38 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,07-Apr-2026 07:47 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3434325,Debasis Das,17-Mar-2026 01:45 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,07-Apr-2026 07:47 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3426644,DEBASISH KUMAR BARIK,11-Mar-2026 12:32 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,07-Apr-2026 07:47 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3433225,DEBASMITA BHUJABAL,16-Mar-2026 03:43 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,07-Apr-2026 07:47 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3434539,DIBYARANJAN SALANGI,17-Mar-2026 04:32 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,07-Apr-2026 07:47 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3430493,DIPAK KUMAR GIRI,17-Mar-2026 08:19 AM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,07-Apr-2026 07:47 PM,,,,,,,,,,,,,,AOC
