Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage
Finance,FINANCE BID OPENED,LAXMIPRIYA NAYAK,09-Apr-2026 11:56 AM,,BOQ Comparative Chart,AS PER AS TC MINUTES,Internal,AS PER AS TC MINUTES,Srikanta Samal,08-Apr-2026 05:51 PM,09-Apr-2026 10:30 AM,techsummary_583272.pdf (324.46 KB),1,3421103,ANAND ENGINEERING,13-Mar-2026 11:29 AM,Rejected-Finance,DUE TO L3 BIDDER,30-Apr-2026 12:37 PM,30-Apr-2026,"INR 86,351,820",450.0,Bikram Keshari Malla,30-Apr-2026 12:40 PM,NUAHATA.pdf (77.00 KB),AWARDED AS L1 TENDERER AND AWARDED ON DATE 23.04.2026,1.0,3429700.0,AVR INFRATECH PVT LTD,INR,"86,351,820",AS PER AS ACCEPTANCE,Internal,AS PER AS ACCEPTANCE,Bikram Keshari Malla,30-Apr-2026 12:37 PM,finsummary_583272.pdf (368.84 KB),Technical,4 Nos. of bidders have been participated,MONALISHA PADHY,16-Mar-2026 10:57 AM,,Orissa State Police Housing and Welfare Corporation Ltd,2026_OSPHW_126675_2,28/OPHWC/2025-26,"Construction of Atal Bus Stand (C-Type) at Nuahata under Banarpal Block, Angul",AOC,"10,62,100",Yes,fixed,,Nil,Nil,"Construction of Atal Bus Stand (C-Type) at Nuahata under Banarpal Block, Angul",Building Work,Please refer Tender documents. ,NA ,"10,62,13,801",Civil Works - Buildings,NA ,Tender,90.0,450.0,Angul,751022.0,NA ,NA ,NA ,OPHWC BHUBANESWAR,No ,No,"11,800",0.0,Nil,Nil,No,26-Feb-2026 06:55 PM,16-Mar-2026 10:30 AM,26-Feb-2026 06:55 PM,13-Mar-2026 05:00 PM,NA ,NA ,26-Feb-2026 06:55 PM,13-Mar-2026 05:00 PM,09-Apr-2026 10:30 AM,1.0,Fee/PreQual/Technical,.pdf,"GST, GSTR-1, PAN, Contractor Registration Certificate and Affidavit",CHIEF ENGINEER OPHWC,OPHWC BHUBANESWAR,1.0,ICICI BANK,Orissa State Police Housing and Welfare Corporation Ltd,28/OPHWC/2025-26,2026_OSPHW_126675_2,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,PLAN AND ELEVATION,Technical Bid,,AOC
,,,,,,,,,,,,,2,3429700,AVR INFRATECH PVT LTD,13-Mar-2026 12:55 PM,Accepted-AOC,QUALIFIED BIDDER,30-Apr-2026 12:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other Document as per DTCN,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,3,3429562,NIRAKAR SAMAL,13-Mar-2026 12:17 PM,Rejected-Technical,Non securing qualifying marks in the Point of Presentation as per DTCN Cl.110(m).,08-Apr-2026 05:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3428962,SNBS PROJECTS PRIVATE LIMITED,13-Mar-2026 04:29 PM,Rejected-Finance,DUE TO L2 BIDDER,30-Apr-2026 12:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
