EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"15,136",Yes,percentage,1.0%,Nil,Nil,Municipal Bodies||Gunupur Municipal Council,GUN-MUN-78/2025-26,2026_ORULB_125192_23,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,NIT DTCN,01-Feb-2026 11:00 AM,11-Feb-2026 11:00 AM,01-Feb-2026 11:00 AM,10-Feb-2026 05:00 PM,NA ,NA ,01-Feb-2026 11:00 AM,10-Feb-2026 05:00 PM,1.0,ICICI BANK,Repair and Restoration of pothole and laying of drain cover slab in ward No.01 (Phase-III),Repair and Restoration of pothole and laying of drain cover slab in ward No.01 (Phase-III),Please refer Tender documents. ,NA ,"15,13,622",Civil Works - Others,NA ,Tender,90.0,60.0,Gunupur Municipality area,765022.0,NA ,NA ,NA ,"Municipality office,Gunupur",No ,No,Executive officer,"Executive officer,Gunupur Municipality",AOC,"Executive Officer,Gunupur Municipality",Internal,"Municipal Engineer Gunupur Municipality, Asst. Colloctor, O/o Sub-Collector, Gunupur , Executive Officer,Gunupur Municipality, Chairperson Gunupur Municipality",Santosha Kumar Naik,16-Mar-2026 09:11 PM,finsummary_578595.pdf (6781.35 KB),Chairperson Gunupur Municipality,Internal,"Municipal Engineer Gunupur Municipality, Asst. Colloctor, O/o Sub-Collector, Gunupur , Executive Officer,Gunupur Municipality, Chairperson Gunupur Municipality",Aditya Kumar Mishra,22-Feb-2026 05:48 PM,techsummary_578595.pdf (5393.20 KB),27-Apr-2026,"INR 1,786,074",60.0,Dandapati Yudhistir,27-Apr-2026 08:52 PM,23aw.pdf (350.00 KB),The Total Contract value includes GST,1.0,3390217.0,SUNKARI SIBORAM KRISHNA,INR,"1,786,074",Municipal Bodies||Gunupur Municipal Council,2026_ORULB_125192_23,GUN-MUN-78/2025-26,Repair and Restoration of pothole and laying of drain cover slab in ward No.01 (Phase-III),1,3388310,BALAJI BAURI (SC),09-Feb-2026 05:12 PM,Rejected-Finance,LOST IN TRASNPARENT LOTTERY PROCESS,16-Mar-2026 09:11 PM,Finance,opened,Aditya Kumar Mishra,19-Feb-2026 09:13 AM,finance_578595.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3388710,BALAJI PANIGRAHI,09-Feb-2026 08:44 PM,Rejected-Finance,LOST IN TRASNPARENT LOTTERY PROCESS,16-Mar-2026 09:11 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3389869,CHINNARI VENKATA KRISHNA RAO,10-Feb-2026 11:22 AM,Rejected-Finance,LOST IN TRASNPARENT LOTTERY PROCESS,16-Mar-2026 09:11 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3388746,GUNTAMUKALA GOWRI SANKAR RAO,10-Feb-2026 10:00 AM,Rejected-Finance,LOST IN TRASNPARENT LOTTERY PROCESS,16-Mar-2026 09:11 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3389868,JANI VENKATA RAO BAURI,10-Feb-2026 12:03 PM,Rejected-Finance,LOST IN TRASNPARENT LOTTERY PROCESS,16-Mar-2026 09:11 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3390235,MONARANJAN PANDA,10-Feb-2026 01:00 PM,Rejected-Finance,LOST IN TRASNPARENT LOTTERY PROCESS,16-Mar-2026 09:11 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3388052,PRABHAT KUMAR MISHRA,09-Feb-2026 06:40 PM,Rejected-Finance,LOST IN TRASNPARENT LOTTERY PROCESS,16-Mar-2026 09:11 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3383321,PRASANT KUMAR MISHRA,10-Feb-2026 09:20 AM,Rejected-Finance,LOST IN TRASNPARENT LOTTERY PROCESS,16-Mar-2026 09:11 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3389320,PRIYANKA PANDA,10-Feb-2026 04:13 PM,Rejected-Finance,LOST IN TRASNPARENT LOTTERY PROCESS,16-Mar-2026 09:11 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3384982,RAKESH KUMAR PATRO,07-Feb-2026 05:28 PM,Rejected-Finance,LOST IN TRASNPARENT LOTTERY PROCESS,16-Mar-2026 09:11 PM,,,,,,,AOC
