Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage
15-Jan-2026,"INR 602,553",60.0,Rajiba Lochan Nayak,06-Apr-2026 11:27 AM,31.pdf (1862.00 KB),1.0,3227157.0,BIBEK KUMAR DEURI,INR,"602,553",Municipal Bodies||Malkangiri Municipal Council,2025_ORULB_120460_31,EOMKG/01/2025-26,"Open Space Development near 2 Science College, Ward No- 09, Malkangiri Municipality",1,3227882,Amarendra Das,15-Nov-2025 04:40 PM,Rejected-AOC,Rejected,06-Apr-2026 11:27 AM,Technical,all bidders are admitted,Rajiba Lochan Nayak,19-Nov-2025 06:05 PM,,Manoj Barik,Internal,"Executive Officer, Malkangiri Municipality, Nizarat Officer, Collectorate Malkangiri, Municipal Engineer, Malkangiri Municipality, AEE, RWSS Malkangiri, Accountant, Malkangiri Municipality",Rajiba Lochan Nayak,15-Jan-2026 04:49 PM,finsummary_560943.pdf (192.62 KB),Finance,,Rajiba Lochan Nayak,02-Dec-2025 12:57 PM,,BOQ Comparative Chart,Manoj Barik,Internal,"Executive Officer, Malkangiri Municipality, Nizarat Officer, Collectorate Malkangiri, Municipal Engineer, Malkangiri Municipality , AEE, RWSS Malkangiri, Accountant,Malkangiri Municipality",Rajiba Lochan Nayak,01-Dec-2025 01:26 PM,02-Dec-2025 10:00 AM,techsummary_560943.pdf (205.75 KB),AOC,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,eNoticeDTCN,"Open Space Development near 2 Science College, Ward No- 09, Malkangiri Municipality","Open Space Development near Science College, Ward No- 09, Malkangiri Municipality",NA ,NA ,"7,45,616",Civil Works - Others,NA ,Tender,180.0,60.0,Malkangiri Municipality,764045.0,NA ,NA ,NA ,Malkangiri Municipality,No ,No,Municipal Bodies||Malkangiri Municipal Council,EOMKG/01/2025-26,2025_ORULB_120460_31,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"7,450",Yes,fixed,,Nil,Nil,04-Nov-2025 10:00 AM,17-Nov-2025 11:00 AM,04-Nov-2025 10:00 AM,15-Nov-2025 05:00 PM,NA ,NA ,04-Nov-2025 10:00 AM,15-Nov-2025 05:00 PM,02-Dec-2025 10:00 AM,"4,000",0.0,Nil,Nil,No,Executive Officer,Malkangiri Municipality,AOC
,,,,,,,,,,,,,,,2,3226391,BHIMA MADAKAMI,15-Nov-2025 03:25 PM,Rejected-AOC,Rejected,06-Apr-2026 11:27 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,3,3227157,BIBEK KUMAR DEURI,15-Nov-2025 12:55 PM,Accepted-AOC,Accepted,06-Apr-2026 11:27 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4,3226829,BIKASH HALDAR,15-Nov-2025 03:41 PM,Rejected-AOC,Rejected,06-Apr-2026 11:27 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,3227071,BINOD CHANDRA JENA,15-Nov-2025 01:01 PM,Rejected-AOC,Rejected,06-Apr-2026 11:27 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,6,3226943,SRI NARAYAN PADHIARY,15-Nov-2025 03:45 PM,Rejected-Technical,Not submitted a valid licence having no signature of issuing authority and Contractor,01-Dec-2025 01:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
