Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration certificate, GSTIN, PAN, affidavit and other tender related documents",Special Repair to L067-Mujango to Champapadar of Dasmantpur Block for the year 2025-26.,Special Repair to L067-Mujango to Champapadar of Dasmantpur Block for the year 2025-26.,Please refer Tender documents. ,NA ,"27,11,820",Civil Works - Roads,NA ,Tender,90.0,30.0,Koraput,764020.0,NA ,NA ,NA ,"Rural Works Division, Koraput",No ,No,CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-KORAPUT,SERWKPT ONLINE 09/2025-26,2026_CERWI_124749_9,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,"27,120",Yes,fixed,,Nil,Nil,"Rural Works Division, Koraput","Rural Works Division, Koraput",19-Jan-2026 10:00 AM,28-Jan-2026 11:00 AM,19-Jan-2026 10:00 AM,27-Jan-2026 05:30 PM,19-Jan-2026 10:00 AM ,27-Jan-2026 05:30 PM ,19-Jan-2026 10:00 AM,27-Jan-2026 05:30 PM,AOC,07-Apr-2026,"INR 1,627,092",30.0,Srikrushna Sabar,07-Apr-2026 05:32 PM,mujango_A.pdf (674.00 KB),Agreement Drawn,1,3368964,AMLANJYOTI PATNAIK,27-Jan-2026 05:07 PM,Rejected-AOC,Lost,07-Apr-2026 05:33 PM,Executive Engineer,Internal,"Assistant Engineer Estimator, Divisional Accounts Officer and Junior Engineer Estimator",Srikrushna Sabar,07-Apr-2026 05:17 PM,techsummary_576522.pdf (1244.77 KB),CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-KORAPUT,2026_CERWI_124749_9,SERWKPT ONLINE 09/2025-26,Special Repair to L067-Mujango to Champapadar of Dasmantpur Block for the year 2025-26.,Executive Engineer,Internal,"Assistant Engineer Estimator, Divisional Accounts Officer and Junior Engineer Estimator",Srikrushna Sabar,07-Apr-2026 05:28 PM,finsummary_576522.pdf (1244.77 KB),Finance,Summary,Srikrushna Sabar,06-Apr-2026 05:48 PM,finance_576522.pdf,BOQ Comparative Chart,1.0,3368793.0,Biren Samantaray,INR,"1,627,092",AOC
,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2,3368793,Biren Samantaray,27-Jan-2026 04:22 PM,Accepted-AOC,Accepted,07-Apr-2026 05:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,3362003,Budu Beniya,20-Jan-2026 08:32 PM,Rejected-AOC,Lost,07-Apr-2026 05:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,3365921,CHANCHAL KUMAR NAYAK,27-Jan-2026 01:20 PM,Rejected-AOC,Lost,07-Apr-2026 05:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,3363293,CHANDANA MISHRA,23-Jan-2026 01:49 PM,Rejected-AOC,Lost,07-Apr-2026 05:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,3368917,DILIP KUMAR PRADHAN,27-Jan-2026 05:09 PM,Rejected-AOC,Lost,07-Apr-2026 05:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,3365799,JAGANATH BISOI,26-Jan-2026 11:32 AM,Rejected-AOC,Lost,07-Apr-2026 05:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,3368054,JOGESH DAMI,27-Jan-2026 01:28 PM,Rejected-AOC,Lost,07-Apr-2026 05:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,3362048,LIPUN PRADHAN,20-Jan-2026 09:27 PM,Rejected-AOC,Lost,07-Apr-2026 05:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,3368447,Madhu Badanayak,27-Jan-2026 03:08 PM,Rejected-AOC,Lost,07-Apr-2026 05:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
