S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
1,ICICI BANK,Municipal Bodies||Aska NAC,ASKANAC/WORKSMISC-09/2025-26,2026_ORULB_125752_12,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"Executive Officer, NAC, Aska","Executive Officer, NAC, Aska","13,845",Yes,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,DTCN,11-Feb-2026 11:00 AM,24-Feb-2026 11:00 AM,11-Feb-2026 11:00 AM,23-Feb-2026 05:00 PM,NA ,NA ,11-Feb-2026 11:00 AM,23-Feb-2026 05:00 PM,26-Feb-2026 12:15 PM,"CONSTRUCTON OF ROAD AND DRAIN WITH COVER PLATE AT PADHY COLONY IN WARD NO-10,NAC,ASKA","CONSTRUCTON OF ROAD AND DRAIN WITH COVER PLATE AT PADHY COLONY IN WARD NO-10,NAC,ASKA",Please refer Tender documents. ,NA ,"13,84,485",Civil Works - Others,NA ,Tender,120.0,NA ,"NAC,ASKA",761110.0,NA ,NA ,NA ,"EXECUTIVE OFFICER NAC,ASKA",No ,No,"7,080",0.0,Nil,Nil,No,AOC,Chairperson,Internal,Executive Officer Junior Engineer Municipal Engineer Accountant,Rasmi Rani Nahak,26-Feb-2026 12:02 PM,26-Feb-2026 12:15 PM,techsummary_580512.pdf (464.04 KB),Finance,Admitted,Rajesh Kumar Mahapatra,26-Feb-2026 03:07 PM,,BOQ Comparative Chart,Chairperson,Internal,Executive Officer Junior Engineer Accountant Municipal Engineer,Rasmi Rani Nahak,23-Apr-2026 10:00 AM,finsummary_580512.pdf (464.04 KB),Technical,Admitted,Rajesh Kumar Mahapatra,24-Feb-2026 03:37 PM,,1.0,3408591.0,Prakash Chandra Jena,INR,"1,380,331",Municipal Bodies||Aska NAC,2026_ORULB_125752_12,ASKANAC/WORKSMISC-09/2025-26,"CONSTRUCTON OF ROAD AND DRAIN WITH COVER PLATE AT PADHY COLONY IN WARD NO-10,NAC,ASKA",1,3408531,DEVI PRASAD BEHERA,23-Feb-2026 03:25 PM,Rejected-Finance,rejected,23-Apr-2026 10:00 AM,23-Apr-2026,"INR 1,380,331",120.0,Rasmi Rani Nahak,23-Apr-2026 10:05 AM,workorder12.pdf (695.00 KB),AOC
2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3408591,Prakash Chandra Jena,23-Feb-2026 03:44 PM,Accepted-AOC,accepted,23-Apr-2026 10:05 AM,,,,,,,AOC
