Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Municipal Bodies||Kamakhyanagar NAC,KNR-NAC-05/2025-26,2026_ORULB_125654_49,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,07-Feb-2026 01:00 PM,17-Feb-2026 11:00 AM,07-Feb-2026 01:00 PM,16-Feb-2026 05:00 PM,NA ,NA ,07-Feb-2026 01:00 PM,16-Feb-2026 05:00 PM,600.0,0.0,Nil,Nil,Yes,"1,693",Yes,percentage,1.0%,Nil,Nil,Construction of C.C. Cover Slab for Drain from Mangala Mandir towards Haribolia Nalla in Ward No-08 at Kamakhyanagar NAC.,Construction of C.C. Cover Slab for Drain from Mangala Mandir towards Haribolia Nalla in Ward No-08 at Kamakhyanagar NAC.,Please refer Tender documents. ,NA ,"1,69,286",Civil Works - Others,NA ,Tender,30.0,NA ,Kamakhyanagar NAC,759018.0,NA ,NA ,NA ,KAMAKHYANAGAR NAC,No ,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, GST Registration Certificate, PAN CARD and Other Documents",Executive Officer N.A.C.Kamakhyanaga,"Executive Officer, Kamakhyanaga NAC",AOC,EO,Internal,,Ranjulata Das,22-Apr-2026 03:51 PM,techsummary_579913.pdf (155.83 KB),EO,Internal,,Ranjulata Das,22-Apr-2026 04:04 PM,finsummary_579913.pdf (155.83 KB),Finance,OPENING SUCESSFULLY,Ranjulata Das,17-Feb-2026 01:46 PM,,BOQ Comparative Chart,1.0,3397115.0,SRI NARAYAN SAHOO,INR,"169,295",Municipal Bodies||Kamakhyanagar NAC,2026_ORULB_125654_49,KNR-NAC-05/2025-26,Construction of C.C. Cover Slab for Drain from Mangala Mandir towards Haribolia Nalla in Ward No-08 at Kamakhyanagar NAC.,1,3394632,BIRAJA PRASAD SASMAL,13-Feb-2026 11:32 PM,Rejected-Finance,NOT L1 IN LOTTERY,22-Apr-2026 04:04 PM,22-Apr-2026,"INR 169,295",30.0,Ranjulata Das,22-Apr-2026 04:10 PM,49.pdf (156.00 KB),L1 IN LOTTERY,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,Affidavit and other documents as per DTCN,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3395912,DILESWAR GARANAYAK,14-Feb-2026 11:53 PM,Rejected-Finance,NOT L1 IN LOTTERY,22-Apr-2026 04:04 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3397339,JAIMINI KUMAR SAHU,16-Feb-2026 02:54 PM,Rejected-Finance,NOT L1 IN LOTTERY,22-Apr-2026 04:04 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3398198,JAJNESWAR NAIK,16-Feb-2026 12:46 PM,Rejected-Finance,NOT L1 IN LOTTERY,22-Apr-2026 04:04 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3397545,MANASA RANJAN KHATUA,16-Feb-2026 10:07 AM,Rejected-Finance,NOT L1 IN LOTTERY,22-Apr-2026 04:04 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3398120,M/S Bibhuti Bhusan Sethi,16-Feb-2026 12:38 PM,Rejected-Finance,NOT L1 IN LOTTERY,22-Apr-2026 04:04 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3393584,NETRANANDA SAHOO,13-Feb-2026 01:40 PM,Rejected-Finance,NOT L1 IN LOTTERY,22-Apr-2026 04:04 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3396121,NIRUPAMA ROUL,16-Feb-2026 08:32 AM,Rejected-Finance,NOT L1 IN LOTTERY,22-Apr-2026 04:04 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3397457,RAKESH KUMAR BISWAL,15-Feb-2026 10:29 PM,Rejected-Finance,NOT L1 IN LOTTERY,22-Apr-2026 04:04 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3397768,RASHMITA ROUT,16-Feb-2026 11:00 AM,Rejected-Finance,NOT L1 IN LOTTERY,22-Apr-2026 04:04 PM,,,,,,,,AOC
