Name,Address,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"Divisional Forest Officer, Keonjhar Division","Office of the Divisional Forest Officer, Po-dist-Keonjhar-758001",1.0,ICICI BANK,Forest Environment and Climate Change Department||RCCF Rourkela||DFO Keonjhar,FEnCC-DFO (T)- KJR-05/2025-26,2026_DFOKJ_125883_4,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,12-Feb-2026 10:00 AM,21-Feb-2026 10:00 AM,12-Feb-2026 10:00 AM,20-Feb-2026 05:00 PM,12-Feb-2026 10:00 AM ,20-Feb-2026 05:00 PM ,12-Feb-2026 10:00 AM,20-Feb-2026 05:00 PM,"Construction of EGB near Gopapur, Katira DPF of BJP Range under OMBADC (DPR 2023-24)","Construction of EGB near Gopapur, Katira DPF of BJP Range under OMBADC (DPR 2023-24)",Please refer Tender documents. ,NA ,"29,49,228",Civil Works - Water Works,NA ,Tender,90.0,30.0,Katira DPF of BJP range,758018.0,NA ,NA ,NA ,Keonjhar,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, GST, PAN, Payment details and Other documents as per DTCN","29,500",Yes,fixed,,Nil,Nil,"6,000",Nil,Nil,No,AOC,Forest Environment and Climate Change Department||RCCF Rourkela||DFO Keonjhar,2026_DFOKJ_125883_4,FEnCC-DFO (T)- KJR-05/2025-26,"Construction of EGB near Gopapur, Katira DPF of BJP Range under OMBADC (DPR 2023-24)","Dhanraj HD, IFS",Internal,"Jyotirmaya suar, Jr Asst, Narayan Panda, Head Clerk, Ashok Ku Das, ACF, sudipta Panda, ACF",Dhanraj Hanumant Dhamdhere,29-Apr-2026 01:36 PM,finsummary_580824.pdf (603.52 KB),Finance,Bid Opeing Summary,Dhanraj Hanumant Dhamdhere,21-Feb-2026 06:14 PM,finance_580824.pdf,BOQ Comparative Chart,1.0,3403136.0,SURYAKANTA SWAIN,INR,"2,328,180",29-Apr-2026,"INR 2,328,180",30.0,Dhanraj Hanumant Dhamdhere,29-Apr-2026 01:39 PM,4WO.pdf (341.00 KB),Work Order issued to L1 Bidder,1,3402984,AJIT KUMAR SAHU,18-Feb-2026 07:13 PM,Rejected-Finance,Dis-Qualified,29-Apr-2026 01:36 PM,"Dhanraj HD, IFS",Internal,"Jyotirmaya suar, Jr Asst, Narayan Panda, Head Clerk, Ashok Ku Das, ACF, sudipta Panda, ACF",Dhanraj Hanumant Dhamdhere,29-Apr-2026 01:24 PM,techsummary_580824.pdf (821.16 KB),AOC
,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3405601,ANIL NAIK,20-Feb-2026 01:39 PM,Rejected-Finance,Dis-Qualified,29-Apr-2026 01:36 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3404865,BIRANCHI JUANGA,20-Feb-2026 12:26 PM,Rejected-Finance,Dis-Qualified,29-Apr-2026 01:36 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3400376,BISHNUPRASAD JENA,18-Feb-2026 09:15 PM,Rejected-Finance,Dis-Qualified,29-Apr-2026 01:36 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3405537,DHARMAPADA SAHOO,20-Feb-2026 01:12 PM,Rejected-Finance,Dis-Qualified,29-Apr-2026 01:36 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3404902,DIBYAJIBAN SAHOO,19-Feb-2026 07:21 PM,Rejected-Finance,Dis-Qualified,29-Apr-2026 01:36 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3401871,MANAS RANJAN BARIK,18-Feb-2026 03:15 PM,Rejected-Finance,Dis-Qualified,29-Apr-2026 01:36 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3405982,Om Prakash Bhol,20-Feb-2026 04:58 PM,Rejected-Finance,Dis-Qualified,29-Apr-2026 01:36 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3405054,RUDIA GIRI,20-Feb-2026 02:11 PM,Rejected-Finance,Dis-Qualified,29-Apr-2026 01:36 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3400336,SANTOSH KUMAR DAS,18-Feb-2026 10:55 PM,Rejected-Finance,Dis-Qualified,29-Apr-2026 01:36 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3405932,SIBENDRA KANDI,20-Feb-2026 04:39 PM,Rejected-Finance,Dis-Qualified,29-Apr-2026 01:36 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3403136,SURYAKANTA SWAIN,18-Feb-2026 08:54 PM,Accepted-AOC,Accepted,29-Apr-2026 01:39 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3403731,SUSANTA KUMAR BAL,19-Feb-2026 11:54 AM,Rejected-Finance,Dis-Qualified,29-Apr-2026 01:36 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3404212,TRIBHUBAN PRASAD PARIDA,19-Feb-2026 01:59 PM,Rejected-Finance,Dis-Qualified,29-Apr-2026 01:36 PM,,,,,,,AOC
