Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage
"PA, ITDA",Internal,Uploaded,Pradyumna Dash,26-Feb-2026 04:35 PM,26-Feb-2026 06:00 PM,techsummary_577970.pdf (3369.30 KB),Finance,Proceeding,Pradyumna Dash,28-Apr-2026 07:09 PM,finance_577970.pdf,BOQ Comparative Chart,1,3387007,AJAYA KUMAR BOHIDAR,10-Feb-2026 10:22 AM,Rejected-Finance,Rejected by the Tender Committee,28-Apr-2026 07:16 PM,28-Apr-2026,"INR 2,007,636.5",180.0,Pradyumna Dash,28-Apr-2026 07:18 PM,943Saroj.pdf (526.00 KB),Awarded,1.0,3389077.0,SAROJ KANTA NAIK,INR,"2,007,636.5",Technical,Technical Evaluation,Pradyumna Dash,26-Feb-2026 11:45 AM,technical_577970.pdf,ST and SC Development Deptt||ITDA Th. Rampur,2026_STSCD_125094_6,ITDATHR-04/2025-26,Construction of Additional Class Room at Madhupur High School,"Collector, Kalahandi",Internal,"PA, ITDA",Pradyumna Dash,28-Apr-2026 07:16 PM,finsummary_577970.pdf (1009.84 KB),AOC,ST and SC Development Deptt||ITDA Th. Rampur,ITDATHR-04/2025-26,2026_STSCD_125094_6,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"20,800",Yes,fixed,,Nil,Nil,"6,000",0.0,Nil,Nil,No,"PA, ITDA, TH.RAMPUR AT BHAWANIPATNA","ITDA, Th.Rampur at Bhawanipatna, Kalahandi, Odisha",29-Jan-2026 11:00 AM,12-Feb-2026 11:00 AM,29-Jan-2026 11:00 AM,10-Feb-2026 05:00 PM,NA ,NA ,29-Jan-2026 11:00 AM,10-Feb-2026 05:00 PM,26-Feb-2026 06:00 PM,1.0,Fee/PreQual/Technical,.pdf,"Paper Cost, EMD, License, PAN, GST, Affidavits, undertaking and any other documents as per DTCN",Construction of Additional Class Room at Madhupur High School,Construction of Additional Class Room at Madhupur High School,C and B ,NA ,"20,76,794",Civil Works - Buildings,NA ,Tender,120.0,180.0,KALAHANDI/BHAWANIPATNA,766001.0,NA ,NA ,NA ,"ITDA, TH.RAMPUR AT BHAWANIPATNA",No ,No,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,2,3385393,AKASH KUMAR AGRAWAL,08-Feb-2026 06:24 PM,Rejected-Finance,Rejected by the Tender Committee,28-Apr-2026 07:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,3,3386990,ALAKA PATRA,10-Feb-2026 11:00 AM,Rejected-Finance,Rejected by the Tender Committee,28-Apr-2026 07:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3390659,ASHUTOSH MEHER,10-Feb-2026 03:42 PM,Rejected-Finance,Rejected by the Tender Committee,28-Apr-2026 07:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3388880,BHAWANI SHANKAR PATTNAIK,10-Feb-2026 09:13 AM,Rejected-Finance,Rejected by the Tender Committee,28-Apr-2026 07:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3381287,BISHNU CHARAN BHOI,10-Feb-2026 12:08 AM,Rejected-Finance,Rejected by the Tender Committee,28-Apr-2026 07:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3390121,CHAITANYA MAJHI,10-Feb-2026 01:11 PM,Rejected-Finance,Rejected by the Tender Committee,28-Apr-2026 07:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3384475,CHANDRAKANTA PANDA,10-Feb-2026 01:06 AM,Rejected-Finance,Rejected by the Tender Committee,28-Apr-2026 07:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3385751,Debasish Kumar Sahu,08-Feb-2026 05:07 PM,Rejected-Finance,Rejected by the Tender Committee,28-Apr-2026 07:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3385735,DILLIP KUMAR SAHU,08-Feb-2026 06:07 PM,Rejected-Finance,Rejected by the Tender Committee,28-Apr-2026 07:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
