Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
DPC SS Khordha,Internal,,Sonamika Ray,23-Apr-2026 05:24 PM,techsummary_578929.pdf (547.32 KB),23-Apr-2026,"INR 1,475,645",180.0,Sonamika Ray,23-Apr-2026 05:44 PM,WORKORDERGOVTUPSKHAURUNIBOLAGARH.pdf (622.00 KB),1,3400743,AKSHAY KUMAR MANGARAJ,17-Feb-2026 03:35 PM,Rejected-Finance,L4 in Lottery,23-Apr-2026 05:40 PM,1.0,3400419.0,PARIKHITA BARAD,INR,"1,475,645",Finance,Admitted,DEBADATTA MOHANTY,20-Feb-2026 04:19 PM,,BOQ Comparative Chart,DPC SS Khordha,Internal,,Sonamika Ray,23-Apr-2026 05:40 PM,finsummary_578929.pdf (547.32 KB),OPEPA Bhubaneswar||Samagra Shiksha Khordha,2026_OPEPA_125406_8,02/CW/SS/2025-26,"Construction of One no. Additional Classroom at Govt. Upper Primary School, Khauruni, Bolgarh",AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,Documents as per DTCN,1.0,ICICI BANK,"6,000",Nil,Nil,No,OPEPA Bhubaneswar||Samagra Shiksha Khordha,02/CW/SS/2025-26,2026_OPEPA_125406_8,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,04-Feb-2026 03:00 PM,18-Feb-2026 11:00 AM,04-Feb-2026 03:00 PM,17-Feb-2026 05:00 PM,04-Feb-2026 03:00 PM ,16-Feb-2026 09:00 AM ,04-Feb-2026 03:00 PM,17-Feb-2026 05:00 PM,"14,756",Yes,percentage,1.0%,Nil,Nil,DPC Khurdha,DPO Khurdha,"Construction of One no. Additional Classroom at Govt. Upper Primary School, Khauruni, Bolgarh","Construction of One no. Additional Classroom at Govt. Upper Primary School, Khauruni, Bolgarh",Please refer Tender documents. ,NA ,"14,75,645",Civil Works - Buildings,NA ,Tender,90.0,180.0,DPO Khurdha,752055.0,NA ,NA ,NA ,DPO Khurdha,No ,No,AOC
,,,,,,,,,,,,2,3399459,BIJAY KUMAR PRADHAN,16-Feb-2026 04:55 PM,Rejected-Finance,L4 in Lottery,23-Apr-2026 05:40 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,3,3399741,DIBYA SUPPLIERS,16-Feb-2026 08:16 PM,Rejected-Finance,L4 in Lottery,23-Apr-2026 05:40 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,4,3398194,Jhuni Pradhan/Prop. Jasopriti Infrastructure,16-Feb-2026 12:45 PM,Rejected-Technical,Rejected,23-Apr-2026 05:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,5,3400666,LINAKSHI KAR,17-Feb-2026 04:25 PM,Rejected-Technical,Rejected,23-Apr-2026 05:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,6,3400024,M S ENTERPRISES,17-Feb-2026 11:46 AM,Rejected-Technical,Rejected,23-Apr-2026 05:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,7,3400419,PARIKHITA BARAD,17-Feb-2026 01:23 PM,Accepted-AOC,L1,23-Apr-2026 05:44 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,8,3400659,PURNIMA PARIDA,17-Feb-2026 03:21 PM,Rejected-AOC,L2,23-Apr-2026 05:44 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,9,3400160,RAKESH KUMAR CHHOTARAY,17-Feb-2026 11:26 AM,Rejected-Finance,L4 in Lottery,23-Apr-2026 05:40 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,10,3399874,SHAIKH AMUSUDIN MAHAMMAD,17-Feb-2026 08:29 AM,Rejected-Finance,L4 in Lottery,23-Apr-2026 05:40 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,11,3400313,S P CONSTRUCTION,17-Feb-2026 12:35 PM,Rejected-Technical,Rejected,23-Apr-2026 05:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,12,3395336,SUBASINI BARAD,14-Feb-2026 11:13 AM,Rejected-AOC,L3,23-Apr-2026 05:44 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
