S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,ICICI BANK,26-Nov-2025 04:00 PM,10-Dec-2025 10:00 AM,26-Nov-2025 04:00 PM,06-Dec-2025 05:00 PM,NA ,NA ,26-Nov-2025 04:00 PM,06-Dec-2025 05:00 PM,"4,720",0.0,Nil,Nil,No,"Executive Engineer,Div-III","Bikash Bhawan,Jagannath Lane,Badambadi-753012",Municipal Bodies||Cuttack Municipal Corporation,MC(CMC)CTC_Div-IIINo.24/25-26,2025_ORULB_121300_5,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER PAPER COST,EMD,VAT,PAN,REGISTRATION CERTIFICATE,OTHER DOCUMENTS AS PER DTCN in online.","5,100",Yes,fixed,,Nil,Nil,Construction of paver block road at Sachi Choudhury lane andfixing of RCC slabs over the drain Denatl Clinic lane in Ward No.43.,Construction of paver block road at Sachi Choudhury lane andfixing of RCC slabs over the drain Denatl Clinic lane in Ward No.43.,Please refer Tender documents. ,NA ,"5,02,077",Civil Works - Others,NA ,Tender,45.0,30.0,CMC,753012.0,NA ,NA ,NA ,"Bikash Bhawan,Jagannath Lane,Badambadi-753012",No ,No,AOC,1,3271078,CHANDRA SEKHAR SAHOO,01-Dec-2025 10:03 PM,Accepted-AOC,Accepted,08-Apr-2026 12:15 PM,08-Apr-2026,"INR 426,815.99",30.0,Sanjukta Sa,08-Apr-2026 12:15 PM,chat.pdf (77.00 KB),WO,Deputy Executive Engineer,Internal,Executive Engineer,Sanjukta Sa,08-Apr-2026 11:27 AM,techsummary_567213.pdf (77.27 KB),Deputy Executive Engineer,Internal,Executive Engineer,Sanjukta Sa,08-Apr-2026 12:13 PM,finsummary_567213.pdf (77.27 KB),Municipal Bodies||Cuttack Municipal Corporation,2025_ORULB_121300_5,MC(CMC)CTC_Div-IIINo.24/25-26,Construction of paver block road at Sachi Choudhury lane andfixing of RCC slabs over the drain Denatl Clinic lane in Ward No.43.,1.0,3271078.0,CHANDRA SEKHAR SAHOO,INR,"426,815.99",Finance,Three bidders participated. BOQ Comparative Chart is enclosed for reference. The Original documents of bidders to be verified.,Sanjukta Sa,15-Dec-2025 12:16 PM,finance_567213.pdf,BOQ Comparative Chart,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,3270910,MD AZHAR,02-Dec-2025 09:41 AM,Rejected-AOC,Rejected,08-Apr-2026 12:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3276271,SOUMYA RANJAN MOHANTY,03-Dec-2025 07:57 PM,Rejected-AOC,Rejected,08-Apr-2026 12:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
