Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
1,Fee/PreQual/Technical,.pdf,NIT,RENOVATION OF RANKI BANDHA,RENOVATION OF RANKI BANDHA,Please refer Tender documents. ,NA ,"8,29,332",Civil Works - Others,NA ,Tender,60.0,60.0,"NAC,ASKA",761110.0,NA ,NA ,NA ,"EXECUTIVE OFFICER NAC,ASKA",No ,No,06-Jan-2026 11:00 AM,20-Jan-2026 11:00 AM,06-Jan-2026 11:00 AM,19-Jan-2026 05:00 PM,NA ,NA ,06-Jan-2026 11:00 AM,19-Jan-2026 05:00 PM,05-Feb-2026 04:40 PM,"4,720",0.0,Nil,Nil,No,1,ICICI BANK,"Executive Officer, NAC, Aska","Executive Officer, NAC, Aska",Municipal Bodies||Aska NAC,ASKANAC/MSBY-08/2025-26,2026_ORULB_124187_13,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"8,293",Yes,fixed,,Nil,Nil,AOC,Chairperson,Internal,Executive Officer Municipal Engineer Junior Engineer Accountant,Rasmi Rani Nahak,05-Feb-2026 04:37 PM,05-Feb-2026 04:40 PM,techsummary_574491.pdf (464.04 KB),Finance,Admitted,Rasmi Rani Nahak,05-Feb-2026 05:20 PM,finance_574491.pdf,BOQ Comparative Chart,Chairperson,Internal,Executive Officer Junior Engineer Accountant Municipal Engineer,Rasmi Rani Nahak,28-Apr-2026 10:11 AM,finsummary_574491.pdf (464.04 KB),Technical,opened,Rasmi Rani Nahak,22-Jan-2026 10:40 AM,,1.0,3359436.0,Ahalya Patro,INR,"825,175.48",Municipal Bodies||Aska NAC,2026_ORULB_124187_13,ASKANAC/MSBY-08/2025-26,RENOVATION OF RANKI BANDHA,1,3359436,Ahalya Patro,19-Jan-2026 12:57 PM,Accepted-AOC,accepted,28-Apr-2026 10:15 AM,28-Apr-2026,"INR 825,175.48",60.0,Rasmi Rani Nahak,28-Apr-2026 10:14 AM,workorder13.pdf (742.00 KB),AOC
2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3359750,Samira Kumar Behera,19-Jan-2026 03:14 PM,Rejected-Finance,Rejected,28-Apr-2026 10:11 AM,,,,,,,AOC
