EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"51,300",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"Scanned copy of Bid Cost, EMD, PAN, GST Certificate, RC of Contractor","10,000",Nil,Nil,No,CE AND BM IK BASIN BARINIPUT JEYPORE||Upper Indravati Dam Circle Khatiguda||Podgada Dam Division Khatiguda,EEPDD-06(03/03)/2025-26,2026_PGDDK_125048_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,27-Jan-2026 11:00 AM,11-Feb-2026 11:30 AM,27-Jan-2026 11:00 AM,10-Feb-2026 05:00 PM,27-Jan-2026 11:00 AM ,29-Jan-2026 05:00 PM ,27-Jan-2026 11:00 AM,10-Feb-2026 05:00 PM,13-Mar-2026 11:00 AM,1.0,ICICI BANK,"Executive Engineer, Podagada Dam Division","O/o The Executive Engineer, Podagada Dam Division, Khatiguda, Nabarangpur, Odisha, 764085",IMPROVEMENT TO ROADS FROM MURAN ROAD TO BERM 2 CONNECTING ROADS OF KAPUR EARTH DAM U.I.D.C. KHATIGUDA,IMPROVEMENT TO ROADS FROM MURAN ROAD TO BERM 2 CONNECTING ROADS OF KAPUR EARTH DAM U.I.D.C. KHATIGUDA,Please refer Tender documents. ,NA ,"51,26,785",Civil Works - Roads,NA ,Tender,90.0,90.0,Khatiguda,764085.0,NA ,NA ,NA ,"O/o The Executive Engineer, Podagada Dam Division,",No ,No,AOC,CE AND BM IK BASIN BARINIPUT JEYPORE||Upper Indravati Dam Circle Khatiguda||Podgada Dam Division Khatiguda,2026_PGDDK_125048_1,EEPDD-06(03/03)/2025-26,IMPROVEMENT TO ROADS FROM MURAN ROAD TO BERM 2 CONNECTING ROADS OF KAPUR EARTH DAM U.I.D.C. KHATIGUDA,Technical,BIDOPENING,Nelson Tadingi,11-Mar-2026 11:51 AM,technical_577682.pdf,Executive Engineer,Internal,"EE,PDD,ESTIMATOR,DAO",Nelson Tadingi,07-Apr-2026 05:06 PM,finsummary_577682.pdf (892.42 KB),1.0,3385821.0,SAUMYA RANJAN RATH,INR,"5,126,785",07-Apr-2026,"INR 5,126,785",90.0,Nelson Tadingi,07-Apr-2026 05:19 PM,31.pdf (3048.00 KB),Sucessful bidder found through lottery,1,3389358,BASANTA CHOUDHURY,09-Feb-2026 11:52 PM,Rejected-AOC,Rejected,07-Apr-2026 05:20 PM,"EE,PDD",Internal,"EE,PDD,DIvisional Accountant,Estimator",Nelson Tadingi,11-Mar-2026 01:59 PM,13-Mar-2026 11:00 AM,techsummary_577682.pdf (870.51 KB),Finance,BID OPENING SUMMARY,Nelson Tadingi,06-Apr-2026 04:33 PM,finance_577682.pdf,BOQ Comparative Chart,AOC
,,,,,,,,.pdf,Affidavit on authentication of documents (Annexture -A),,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3391285,BINGU MUDULI,10-Feb-2026 04:43 PM,Rejected-AOC,Rejected,07-Apr-2026 05:20 PM,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,Information regarding litigation/ No Adverse Certificate etc. (Annexture-B),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3380215,DIBYA RANJAN MOHANTY,04-Feb-2026 01:14 PM,Rejected-AOC,Rejected,07-Apr-2026 05:20 PM,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,Affidavit towards exemption of EMD incase of Engineer Contractors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3388362,KHYAMANIDHI HARIJAN,10-Feb-2026 03:01 PM,Rejected-AOC,Rejected,07-Apr-2026 05:20 PM,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,Certificate of No Relationship (Annexture-C),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3386657,KISTO HARIJAN,09-Feb-2026 12:10 PM,Rejected-AOC,Rejected,07-Apr-2026 05:20 PM,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,Affidavit towards availing facilities in case of SC/ST Contractor with valid caste certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3388759,KUMAR CHIRANJEEB GOCHHAYAT,09-Feb-2026 07:52 PM,Rejected-AOC,Rejected,07-Apr-2026 05:20 PM,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,"Any other document, felt necessary as per DTCN.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3389294,MAHENDRA KUMAR BISOYI,09-Feb-2026 11:17 PM,Rejected-AOC,Rejected,07-Apr-2026 05:20 PM,,,,,,,,,,,,,,AOC
,,,,,,2.0,Finance,.xls,PRICE BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3388578,MOHAMMED AYAN RAZA,09-Feb-2026 07:48 PM,Rejected-AOC,Rejected,07-Apr-2026 05:20 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3390901,M SAWAN KUMAR SENAPATI,10-Feb-2026 03:17 PM,Rejected-AOC,Rejected,07-Apr-2026 05:20 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3388972,M/s S.K Associates,09-Feb-2026 08:52 PM,Rejected-AOC,Rejected,07-Apr-2026 05:20 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3390915,RAMA CHANDRA SAHU,10-Feb-2026 04:50 PM,Rejected-AOC,Rejected,07-Apr-2026 05:20 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3390392,RAMNATH JANI,10-Feb-2026 01:36 PM,Rejected-AOC,Rejected,07-Apr-2026 05:20 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3391053,RITESH BHANJA,10-Feb-2026 03:46 PM,Rejected-AOC,Rejected,07-Apr-2026 05:20 PM,,,,,,,,,,,,,,AOC
