EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"12,799",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,31-Dec-2025 10:00 AM,19-Jan-2026 11:00 AM,31-Dec-2025 10:00 AM,17-Jan-2026 05:00 PM,NA ,NA ,31-Dec-2025 10:00 AM,17-Jan-2026 05:00 PM,"6,000",0.0,Nil,Nil,No,1.0,DATE MODIFICATION,Date,,Municipal Bodies||Boudhgarh NAC,OR/ULB/BUD/8/2025-26,2025_ORULB_123920_11,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Development of Parking Space at Biju Pattanaik Chowk MPH in ward No 01,Development of Parking Space at Biju Pattanik Chowk,Please refer Tender documents. ,NA ,"12,79,942",Civil Works - Buildings,NA ,Tender,90.0,NA ,NAC Boudhgarh,762014.0,NA ,NA ,NA ,Executive Officer NAC Boudhgarh,No ,No,Executive Officer NAC Boudhgarh,Executive Officer NAC Boudhgarh,1.0,Fee/PreQual/Technical/Finance,.pdf,NIT,AOC,CHAIRPERSON,Internal,"CM,EO,ME,AE,ACCT",Satya Narayan Pradhan,10-Apr-2026 07:30 PM,finsummary_573551.pdf (828.36 KB),CHAIRPERSON,Internal,"CM,EO,ME,AE,ACCT",Satya Narayan Pradhan,10-Apr-2026 05:24 PM,techsummary_573551.pdf (828.36 KB),1,3358342,ASHUTOSH MAHAPATRA,17-Jan-2026 04:09 PM,Rejected-AOC,REJECTED AS PER LOTTERY,10-Apr-2026 08:05 PM,1.0,3356490.0,DHARMESH KUMAR NAYAK,INR,"1,278,663",Municipal Bodies||Boudhgarh NAC,2025_ORULB_123920_11,OR/ULB/BUD/8/2025-26,Development of Parking Space at Biju Pattanaik Chowk MPH in ward No 01,10-Apr-2026,"INR 1,278,663",60.0,Satya Narayan Pradhan,10-Apr-2026 08:04 PM,11.pdf (576.00 KB),AS PER LOTTERY,Finance,14 bidder participated and admitted for Technical Evaluation,Pabitra Mohan Pradhan,26-Jan-2026 07:34 PM,,BOQ Comparative Chart,AOC
,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,2.0,DEPOSIT OF APS,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,DTCN,AOC,,,,,,,,,,,,,2,3358204,Balmiki Pradhan,17-Jan-2026 02:03 PM,Rejected-AOC,REJECTED AS PER LOTTERY,10-Apr-2026 08:05 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC,,,,,,,,,,,,,3,3357906,Biswanath Patra,17-Jan-2026 01:08 PM,Rejected-AOC,REJECTED AS PER LOTTERY,10-Apr-2026 08:05 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,3356490,DHARMESH KUMAR NAYAK,15-Jan-2026 07:50 PM,Accepted-AOC,ACCEPTED AS PER LOTTERY,10-Apr-2026 08:05 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,3357922,GOBINDA MEHER,16-Jan-2026 10:01 PM,Rejected-AOC,REJECTED AS PER LOTTERY,10-Apr-2026 08:05 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,3357844,Kalyani Sahu,16-Jan-2026 09:47 PM,Rejected-AOC,REJECTED AS PER LOTTERY,10-Apr-2026 08:05 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,3358282,RAJESH KARNA,17-Jan-2026 03:45 PM,Rejected-AOC,REJECTED AS PER LOTTERY,10-Apr-2026 08:05 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,3356897,Rajesh Mishra,16-Jan-2026 12:19 PM,Rejected-AOC,REJECTED AS PER LOTTERY,10-Apr-2026 08:05 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,3358238,RINARANI MEHER,17-Jan-2026 03:01 PM,Rejected-AOC,REJECTED AS PER LOTTERY,10-Apr-2026 08:05 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,3358246,RUPESH KUMAR KUDEI,17-Jan-2026 02:45 PM,Rejected-AOC,REJECTED AS PER LOTTERY,10-Apr-2026 08:05 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,11,3357868,SANGRAM KESHARI DAS,17-Jan-2026 01:50 PM,Rejected-AOC,REJECTED AS PER LOTTERY,10-Apr-2026 08:05 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,12,3357857,SANTOSH KUMAR PANDA,16-Jan-2026 07:34 PM,Rejected-AOC,REJECTED AS PER LOTTERY,10-Apr-2026 08:05 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,13,3358376,Shimanchal Pradhan,17-Jan-2026 04:53 PM,Rejected-AOC,REJECTED AS PER LOTTERY,10-Apr-2026 08:05 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,14,3356641,Suresh Prasad Dalal,15-Jan-2026 09:06 PM,Rejected-AOC,REJECTED AS PER LOTTERY,10-Apr-2026 08:05 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
