Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"GST CLEARANCE,PAN,VALID REG.CERT,VALID LABOUR LICENSE,AFFIDAVIT,ACK,COPY,OTHER DOCS AS PER DTCN.","16,932",Yes,fixed,,Nil,Nil,"EXECUTIVE OFFICER, NAC NIMAPARA","AT/PO-NIMAPARA,DIST-PURI,PIN-752106",03-Jan-2026 10:00 AM,12-Jan-2026 11:00 AM,03-Jan-2026 10:00 AM,11-Jan-2026 05:00 PM,NA ,NA ,03-Jan-2026 11:00 AM,11-Jan-2026 05:00 PM,"6,000",0.0,Nil,Nil,No,Municipal Bodies||Nimapara NAC,NP-NAC-04/2025-26,2026_ORULB_124109_7,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Construction of Crematorium shed with periphery Development at Andhiasahi Under MSBY in Ward No-09 of NIMAPARA NAC For 2025-26.,Construction of Crematorium shed with periphery Development at Andhiasahi Under MSBY in Ward No-09 of NIMAPARA NAC For 2025-26.,Please refer Tender documents. ,NA ,"16,93,220",Civil Works - Others,NA ,Tender,120.0,30.0,NAC NIMAPARA,752106.0,NA ,NA ,NA ,OFFICE OF THE NAC NIMAPARA,No ,No,1.0,ICICI BANK,AOC,1,3350820,DEBASMITA KHANDUAL,11-Jan-2026 02:21 PM,Rejected-Technical,Not submitted all documents. disqualified.,20-Apr-2026 12:57 PM,20-Apr-2026,"INR 1,693,220",30.0,Chinmaya Das,20-Apr-2026 01:05 PM,WOSL7.pdf (164.00 KB),SIBENDRA KANDI Awarded as L1 bidder through lucky draw.,"Sasmita Sahoo, Chairperson",Internal,"E.O, Nimapara NAC, M.E, Nimapara NAC, Asst.Engineer, NimaparaNAC,Asst.Engineer, Nimapara Block, Asst.Engineer, PHD WATCO, Nimapara.",Chinmaya Das,20-Apr-2026 12:57 PM,techsummary_574185.pdf (255.43 KB),"Sasmita Sahoo, Chairperson",Internal,"E.O, Nimapara NAC, M.E, Nimapara NAC, Asst.Engineer, NimaparaNAC,Asst.Engineer, Nimapara Block, Asst.Engineer, PHD WATCO, Nimapara.",Chinmaya Das,20-Apr-2026 01:01 PM,finsummary_574185.pdf (255.43 KB),Municipal Bodies||Nimapara NAC,2026_ORULB_124109_7,NP-NAC-04/2025-26,Construction of Crematorium shed with periphery Development at Andhiasahi Under MSBY in Ward No-09 of NIMAPARA NAC For 2025-26.,1.0,3350665.0,SIBENDRA KANDI,INR,"1,693,220",Finance,All three bidders are applied.,Chinmaya Das,20-Apr-2026 12:54 PM,finance_574185.pdf,BOQ Comparative Chart,AOC
,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,2,3350677,HRUDANANDA MISHRA,11-Jan-2026 09:15 AM,Rejected-AOC,reject,20-Apr-2026 01:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3350665,SIBENDRA KANDI,10-Jan-2026 10:00 PM,Accepted-AOC,Awarded as L1 bidder through lucky draw.,20-Apr-2026 01:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
