Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"Supply of Visi Cooler, Chest Cooler and Deep Freezer","Supply of Visi Cooler, Chest Cooler and Deep Freezer",Please refer Tender Document ,NA ,"1,20,00,000",Miscellaneous Goods,NA ,Tender,60.0,60.0,Bhubaneswar,751007.0,NA ,NA ,NA ,"D2, Sahid Nagar, BBSR",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"The Tender Paper Cost, EMD, Copy of GST, PAN, GST RETURN,IT Return, Turnover Certificate",1.0,ICICI BANK,Odisha State Co. Milk Producers Federation Ltd.,VISI COOLER/ 2025-2026/01,2026_OMFED_127212_1,Yes,Open Tender,Item Rate,Goods,1.0,No,No,Online,No,No,No,Managing Director,"D2, Sahid Nagar, BBSR","11,800",0.0,Nil,Nil,No,13-Mar-2026 10:00 AM,30-Mar-2026 03:00 PM,13-Mar-2026 10:00 AM,30-Mar-2026 01:00 PM,NA ,NA ,13-Mar-2026 10:00 AM,30-Mar-2026 01:00 PM,"2,00,000",Yes,fixed,,Nil,Nil,AOC,Odisha State Co. Milk Producers Federation Ltd.,2026_OMFED_127212_1,VISI COOLER/ 2025-2026/01,"Supply of Visi Cooler, Chest Cooler and Deep Freezer",DY. Manager MM,Internal,,Sudhir Ranjan Mallik,21-Apr-2026 01:55 PM,finsummary_584991.pdf (70.13 KB),Finance,FOR TECHNICAL EVALUATION,Sudhir Ranjan Mallik,21-Apr-2026 01:48 PM,,BOQ Comparative Chart,1.0,3443218.0,NM MANAGEMENT SERVICES,INR,"6,977,000",21-Apr-2026,"INR 10,622,000",30.0,Sudhir Ranjan Mallik,21-Apr-2026 02:00 PM,VISI.pdf (324.00 KB),1,3442281,BROTHERS EQUIPMENT AND ENGINEERING PRIVATE LIMITED,28-Mar-2026 06:14 PM,Rejected-Technical,Document not found as per tender Norms,21-Apr-2026 01:52 PM,DY. Manager MM,Internal,,Sudhir Ranjan Mallik,21-Apr-2026 01:52 PM,techsummary_584991.pdf (64.97 KB),AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Other documents as per DTCN,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,2.0,3443467.0,NANDIGHOSH TRADING AGENCY,INR,"3,645,000",,,,,,,2,3438257,Marken Healthtech Ltd.,22-Mar-2026 12:10 PM,Rejected-Finance,L2,21-Apr-2026 01:55 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3443467,NANDIGHOSH TRADING AGENCY,30-Mar-2026 12:44 PM,Accepted-AOC,L1 IN CHEST COOLER,21-Apr-2026 02:00 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3443218,NM MANAGEMENT SERVICES,30-Mar-2026 11:03 AM,Accepted-AOC,L1 IN VISI COOLER DEEP FREEZER,21-Apr-2026 02:00 PM,,,,,,,AOC
