Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"7,080",0.0,Nil,Nil,No,ST and SC Development Deptt||ITDA Kuchinda,ITDAKCD-01/2025-26,2025_STSCD_120385_17,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"29,000",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,Construction of Additional Classroom at Banjari Ashram School,Construction of Additional Classroom at Banjari Ashram School,Please refer Tender documents. ,NA ,"28,98,421",Civil Works - Buildings,NA ,Tender,90.0,120.0,JAMANKIRA,768107.0,NA ,NA ,NA ,"O/o the Project Administrator, ITDA Kuchinda",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,As per DTCN,"Project Administrator, ITDA Kuchinda","AT/PO-Kuchinda, Ps-Kuchinda, Dist.Sambalpur, Pin-768222",31-Oct-2025 09:00 AM,10-Nov-2025 10:00 AM,31-Oct-2025 09:00 AM,08-Nov-2025 10:00 AM,31-Oct-2025 09:00 AM ,08-Nov-2025 10:00 AM ,31-Oct-2025 09:00 AM,08-Nov-2025 10:00 AM,AOC,"Collector, Sambalpur",Internal,"PA ITDA Kuchinda Superintending Engineer, RWD, Kuchinda AEE, ITDA, Kuchinda",HEMASAGAR BHOI,31-Jan-2026 01:15 PM,finsummary_560256.pdf (9184.22 KB),"Collector, Sambalpur",Internal,"PA ITDA Kuchinda Superintending Engineer, RWD, Kuchinda AEE, ITDA, Kuchinda",HEMASAGAR BHOI,22-Jan-2026 08:21 PM,techsummary_560256.pdf (9184.22 KB),21-Feb-2026,"INR 2,704,227",120.0,HEMASAGAR BHOI,08-Apr-2026 06:37 PM,BanjariAS.pdf (328.00 KB),1,3191838,BHESAJA KUMAR PATTA,07-Nov-2025 10:43 PM,Rejected-Technical,Non submission of correct document,22-Jan-2026 08:21 PM,1.0,3192409.0,BIKASH CHANDRA RAO,INR,"2,704,227",ST and SC Development Deptt||ITDA Kuchinda,2025_STSCD_120385_17,ITDAKCD-01/2025-26,Construction of Additional Classroom at Banjari Ashram School,Finance,The tender has been successfully opened,HEMASAGAR BHOI,22-Jan-2026 06:42 PM,finance_560256.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,.xls,As per BOQ,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,3192409,BIKASH CHANDRA RAO,07-Nov-2025 03:45 PM,Accepted-AOC,L1,08-Apr-2026 06:37 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,3192155,NIRUPAMA DASH,07-Nov-2025 11:42 AM,Rejected-Finance,L2,31-Jan-2026 01:15 PM,,,,,,,,,,,,,,,,AOC
