Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"10,000",0.0,Nil,Nil,No,28-Nov-2025 11:00 AM,17-Dec-2025 11:00 AM,28-Nov-2025 11:00 AM,16-Dec-2025 05:00 PM,NA ,NA ,28-Nov-2025 11:00 AM,16-Dec-2025 05:00 PM,03-Feb-2026 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,"Liscence, pancard, GSTIN, Affidavits and other documents as per DTCN",Project Administrartor,ITDA Sundargarh,ST and SC Development Deptt||ITDA Sundergarh,ITDASNG-05/2025-26,2025_STSCD_121904_21,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"4,30,563",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,Construction of New School Building Boundary wall main Gate Security Shade and Other site Development for Govt SSD High School Gopalpur New Campus in Hemgir Block,Construction of New School Building Boundary wall main Gate Security Shade and Other site Development for Govt SSD High School Gopalpur New Campus in Hemgir Block,Please refer Tender documents. ,NA ,"4,30,56,318",Civil Works - Buildings,NA ,Tender,90.0,330.0,Sundargarh,770001.0,NA ,NA ,NA ,ITDA Sundargarh,No ,No,AOC,COLLECTOR SUNDARGARH,Internal,"AEE, ITDA, SE, MI Division and PA, ITDA, Sundargarh",LAXMAN SAHOO,13-Feb-2026 06:24 PM,finsummary_566993.pdf (576.65 KB),Technical,Tender Status,LAXMAN SAHOO,02-Feb-2026 01:17 PM,technical_566993.pdf,COLLECTOR SUNDARGARH,Internal,"AEE, ITDA, SE, MI Division, PA, ITDA, Sundargarh",LAXMAN SAHOO,02-Feb-2026 06:37 PM,03-Feb-2026 11:00 AM,techsummary_566993.pdf (550.45 KB),Finance,Tender Status,Sudam Chandra Patel,05-Feb-2026 12:15 PM,finance_566993.pdf,BOQ Comparative Chart,ST and SC Development Deptt||ITDA Sundergarh,2025_STSCD_121904_21,ITDASNG-05/2025-26,Construction of New School Building Boundary wall main Gate Security Shade and Other site Development for Govt SSD High School Gopalpur New Campus in Hemgir Block,1.0,3308068.0,MANOJ KUMAR PATTANAIK,INR,"36,602,176",1,3298140,ARIA INFRA PROJECTS PRIVATE LIMITED,12-Dec-2025 04:19 PM,Rejected-AOC,Not qualified,13-Apr-2026 12:39 PM,07-Apr-2026,"INR 36,602,176",330.0,LAXMAN SAHOO,13-Apr-2026 12:39 PM,Gopalpurnewcampus.pdf (424.00 KB),AOC,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3288841,BHABANI SHANKAR PATEL,11-Dec-2025 09:32 PM,Rejected-AOC,Not qualified,13-Apr-2026 12:39 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3287148,DIBYA SHANKAR BEHERA,16-Dec-2025 12:54 AM,Rejected-AOC,Not qualified,13-Apr-2026 12:39 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3308068,MANOJ KUMAR PATTANAIK,16-Dec-2025 03:08 PM,Accepted-AOC,1st lowest in lottery,13-Apr-2026 12:39 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3308061,MOHIT PATEL,16-Dec-2025 03:24 PM,Rejected-AOC,Not qualified,13-Apr-2026 12:39 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3303898,M/S. MAA TARA CONSTRUCTION,15-Dec-2025 02:51 PM,Rejected-AOC,Not qualified,13-Apr-2026 12:39 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3305219,Nikhil Agrawal,16-Dec-2025 01:40 PM,Rejected-AOC,Not qualified,13-Apr-2026 12:39 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3296076,PAWAN KUMAR AGRAWAL,16-Dec-2025 02:42 PM,Rejected-AOC,Not qualified,13-Apr-2026 12:39 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3298545,PRASANTA KUMAR BISI,12-Dec-2025 07:54 PM,Rejected-AOC,Not qualified,13-Apr-2026 12:39 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3301576,PRITAM PRATAP NAIK,15-Dec-2025 12:19 PM,Rejected-AOC,Not qualified,13-Apr-2026 12:39 PM,,,,,,,,AOC
