Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
20-Apr-2026,"INR 1,600,794",120.0,Ranjan Kumar Das,20-Apr-2026 01:53 PM,AOC.pdf (160.00 KB),1,3168600,AKSHAYA KUMAR BEHERA,30-Oct-2025 06:27 PM,Accepted-AOC,The Bidder is a Lottery Winner L1,20-Apr-2026 01:53 PM,Municipal Bodies||Pattamundai Municipality,2025_ORULB_120037_10,PM_02/2025-26,Development of Nabajoti children Park near School in ward No-3,1.0,3168600.0,AKSHAYA KUMAR BEHERA,INR,"1,600,794",Finance,OK,Ranjan Kumar Das,20-Nov-2025 06:08 PM,,BOQ Comparative Chart,HEMANT KUMAR SAHOO,Internal,,Ranjan Kumar Das,20-Apr-2026 01:44 PM,finsummary_558246.pdf (119.68 KB),HEMANT KUMAR SAHOO,Internal,,Ranjan Kumar Das,20-Apr-2026 01:37 PM,techsummary_558246.pdf (144.72 KB),AOC,Municipal Bodies||Pattamundai Municipality,PM_02/2025-26,2025_ORULB_120037_10,Yes,Open Limited,Percentage,Works,1.0,No,No,Online,No,No,No,Executive Officer,Pattamundai Municipality,"6,000",0.0,Nil,Nil,No,Development of Nabajoti children Park near School in ward No-3,Development of Nabajoti children Park near School in ward No-3,Please refer Tender documents. ,NA ,"15,95,819",Civil Works - Others,NA ,Tender,90.0,120.0,Pattamundai,754215.0,NA ,NA ,NA ,"Office of the Executive Officer, Pattamundai",No ,No,25-Oct-2025 06:00 PM,15-Nov-2025 11:00 AM,25-Oct-2025 06:00 PM,13-Nov-2025 05:00 PM,25-Oct-2025 06:00 PM ,12-Nov-2025 05:00 PM ,25-Oct-2025 06:00 PM,13-Nov-2025 05:00 PM,1.0,change of critical date,Date,,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,Tender Document as per DTCN,"15,958",Yes,percentage,1.0%,Nil,Nil,AOC
,,,,,,2,3213730,DEBENDRA MOHANTY,12-Nov-2025 09:16 PM,Rejected-Technical,The Bidder is Disqualified because The Bidder not Submitted the GST Clearance/3B Certificate,20-Apr-2026 01:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,Bills of Quantities,,,,,,,AOC
,,,,,,3,3168381,DHABALESWAR BEHERA,30-Oct-2025 05:17 PM,Rejected-AOC,L2,20-Apr-2026 01:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3168528,HAREKRISHNA BEHURA,30-Oct-2025 05:59 PM,Rejected-AOC,L4,20-Apr-2026 01:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3168707,PRAVAT KUMAR BEHURA,30-Oct-2025 07:10 PM,Rejected-AOC,L6,20-Apr-2026 01:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3168162,Ranjit Nayak,30-Oct-2025 04:21 PM,Rejected-AOC,L3,20-Apr-2026 01:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3190416,SAGAR RANJAN SAHOO,06-Nov-2025 06:04 PM,Rejected-AOC,L8,20-Apr-2026 01:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3168659,SATYABRATA BEHURA,30-Oct-2025 06:49 PM,Rejected-AOC,L5,20-Apr-2026 01:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3192882,SOUBHAGYA RANJAN DHAL,07-Nov-2025 12:07 PM,Rejected-Technical,The Bidder is Disqualified because The Bidder not Submitted the GST Clearance/3B Certificate,20-Apr-2026 01:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3191612,TUSAR RANJAN BEHURA,06-Nov-2025 09:50 PM,Rejected-AOC,L7,20-Apr-2026 01:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
