Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Bank Name,Tender Stage
15-Jan-2026,"INR 538,316",60.0,Rajiba Lochan Nayak,07-Apr-2026 04:57 PM,37.pdf (1751.00 KB),1.0,3226416.0,Swapana Ray,INR,"538,316",Municipal Bodies||Malkangiri Municipal Council,2025_ORULB_120460_37,EOMKG/01/2025-26,"Development of Mini Park at MV-2, Ward No-16, Malkangiri Municipality",1,3226397,BHIMA MADAKAMI,15-Nov-2025 03:33 PM,Rejected-AOC,Rejected,07-Apr-2026 04:58 PM,Technical,all bidders are admitted,Rajiba Lochan Nayak,20-Nov-2025 11:13 AM,,Manoj Barik,Internal,"Executive Officer, Malkangiri Municipality, Nizarat Officer, Collectorate Malkangiri, Municipal Engineer, Malkangiri Municipality, AEE, RWSS Malkangiri, Accountant, Malkangiri Municipality",Rajiba Lochan Nayak,15-Jan-2026 04:14 PM,finsummary_560973.pdf (192.62 KB),Finance,,Rajiba Lochan Nayak,02-Dec-2025 01:08 PM,,BOQ Comparative Chart,Manoj Barik,Internal,"Executive Officer, Malkangiri Municipality, Nizarat Officer, Collectorate Malkangiri, Municipal Engineer, Malkangiri Municipality , AEE, RWSS Malkangiri, Accountant,Malkangiri Municipality",Rajiba Lochan Nayak,01-Dec-2025 01:07 PM,02-Dec-2025 10:00 AM,techsummary_560973.pdf (205.75 KB),AOC,Municipal Bodies||Malkangiri Municipal Council,EOMKG/01/2025-26,2025_ORULB_120460_37,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,eNoticeDTCN,"6,330",Yes,fixed,,Nil,Nil,"Development of Mini Park at MV-2, Ward No-16, Malkangiri Municipality","Development of Mini Park at MV-2, Ward No-16, Malkangiri Municipality",NA ,NA ,"6,33,239",Civil Works - Others,NA ,Tender,180.0,60.0,Malkangiri Municipality,764045.0,NA ,NA ,NA ,Malkangiri Municipality,No ,No,04-Nov-2025 10:00 AM,17-Nov-2025 11:00 AM,04-Nov-2025 10:00 AM,15-Nov-2025 05:00 PM,NA ,NA ,04-Nov-2025 10:00 AM,15-Nov-2025 05:00 PM,02-Dec-2025 10:00 AM,"4,000",0.0,Nil,Nil,No,Executive Officer,Malkangiri Municipality,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,2,3226063,Bibekananda Biswas,14-Nov-2025 09:15 PM,Rejected-AOC,Rejected,07-Apr-2026 04:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,3,3193244,DEVI PRASAD JAYASINGH,07-Nov-2025 01:22 PM,Rejected-Technical,Not submitted a valid schedule C Affidavit,01-Dec-2025 01:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4,3227565,KANCHAN DEURI,15-Nov-2025 03:01 PM,Rejected-AOC,Rejected,07-Apr-2026 04:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,3227029,SRI NARAYAN PADHIARY,15-Nov-2025 03:53 PM,Rejected-Technical,Not submitted a valid licence having no signature of issuing authority and Contractor,01-Dec-2025 01:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,6,3226617,SUBHAM MANDAL,15-Nov-2025 03:36 PM,Rejected-AOC,Rejected,07-Apr-2026 04:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,7,3226416,Swapana Ray,15-Nov-2025 07:56 AM,Accepted-AOC,Accepted,07-Apr-2026 04:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
