Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"7,080",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER PAPER COST,EMD,GST,PAN,REGISTRATION CERTIFICATE,OTHER DOCUMENTS AS PER DTCN in online",Improvement of road with raising of drain from Dharmesh Nayak res to Kishore Das res via Aruna Baral res and Bishnu Prasad Sahoo res at Mahatab Nagar in Ward No. 7,Improvement of road with raising of drain from Dharmesh Nayak res to Kishore Das res via Aruna Baral res and Bishnu Prasad Sahoo res at Mahatab Nagar in Ward No. 7,Please refer Tender documents. ,NA ,"30,86,400",Civil Works - Others,NA ,Tender,90.0,90.0,CMC,753012.0,NA ,NA ,NA ,"At Bikash Bhawan, Jagannathlane Badambadi",No ,No,"Executive Engineer, CD-I","At Bikash Bhawan, Jagannathlane Badambadi, Dist Cuttack, Pin-753012",29-Nov-2025 03:00 PM,12-Dec-2025 11:00 AM,29-Nov-2025 03:00 PM,09-Dec-2025 05:00 PM,NA ,NA ,29-Nov-2025 03:00 PM,09-Dec-2025 05:00 PM,"30,900",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,Municipal Bodies||Cuttack Municipal Corporation,MC(CMC)CTC_Div-I_No.14/2025-26,2025_ORULB_122060_16,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,Executive Engineer,Internal,Asst. Executive Engineer,Subas Chandra Sahoo,17-Apr-2026 06:47 PM,finsummary_568166.pdf (420.22 KB),Executive Engineer,Internal,Asst. Executive Engineer,Subas Chandra Sahoo,17-Apr-2026 06:39 PM,techsummary_568166.pdf (420.22 KB),1,3290636,BHAGIRATHI BISWAL,08-Dec-2025 10:09 PM,Rejected-AOC,Rejected,17-Apr-2026 06:53 PM,Municipal Bodies||Cuttack Municipal Corporation,2025_ORULB_122060_16,MC(CMC)CTC_Div-I_No.14/2025-26,Improvement of road with raising of drain from Dharmesh Nayak res to Kishore Das res via Aruna Baral res and Bishnu Prasad Sahoo res at Mahatab Nagar in Ward No. 7,1.0,3289131.0,PRABODH KUMAR PRUSTY,INR,"2,623,651",17-Apr-2026,"INR 2,623,651",90.0,Subas Chandra Sahoo,17-Apr-2026 06:53 PM,2025_ORULB_122060_16.pdf (420.00 KB),Work Order,Finance,Fifteen bidders participated. BOQ Comparative Chart is enclosed for reference. The Original documents of bidders to be verified.,Subas Chandra Sahoo,16-Dec-2025 01:04 PM,,BOQ Comparative Chart,AOC
,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2,3285065,Ganesh Chandra Swain,06-Dec-2025 08:31 PM,Rejected-AOC,Rejected,17-Apr-2026 06:53 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,3279406,HRUSHIKESH SAHOO,04-Dec-2025 06:00 PM,Rejected-AOC,Rejected,17-Apr-2026 06:53 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,3278240,MD AZHAR,04-Dec-2025 01:30 PM,Rejected-AOC,Rejected,17-Apr-2026 06:53 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,3284136,NIHAR RANJAN MISHRA,06-Dec-2025 09:03 PM,Rejected-AOC,Rejected,17-Apr-2026 06:53 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,3289374,PINKINA SWAIN,08-Dec-2025 03:10 PM,Rejected-AOC,Rejected,17-Apr-2026 06:53 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,3289131,PRABODH KUMAR PRUSTY,08-Dec-2025 02:28 PM,Accepted-AOC,Accepted,17-Apr-2026 06:53 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,3288554,PRAVAT KUMAR PRUSTY,08-Dec-2025 01:02 PM,Rejected-AOC,Rejected,17-Apr-2026 06:53 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,3289723,Sangram keshori Ray,08-Dec-2025 03:57 PM,Rejected-AOC,Rejected,17-Apr-2026 06:53 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,3291542,SATYA RANJAN SINGH,09-Dec-2025 01:52 PM,Rejected-AOC,Rejected,17-Apr-2026 06:53 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
