EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"4,725",Yes,fixed,,Nil,Nil,Municipal Bodies||Aska NAC,ASKANAC/WORKSMISC-09/2025-26,2026_ORULB_125752_8,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"4,720",0.0,Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,DTCN,1,ICICI BANK,"Executive Officer, NAC, Aska","Executive Officer, NAC, Aska",11-Feb-2026 11:00 AM,24-Feb-2026 11:00 AM,11-Feb-2026 11:00 AM,23-Feb-2026 05:00 PM,NA ,NA ,11-Feb-2026 11:00 AM,23-Feb-2026 05:00 PM,26-Feb-2026 12:20 PM,"CONSTRUCTION AND COMPLETION OF ROAD WITH DRAIN FROM PLAY SCHOOL TOWARDS LALAGURUJI AT MG ROAD IN WARD NO-06, NAC,ASKA","CONSTRUCTION AND COMPLETION OF ROAD WITH DRAIN FROM PLAY SCHOOL TOWARDS LALAGURUJI AT MG ROAD IN WARD NO-06, NAC,ASKA",Please refer Tender documents. ,NA ,"4,72,548",Civil Works - Others,NA ,Tender,120.0,NA ,"NAC,ASKA",761110.0,NA ,NA ,NA ,"EXECUTIVE OFFICER NAC,ASKA",No ,No,AOC,23-Apr-2026,"INR 439,517",120.0,Rasmi Rani Nahak,23-Apr-2026 10:41 AM,workorder8.pdf (926.00 KB),1,3408389,Bhagaban Behera,23-Feb-2026 04:14 PM,Accepted-AOC,accepted,23-Apr-2026 10:41 AM,Chairperson,Internal,Executive Officer Junior Engineer Municipal Engineer Accountant,Rasmi Rani Nahak,26-Feb-2026 12:09 PM,26-Feb-2026 12:20 PM,techsummary_580400.pdf (464.04 KB),Finance,Admitted,Rajesh Kumar Mahapatra,26-Feb-2026 02:55 PM,,BOQ Comparative Chart,Municipal Bodies||Aska NAC,2026_ORULB_125752_8,ASKANAC/WORKSMISC-09/2025-26,"CONSTRUCTION AND COMPLETION OF ROAD WITH DRAIN FROM PLAY SCHOOL TOWARDS LALAGURUJI AT MG ROAD IN WARD NO-06, NAC,ASKA",Technical,Admitted,Rajesh Kumar Mahapatra,24-Feb-2026 03:11 PM,,Chairperson,Internal,Executive Officer Junior Engineer Accountant Municipal Engineer,Rasmi Rani Nahak,23-Apr-2026 10:36 AM,finsummary_580400.pdf (464.04 KB),1.0,3408389.0,Bhagaban Behera,INR,"439,517",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2,3408644,Rojalini Bisoyi,23-Feb-2026 04:40 PM,Rejected-Finance,Rejected,23-Apr-2026 10:36 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
