Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Municipal Bodies||Birmitrapur Municipality,EO/BRMP/04/2025-26,2026_ORULB_126260_6,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,20-Feb-2026 10:00 AM,05-Mar-2026 11:30 AM,20-Feb-2026 10:00 AM,02-Mar-2026 05:00 PM,NA ,NA ,20-Feb-2026 10:00 AM,02-Mar-2026 05:00 PM,"2,000",0.0,Nil,Nil,No,1.0,ICICI BANK,"EXECUTIVE OFFICER, BIRMITRAPUR MUNICIPALITY","EXECUTIVE OFFICER, BIRMITRAPUR MUNICIPALITY","3,765",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,As per DTCN,Improvement of Community Center at Braham Road w.no-04 of Biramitrapur Municipality,Improvement of Community Center at Braham Road w.no-04 of Biramitrapur Municipality,Please refer Tender documents. ,NA ,"3,76,418",Civil Works - Others,NA ,Rate Contract,180.0,90.0,BIRMITRAPUR MUNICIPALITY,770033.0,NA ,NA ,NA ,"O/O EXECUTIVE OFFICER,BIRMITRAPUR MUNICIPALITY",No ,No,AOC,1,3416800,ARJUN SINGHI,02-Mar-2026 03:34 PM,Rejected-AOC,Lottery,24-Apr-2026 06:37 PM,24-Apr-2026,"INR 376,417.6",90.0,RAKSHEE HARIJAN,24-Apr-2026 06:37 PM,959.pdf (1395.00 KB),chairperson,Internal,,RAKSHEE HARIJAN,22-Apr-2026 10:33 AM,techsummary_581932.pdf (42.08 KB),Municipal Bodies||Birmitrapur Municipality,2026_ORULB_126260_6,EO/BRMP/04/2025-26,Improvement of Community Center at Braham Road w.no-04 of Biramitrapur Municipality,chairman,Internal,,RAKSHEE HARIJAN,24-Apr-2026 06:32 PM,finsummary_581932.pdf (42.08 KB),Finance,open,RAKSHEE HARIJAN,11-Mar-2026 05:17 PM,,BOQ Comparative Chart,1.0,3415578.0,NIKHIL KUMAR AGARWAL,INR,"376,417.6",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,AOC,2,3415077,ARUN BEHERA,01-Mar-2026 10:48 AM,Rejected-AOC,Lottery,24-Apr-2026 06:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3415369,ASHOK SUNANI,01-Mar-2026 09:38 PM,Rejected-AOC,Lottery,24-Apr-2026 06:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3416047,DEEPAK KUMAR THAKUR,02-Mar-2026 11:39 AM,Rejected-AOC,Lottery,24-Apr-2026 06:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3415131,DEVMUNGA SURYA CONSTRUCTION,01-Mar-2026 10:12 AM,Rejected-AOC,Lottery,24-Apr-2026 06:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3415329,JAYNATH MANAHARI,01-Mar-2026 03:39 PM,Rejected-AOC,Lottery,24-Apr-2026 06:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3415578,NIKHIL KUMAR AGARWAL,01-Mar-2026 09:15 PM,Accepted-AOC,Lottery,24-Apr-2026 06:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3415020,RABI THAKUR,28-Feb-2026 09:31 PM,Rejected-AOC,Lottery,24-Apr-2026 06:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3416562,RAJIV KUMAR JHA,02-Mar-2026 02:09 PM,Rejected-AOC,Lottery,24-Apr-2026 06:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3415946,SANJAY JHA,02-Mar-2026 12:53 PM,Rejected-AOC,Lottery,24-Apr-2026 06:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
