S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,S.No.2,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1.0,ICICI BANK,06-Jan-2026 01:00 PM,19-Jan-2026 11:00 AM,06-Jan-2026 01:00 PM,17-Jan-2026 05:00 PM,06-Jan-2026 01:00 PM ,16-Jan-2026 05:00 PM ,06-Jan-2026 01:00 PM,17-Jan-2026 05:00 PM,23-Feb-2026 01:25 PM,"Laying of raising main and const. of MBR in Meghamalatota pump house and Automation of zonal pump house in Jeypore Municipality under State Plan, D.No.13-4215 SUJALA for the Year 2025-26",Laying of raising main and const. of MBR in Meghamalatota pump house and Automation of zonal pump house in Jeypore Municipality,Please refer Tender documents. ,NA ,"4,18,92,169",Civil Works - Water Works,NA ,Rate Contract,120.0,240.0,Jeypore,764001.0,NA ,NA ,NA ,"Superintending Engineer, PHD Koraput",No ,No,PHEO||PH Circle Bhawanipatna||PH Division Koraput,NIT No.14 Dtd.24.12.2025 (2),2026_PHEO_124255_2,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,"4,18,922",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"Registration Certificate- EMD- Paper cost- GSTIN- PAN- Affidavit, Experience cert. etc. as per DTCN","Superintending Engineer, PHD Koraput","Superintending Engineer, PHD Koraput",1.0,1st corrigendum,Other,,AOC,28-Apr-2026,"INR 33,006,841",240.0,Chiranjibi Mahali,28-Apr-2026 05:12 PM,aoc.pdf (2428.00 KB),AOC,"SE, PHD Koraput",Internal,"SE, AEE, DAO and AEE estimater under this division",Chiranjibi Mahali,28-Apr-2026 05:10 PM,finsummary_574664.pdf (406.93 KB),Technical,6nos bidders are participating,Chiranjibi Mahali,11-Feb-2026 12:55 PM,technical_574664.pdf,1,3358292,ADITYA ENGINEERING SERVICES,17-Jan-2026 04:07 PM,Rejected-Finance,5th rank,28-Apr-2026 05:10 PM,Finance,6nos bidders are admitted,Chiranjibi Mahali,28-Apr-2026 05:05 PM,finance_574664.pdf,BOQ Comparative Chart,PHEO||PH Circle Bhawanipatna||PH Division Koraput,2026_PHEO_124255_2,NIT No.14 Dtd.24.12.2025 (2),"Laying of raising main and const. of MBR in Meghamalatota pump house and Automation of zonal pump house in Jeypore Municipality under State Plan, D.No.13-4215 SUJALA for the Year 2025-26",1.0,3358089.0,M/S SABITA ENTERPRISES,INR,"33,006,841",1.0,Tender Revocation,Tender Revocation,11-Feb-2026 12:34 PM,mbrjyp.pdf ,921.1,Technical Opening,"Superintending Engineer, PHD Koraput",Internal,"SE, AEE, DAO and AEE estimator under this division",Chiranjibi Mahali,23-Feb-2026 01:19 PM,23-Feb-2026 01:25 PM,techsummary_574664.pdf (1089.27 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,3358199,KSHIROD CHANDRA PRADHAN,17-Jan-2026 04:38 PM,Rejected-Finance,4th rank,28-Apr-2026 05:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,3358089,M/S SABITA ENTERPRISES,17-Jan-2026 12:34 PM,Accepted-AOC,AOC,28-Apr-2026 05:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,3355193,NETRANANDA SWAIN,17-Jan-2026 02:24 PM,Rejected-Finance,2nd rank,28-Apr-2026 05:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,3358069,RAMAKANTA PANDA,17-Jan-2026 12:10 PM,Rejected-Finance,3rd rank,28-Apr-2026 05:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,3356962,SRI ANNAN KUMAR VERMA,16-Jan-2026 11:52 AM,Rejected-Finance,5th rank,28-Apr-2026 05:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
